 n     ch_hole col3 col4 col5
    1318 -0.69244442E+01 -0.10330022E-16 -0.73158567E+01  0.36684888E-16
    1319 -0.69252284E+01 -0.10329921E-16 -0.73158567E+01  0.36684888E-16
    1320 -0.69258963E+01 -0.10330036E-16 -0.73158567E+01  0.36684888E-16
    1321 -0.69267006E+01 -0.10329771E-16 -0.73158567E+01  0.36684888E-16
    1322 -0.69275605E+01 -0.10329576E-16 -0.73158567E+01  0.36684888E-16
    1323 -0.69283721E+01 -0.10329573E-16 -0.73158567E+01  0.36684888E-16
    1324 -0.69290163E+01 -0.10329420E-16 -0.73158567E+01  0.36684888E-16
    1325 -0.69296775E+01 -0.10329358E-16 -0.73158567E+01  0.36684888E-16
    1326 -0.69303546E+01 -0.10329154E-16 -0.73158567E+01  0.36684888E-16
    1327 -0.69313232E+01 -0.10328522E-16 -0.73158567E+01  0.36684888E-16
    1328 -0.69320569E+01 -0.10328418E-16 -0.73158567E+01  0.36684888E-16
    1329 -0.69328631E+01 -0.10328496E-16 -0.73158567E+01  0.36684888E-16
    1330 -0.69338795E+01 -0.10328344E-16 -0.73158567E+01  0.36684888E-16
    1331 -0.69345433E+01 -0.10328278E-16 -0.73158567E+01  0.36684888E-16
    1332 -0.69352380E+01 -0.10328394E-16 -0.73158567E+01  0.36684888E-16
    1333 -0.69359683E+01 -0.10328160E-16 -0.73158567E+01  0.36684888E-16
    1334 -0.69367716E+01 -0.10327936E-16 -0.73158567E+01  0.36684888E-16
    1335 -0.69376267E+01 -0.10327393E-16 -0.73158567E+01  0.36684888E-16
    1336 -0.69383049E+01 -0.10327309E-16 -0.73158567E+01  0.36684888E-16
    1337 -0.69389156E+01 -0.10327393E-16 -0.73158567E+01  0.36684888E-16
    1338 -0.69395840E+01 -0.10327247E-16 -0.73158567E+01  0.36684888E-16
    1339 -0.69404131E+01 -0.10327163E-16 -0.73158567E+01  0.36684888E-16
    1340 -0.69410238E+01 -0.10327090E-16 -0.73158567E+01  0.36684888E-16
    1341 -0.69416727E+01 -0.10327103E-16 -0.73158567E+01  0.36684888E-16
    1342 -0.69424515E+01 -0.10327092E-16 -0.73158567E+01  0.36684888E-16
    1343 -0.69431604E+01 -0.10327410E-16 -0.73158567E+01  0.36684888E-16
    1344 -0.69439994E+01 -0.10327318E-16 -0.73158567E+01  0.36684888E-16
    1345 -0.69447047E+01 -0.10327491E-16 -0.73158567E+01  0.36684888E-16
    1346 -0.69452785E+01 -0.10327531E-16 -0.73158567E+01  0.36684888E-16
    1347 -0.69459305E+01 -0.10327000E-16 -0.73158567E+01  0.36684888E-16
    1348 -0.69465521E+01 -0.10327071E-16 -0.73158567E+01  0.36684888E-16
    1349 -0.69472100E+01 -0.10327186E-16 -0.73158567E+01  0.36684888E-16
    1350 -0.69479605E+01 -0.10326728E-16 -0.73158567E+01  0.36684888E-16
    1351 -0.69485490E+01 -0.10326600E-16 -0.73158567E+01  0.36684888E-16
    1352 -0.69492279E+01 -0.10326135E-16 -0.73158567E+01  0.36684888E-16
    1353 -0.69499641E+01 -0.10326329E-16 -0.73158567E+01  0.36684888E-16
    1354 -0.69505727E+01 -0.10326478E-16 -0.73158567E+01  0.36684888E-16
    1355 -0.69511694E+01 -0.10326355E-16 -0.73158567E+01  0.36684888E-16
    1356 -0.69517096E+01 -0.10326353E-16 -0.73158567E+01  0.36684888E-16
    1357 -0.69523471E+01 -0.10326462E-16 -0.73158567E+01  0.36684888E-16
    1358 -0.69529782E+01 -0.10326269E-16 -0.73158567E+01  0.36684888E-16
    1359 -0.69535751E+01 -0.10326372E-16 -0.73158567E+01  0.36684888E-16
    1360 -0.69541116E+01 -0.10326262E-16 -0.73158567E+01  0.36684888E-16
    1361 -0.69548014E+01 -0.10325992E-16 -0.73158567E+01  0.36684888E-16
    1362 -0.69554883E+01 -0.10325630E-16 -0.73158567E+01  0.36684888E-16
    1363 -0.69561942E+01 -0.10325689E-16 -0.73158567E+01  0.36684888E-16
    1364 -0.69567311E+01 -0.10325446E-16 -0.73158567E+01  0.36684888E-16
    1365 -0.69574315E+01 -0.10325270E-16 -0.73158567E+01  0.36684888E-16
    1366 -0.69581915E+01 -0.10325409E-16 -0.73158567E+01  0.36684888E-16
    1367 -0.69588387E+01 -0.10325566E-16 -0.73158567E+01  0.36684888E-16
    1368 -0.69595446E+01 -0.10325314E-16 -0.73158567E+01  0.36684888E-16
    1369 -0.69604995E+01 -0.10325626E-16 -0.73158567E+01  0.36684888E-16
    1370 -0.69611736E+01 -0.10325601E-16 -0.73158567E+01  0.36684888E-16
    1371 -0.69619022E+01 -0.10325367E-16 -0.73158567E+01  0.36684888E-16
    1372 -0.69626243E+01 -0.10325262E-16 -0.73158567E+01  0.36684888E-16
    1373 -0.69633188E+01 -0.10325059E-16 -0.73158567E+01  0.36684888E-16
    1374 -0.69640762E+01 -0.10325120E-16 -0.73158567E+01  0.36684888E-16
    1375 -0.69646716E+01 -0.10325265E-16 -0.73158567E+01  0.36684888E-16
    1376 -0.69652284E+01 -0.10325325E-16 -0.73158567E+01  0.36684888E-16
    1377 -0.69659527E+01 -0.10325656E-16 -0.73158567E+01  0.36684888E-16
    1378 -0.69667609E+01 -0.10325108E-16 -0.73158567E+01  0.36684888E-16
    1379 -0.69673365E+01 -0.10324833E-16 -0.73158567E+01  0.36684888E-16
    1380 -0.69681592E+01 -0.10325133E-16 -0.73158567E+01  0.36684888E-16
    1381 -0.69688233E+01 -0.10325031E-16 -0.73158567E+01  0.36684888E-16
    1382 -0.69693970E+01 -0.10324968E-16 -0.73158567E+01  0.36684888E-16
    1383 -0.69702113E+01 -0.10325206E-16 -0.73158567E+01  0.36684888E-16
    1384 -0.69709600E+01 -0.10325136E-16 -0.73158567E+01  0.36684888E-16
    1385 -0.69715504E+01 -0.10325193E-16 -0.73158567E+01  0.36684888E-16
    1386 -0.69723543E+01 -0.10324985E-16 -0.73158567E+01  0.36684888E-16
    1387 -0.69730935E+01 -0.10325043E-16 -0.73158567E+01  0.36684888E-16
    1388 -0.69737598E+01 -0.10325232E-16 -0.73158567E+01  0.36684888E-16
    1389 -0.69746349E+01 -0.10325403E-16 -0.73158567E+01  0.36684888E-16
    1390 -0.69752746E+01 -0.10325585E-16 -0.73158567E+01  0.36684888E-16
    1391 -0.69759841E+01 -0.10325598E-16 -0.73158567E+01  0.36684888E-16
    1392 -0.69766368E+01 -0.10325729E-16 -0.73158567E+01  0.36684888E-16
    1393 -0.69772400E+01 -0.10325752E-16 -0.73158567E+01  0.36684888E-16
    1394 -0.69779116E+01 -0.10325644E-16 -0.73158567E+01  0.36684888E-16
    1395 -0.69785901E+01 -0.10325783E-16 -0.73158567E+01  0.36684888E-16
    1396 -0.69792677E+01 -0.10325890E-16 -0.73158567E+01  0.36684888E-16
    1397 -0.69799118E+01 -0.10326244E-16 -0.73158567E+01  0.36684888E-16
    1398 -0.69806566E+01 -0.10326200E-16 -0.73158567E+01  0.36684888E-16
    1399 -0.69813824E+01 -0.10326050E-16 -0.73158567E+01  0.36684888E-16
    1400 -0.69820574E+01 -0.10326217E-16 -0.73158567E+01  0.36684888E-16
    1401 -0.69826126E+01 -0.10326251E-16 -0.73158567E+01  0.36684888E-16
    1402 -0.69832658E+01 -0.10326269E-16 -0.73158567E+01  0.36684888E-16
    1403 -0.69836964E+01 -0.10326082E-16 -0.73158567E+01  0.36684888E-16
    1404 -0.69842428E+01 -0.10325977E-16 -0.73158567E+01  0.36684888E-16
    1405 -0.69848977E+01 -0.10326209E-16 -0.73158567E+01  0.36684888E-16
    1406 -0.69856523E+01 -0.10326389E-16 -0.73158567E+01  0.36684888E-16
    1407 -0.69863417E+01 -0.10326341E-16 -0.73158567E+01  0.36684888E-16
    1408 -0.69869196E+01 -0.10326405E-16 -0.73158567E+01  0.36684888E-16
    1409 -0.69875827E+01 -0.10326526E-16 -0.73158567E+01  0.36684888E-16
    1410 -0.69882902E+01 -0.10326478E-16 -0.73158567E+01  0.36684888E-16
    1411 -0.69888788E+01 -0.10326474E-16 -0.73158567E+01  0.36684888E-16
    1412 -0.69895071E+01 -0.10326708E-16 -0.73158567E+01  0.36684888E-16
    1413 -0.69901160E+01 -0.10326566E-16 -0.73158567E+01  0.36684888E-16
    1414 -0.69908889E+01 -0.10326626E-16 -0.73158567E+01  0.36684888E-16
    1415 -0.69914838E+01 -0.10326717E-16 -0.73158567E+01  0.36684888E-16
    1416 -0.69919732E+01 -0.10326747E-16 -0.73158567E+01  0.36684888E-16
    1417 -0.69924678E+01 -0.10326749E-16 -0.73158567E+01  0.36684888E-16
    1418 -0.69930029E+01 -0.10326755E-16 -0.73158567E+01  0.36684888E-16
    1419 -0.69935427E+01 -0.10326844E-16 -0.73158567E+01  0.36684888E-16
    1420 -0.69941654E+01 -0.10326621E-16 -0.73158567E+01  0.36684888E-16
    1421 -0.69947202E+01 -0.10326583E-16 -0.73158567E+01  0.36684888E-16
    1422 -0.69952275E+01 -0.10326498E-16 -0.73158567E+01  0.36684888E-16
    1423 -0.69957889E+01 -0.10326442E-16 -0.73158567E+01  0.36684888E-16
    1424 -0.69963532E+01 -0.10326476E-16 -0.73158567E+01  0.36684888E-16
    1425 -0.69968651E+01 -0.10326373E-16 -0.73158567E+01  0.36684888E-16
    1426 -0.69974063E+01 -0.10326495E-16 -0.73158567E+01  0.36684888E-16
    1427 -0.69978935E+01 -0.10326638E-16 -0.73158567E+01  0.36684888E-16
    1428 -0.69984550E+01 -0.10326852E-16 -0.73158567E+01  0.36684888E-16
    1429 -0.69990554E+01 -0.10326940E-16 -0.73158567E+01  0.36684888E-16
    1430 -0.69996653E+01 -0.10327146E-16 -0.73158567E+01  0.36684888E-16
    1431 -0.70002482E+01 -0.10327194E-16 -0.73158567E+01  0.36684888E-16
    1432 -0.70008945E+01 -0.10327326E-16 -0.73158567E+01  0.36684888E-16
    1433 -0.70015283E+01 -0.10327439E-16 -0.73158567E+01  0.36684888E-16
    1434 -0.70022312E+01 -0.10327269E-16 -0.73158567E+01  0.36684888E-16
    1435 -0.70027804E+01 -0.10327273E-16 -0.73158567E+01  0.36684888E-16
    1436 -0.70033801E+01 -0.10327372E-16 -0.73158567E+01  0.36684888E-16
    1437 -0.70039722E+01 -0.10327317E-16 -0.73158567E+01  0.36684888E-16
    1438 -0.70045826E+01 -0.10327385E-16 -0.73158567E+01  0.36684888E-16
    1439 -0.70050173E+01 -0.10327441E-16 -0.73158567E+01  0.36684888E-16
    1440 -0.70055361E+01 -0.10327337E-16 -0.73158567E+01  0.36684888E-16
    1441 -0.70060787E+01 -0.10327382E-16 -0.73158567E+01  0.36684888E-16
    1442 -0.70065812E+01 -0.10327593E-16 -0.73158567E+01  0.36684888E-16
    1443 -0.70071605E+01 -0.10327611E-16 -0.73158567E+01  0.36684888E-16
    1444 -0.70076543E+01 -0.10327676E-16 -0.73158567E+01  0.36684888E-16
    1445 -0.70082394E+01 -0.10327581E-16 -0.73158567E+01  0.36684888E-16
    1446 -0.70088704E+01 -0.10327457E-16 -0.73158567E+01  0.36684888E-16
    1447 -0.70094417E+01 -0.10327324E-16 -0.73158567E+01  0.36684888E-16
    1448 -0.70099816E+01 -0.10327334E-16 -0.73158567E+01  0.36684888E-16
    1449 -0.70105241E+01 -0.10327277E-16 -0.73158567E+01  0.36684888E-16
    1450 -0.70110069E+01 -0.10327019E-16 -0.73158567E+01  0.36684888E-16
    1451 -0.70115337E+01 -0.10326847E-16 -0.73158567E+01  0.36684888E-16
    1452 -0.70121008E+01 -0.10326995E-16 -0.73158567E+01  0.36684888E-16
    1453 -0.70126130E+01 -0.10327041E-16 -0.73158567E+01  0.36684888E-16
    1454 -0.70131817E+01 -0.10327127E-16 -0.73158567E+01  0.36684888E-16
    1455 -0.70137337E+01 -0.10327096E-16 -0.73158567E+01  0.36684888E-16
    1456 -0.70142237E+01 -0.10327130E-16 -0.73158567E+01  0.36684888E-16
    1457 -0.70147608E+01 -0.10327081E-16 -0.73158567E+01  0.36684888E-16
    1458 -0.70153386E+01 -0.10326953E-16 -0.73158567E+01  0.36684888E-16
    1459 -0.70158002E+01 -0.10326747E-16 -0.73158567E+01  0.36684888E-16
    1460 -0.70163366E+01 -0.10326678E-16 -0.73158567E+01  0.36684888E-16
    1461 -0.70169050E+01 -0.10326665E-16 -0.73158567E+01  0.36684888E-16
    1462 -0.70174421E+01 -0.10326749E-16 -0.73158567E+01  0.36684888E-16
    1463 -0.70179519E+01 -0.10326593E-16 -0.73158567E+01  0.36684888E-16
    1464 -0.70184388E+01 -0.10326571E-16 -0.73158567E+01  0.36684888E-16
    1465 -0.70189248E+01 -0.10326491E-16 -0.73158567E+01  0.36684888E-16
    1466 -0.70194738E+01 -0.10326353E-16 -0.73158567E+01  0.36684888E-16
    1467 -0.70201018E+01 -0.10326471E-16 -0.73158567E+01  0.36684888E-16
    1468 -0.70206186E+01 -0.10326404E-16 -0.73158567E+01  0.36684888E-16
    1469 -0.70212102E+01 -0.10326493E-16 -0.73158567E+01  0.36684888E-16
    1470 -0.70217635E+01 -0.10326612E-16 -0.73158567E+01  0.36684888E-16
    1471 -0.70223724E+01 -0.10326528E-16 -0.73158567E+01  0.36684888E-16
    1472 -0.70229103E+01 -0.10326668E-16 -0.73158567E+01  0.36684888E-16
    1473 -0.70234278E+01 -0.10326642E-16 -0.73158567E+01  0.36684888E-16
    1474 -0.70239169E+01 -0.10326671E-16 -0.73158567E+01  0.36684888E-16
    1475 -0.70243980E+01 -0.10326753E-16 -0.73158567E+01  0.36684888E-16
    1476 -0.70248899E+01 -0.10326557E-16 -0.73158567E+01  0.36684888E-16
    1477 -0.70254764E+01 -0.10326587E-16 -0.73158567E+01  0.36684888E-16
    1478 -0.70260157E+01 -0.10326513E-16 -0.73158567E+01  0.36684888E-16
    1479 -0.70265971E+01 -0.10326459E-16 -0.73158567E+01  0.36684888E-16
    1480 -0.70271725E+01 -0.10326247E-16 -0.73158567E+01  0.36684888E-16
    1481 -0.70277054E+01 -0.10326437E-16 -0.73158567E+01  0.36684888E-16
    1482 -0.70282425E+01 -0.10326499E-16 -0.73158567E+01  0.36684888E-16
    1483 -0.70288898E+01 -0.10326679E-16 -0.73158567E+01  0.36684888E-16
    1484 -0.70294661E+01 -0.10326670E-16 -0.73158567E+01  0.36684888E-16
    1485 -0.70300446E+01 -0.10326861E-16 -0.73158567E+01  0.36684888E-16
    1486 -0.70305875E+01 -0.10326755E-16 -0.73158567E+01  0.36684888E-16
    1487 -0.70311875E+01 -0.10326718E-16 -0.73158567E+01  0.36684888E-16
    1488 -0.70316822E+01 -0.10326760E-16 -0.73158567E+01  0.36684888E-16
    1489 -0.70321763E+01 -0.10326731E-16 -0.73158567E+01  0.36684888E-16
    1490 -0.70326393E+01 -0.10326712E-16 -0.73158567E+01  0.36684888E-16
    1491 -0.70333451E+01 -0.10326710E-16 -0.73158567E+01  0.36684888E-16
    1492 -0.70339313E+01 -0.10326610E-16 -0.73158567E+01  0.36684888E-16
    1493 -0.70344554E+01 -0.10326577E-16 -0.73158567E+01  0.36684888E-16
    1494 -0.70349792E+01 -0.10326652E-16 -0.73158567E+01  0.36684888E-16
    1495 -0.70355179E+01 -0.10326707E-16 -0.73158567E+01  0.36684888E-16
    1496 -0.70361326E+01 -0.10326662E-16 -0.73158567E+01  0.36684888E-16
    1497 -0.70367040E+01 -0.10326688E-16 -0.73158567E+01  0.36684888E-16
    1498 -0.70372841E+01 -0.10326759E-16 -0.73158567E+01  0.36684888E-16
    1499 -0.70378296E+01 -0.10326848E-16 -0.73158567E+01  0.36684888E-16
    1500 -0.70383379E+01 -0.10326904E-16 -0.73158567E+01  0.36684888E-16
    1501 -0.70388106E+01 -0.10327064E-16 -0.73158567E+01  0.36684888E-16
    1502 -0.70393342E+01 -0.10327012E-16 -0.73158567E+01  0.36684888E-16
    1503 -0.70398987E+01 -0.10326946E-16 -0.73158567E+01  0.36684888E-16
    1504 -0.70404171E+01 -0.10326816E-16 -0.73158567E+01  0.36684888E-16
    1505 -0.70409600E+01 -0.10326805E-16 -0.73158567E+01  0.36684888E-16
    1506 -0.70414599E+01 -0.10326726E-16 -0.73158567E+01  0.36684888E-16
    1507 -0.70420159E+01 -0.10326752E-16 -0.73158567E+01  0.36684888E-16
    1508 -0.70425559E+01 -0.10326877E-16 -0.73158567E+01  0.36684888E-16
    1509 -0.70430678E+01 -0.10326816E-16 -0.73158567E+01  0.36684888E-16
    1510 -0.70435641E+01 -0.10326886E-16 -0.73158567E+01  0.36684888E-16
    1511 -0.70440655E+01 -0.10326791E-16 -0.73158567E+01  0.36684888E-16
    1512 -0.70445973E+01 -0.10326826E-16 -0.73158567E+01  0.36684888E-16
    1513 -0.70451289E+01 -0.10326759E-16 -0.73158567E+01  0.36684888E-16
    1514 -0.70456669E+01 -0.10326666E-16 -0.73158567E+01  0.36684888E-16
    1515 -0.70463206E+01 -0.10326609E-16 -0.73158567E+01  0.36684888E-16
    1516 -0.70468447E+01 -0.10326683E-16 -0.73158567E+01  0.36684888E-16
    1517 -0.70474214E+01 -0.10326704E-16 -0.73158567E+01  0.36684888E-16
    1518 -0.70479881E+01 -0.10326834E-16 -0.73158567E+01  0.36684888E-16
    1519 -0.70486341E+01 -0.10327030E-16 -0.73158567E+01  0.36684888E-16
    1520 -0.70491893E+01 -0.10327221E-16 -0.73158567E+01  0.36684888E-16
    1521 -0.70496613E+01 -0.10327336E-16 -0.73158567E+01  0.36684888E-16
    1522 -0.70501480E+01 -0.10327521E-16 -0.73158567E+01  0.36684888E-16
    1523 -0.70506193E+01 -0.10327473E-16 -0.73158567E+01  0.36684888E-16
    1524 -0.70510786E+01 -0.10327579E-16 -0.73158567E+01  0.36684888E-16
    1525 -0.70516313E+01 -0.10327544E-16 -0.73158567E+01  0.36684888E-16
    1526 -0.70522046E+01 -0.10327396E-16 -0.73158567E+01  0.36684888E-16
    1527 -0.70526704E+01 -0.10327479E-16 -0.73158567E+01  0.36684888E-16
    1528 -0.70531123E+01 -0.10327675E-16 -0.73158567E+01  0.36684888E-16
    1529 -0.70535324E+01 -0.10327776E-16 -0.73158567E+01  0.36684888E-16
    1530 -0.70539699E+01 -0.10327886E-16 -0.73158567E+01  0.36684888E-16
    1531 -0.70544779E+01 -0.10328023E-16 -0.73158567E+01  0.36684888E-16
    1532 -0.70549913E+01 -0.10327971E-16 -0.73158567E+01  0.36684888E-16
    1533 -0.70555068E+01 -0.10327995E-16 -0.73158567E+01  0.36684888E-16
    1534 -0.70560541E+01 -0.10328037E-16 -0.73158567E+01  0.36684888E-16
    1535 -0.70565491E+01 -0.10328088E-16 -0.73158567E+01  0.36684888E-16
    1536 -0.70570309E+01 -0.10328119E-16 -0.73158567E+01  0.36684888E-16
    1537 -0.70575849E+01 -0.10328094E-16 -0.73158567E+01  0.36684888E-16
    1538 -0.70580521E+01 -0.10328224E-16 -0.73158567E+01  0.36684888E-16
    1539 -0.70584891E+01 -0.10328306E-16 -0.73158567E+01  0.36684888E-16
    1540 -0.70589878E+01 -0.10328279E-16 -0.73158567E+01  0.36684888E-16
    1541 -0.70594669E+01 -0.10328271E-16 -0.73158567E+01  0.36684888E-16
    1542 -0.70599548E+01 -0.10328271E-16 -0.73158567E+01  0.36684888E-16
    1543 -0.70604658E+01 -0.10328110E-16 -0.73158567E+01  0.36684888E-16
    1544 -0.70609221E+01 -0.10328228E-16 -0.73158567E+01  0.36684888E-16
    1545 -0.70613697E+01 -0.10328227E-16 -0.73158567E+01  0.36684888E-16
    1546 -0.70618883E+01 -0.10328261E-16 -0.73158567E+01  0.36684888E-16
    1547 -0.70624098E+01 -0.10328155E-16 -0.73158567E+01  0.36684888E-16
    1548 -0.70629030E+01 -0.10328149E-16 -0.73158567E+01  0.36684888E-16
    1549 -0.70634396E+01 -0.10328280E-16 -0.73158567E+01  0.36684888E-16
    1550 -0.70639262E+01 -0.10328312E-16 -0.73158567E+01  0.36684888E-16
    1551 -0.70643847E+01 -0.10328327E-16 -0.73158567E+01  0.36684888E-16
    1552 -0.70648294E+01 -0.10328303E-16 -0.73158567E+01  0.36684888E-16
    1553 -0.70651997E+01 -0.10328213E-16 -0.73158567E+01  0.36684888E-16
    1554 -0.70657191E+01 -0.10328191E-16 -0.73158567E+01  0.36684888E-16
    1555 -0.70662025E+01 -0.10328181E-16 -0.73158567E+01  0.36684888E-16
    1556 -0.70667174E+01 -0.10328170E-16 -0.73158567E+01  0.36684888E-16
    1557 -0.70671231E+01 -0.10328252E-16 -0.73158567E+01  0.36684888E-16
    1558 -0.70676316E+01 -0.10328218E-16 -0.73158567E+01  0.36684888E-16
    1559 -0.70680535E+01 -0.10328364E-16 -0.73158567E+01  0.36684888E-16
    1560 -0.70685470E+01 -0.10328387E-16 -0.73158567E+01  0.36684888E-16
    1561 -0.70690147E+01 -0.10328678E-16 -0.73158567E+01  0.36684888E-16
    1562 -0.70694819E+01 -0.10328729E-16 -0.73158567E+01  0.36684888E-16
    1563 -0.70698963E+01 -0.10328861E-16 -0.73158567E+01  0.36684888E-16
    1564 -0.70703558E+01 -0.10328928E-16 -0.73158567E+01  0.36684888E-16
    1565 -0.70707931E+01 -0.10328686E-16 -0.73158567E+01  0.36684888E-16
    1566 -0.70713372E+01 -0.10328858E-16 -0.73158567E+01  0.36684888E-16
    1567 -0.70719239E+01 -0.10328947E-16 -0.73158567E+01  0.36684888E-16
    1568 -0.70724579E+01 -0.10329140E-16 -0.73158567E+01  0.36684888E-16
    1569 -0.70729872E+01 -0.10329163E-16 -0.73158567E+01  0.36684888E-16
    1570 -0.70735042E+01 -0.10329155E-16 -0.73158567E+01  0.36684888E-16
    1571 -0.70739989E+01 -0.10329119E-16 -0.73158567E+01  0.36684888E-16
    1572 -0.70744216E+01 -0.10329188E-16 -0.73158567E+01  0.36684888E-16
    1573 -0.70748614E+01 -0.10329224E-16 -0.73158567E+01  0.36684888E-16
    1574 -0.70753628E+01 -0.10329217E-16 -0.73158567E+01  0.36684888E-16
    1575 -0.70758551E+01 -0.10329209E-16 -0.73158567E+01  0.36684888E-16
    1576 -0.70763076E+01 -0.10329141E-16 -0.73158567E+01  0.36684888E-16
    1577 -0.70767423E+01 -0.10329134E-16 -0.73158567E+01  0.36684888E-16
    1578 -0.70772329E+01 -0.10328936E-16 -0.73158567E+01  0.36684888E-16
    1579 -0.70777456E+01 -0.10328938E-16 -0.73158567E+01  0.36684888E-16
    1580 -0.70782495E+01 -0.10328961E-16 -0.73158567E+01  0.36684888E-16
    1581 -0.70786664E+01 -0.10328983E-16 -0.73158567E+01  0.36684888E-16
    1582 -0.70790554E+01 -0.10329019E-16 -0.73158567E+01  0.36684888E-16
    1583 -0.70794125E+01 -0.10328870E-16 -0.73158567E+01  0.36684888E-16
    1584 -0.70798094E+01 -0.10328770E-16 -0.73158567E+01  0.36684888E-16
    1585 -0.70802155E+01 -0.10328634E-16 -0.73158567E+01  0.36684888E-16
    1586 -0.70806505E+01 -0.10328543E-16 -0.73158567E+01  0.36684888E-16
    1587 -0.70811145E+01 -0.10328528E-16 -0.73158567E+01  0.36684888E-16
    1588 -0.70816005E+01 -0.10328749E-16 -0.73158567E+01  0.36684888E-16
    1589 -0.70820161E+01 -0.10328863E-16 -0.73158567E+01  0.36684888E-16
    1590 -0.70824492E+01 -0.10328788E-16 -0.73158567E+01  0.36684888E-16
    1591 -0.70829054E+01 -0.10328805E-16 -0.73158567E+01  0.36684888E-16
    1592 -0.70833381E+01 -0.10328728E-16 -0.73158567E+01  0.36684888E-16
    1593 -0.70837953E+01 -0.10328676E-16 -0.73158567E+01  0.36684888E-16
    1594 -0.70842660E+01 -0.10328453E-16 -0.73158567E+01  0.36684888E-16
    1595 -0.70847186E+01 -0.10328353E-16 -0.73158567E+01  0.36684888E-16
    1596 -0.70851611E+01 -0.10328242E-16 -0.73158567E+01  0.36684888E-16
    1597 -0.70855899E+01 -0.10328358E-16 -0.73158567E+01  0.36684888E-16
    1598 -0.70861310E+01 -0.10328272E-16 -0.73158567E+01  0.36684888E-16
    1599 -0.70865343E+01 -0.10328257E-16 -0.73158567E+01  0.36684888E-16
    1600 -0.70870047E+01 -0.10328163E-16 -0.73158567E+01  0.36684888E-16
    1601 -0.70873895E+01 -0.10328157E-16 -0.73158567E+01  0.36684888E-16
    1602 -0.70877898E+01 -0.10328038E-16 -0.73158567E+01  0.36684888E-16
    1603 -0.70881935E+01 -0.10328116E-16 -0.73158567E+01  0.36684888E-16
    1604 -0.70886088E+01 -0.10328065E-16 -0.73158567E+01  0.36684888E-16
    1605 -0.70890424E+01 -0.10328053E-16 -0.73158567E+01  0.36684888E-16
    1606 -0.70894744E+01 -0.10328062E-16 -0.73158567E+01  0.36684888E-16
    1607 -0.70899285E+01 -0.10328059E-16 -0.73158567E+01  0.36684888E-16
    1608 -0.70902932E+01 -0.10328010E-16 -0.73158567E+01  0.36684888E-16
    1609 -0.70907270E+01 -0.10328026E-16 -0.73158567E+01  0.36684888E-16
    1610 -0.70911839E+01 -0.10327976E-16 -0.73158567E+01  0.36684888E-16
    1611 -0.70917050E+01 -0.10327866E-16 -0.73158567E+01  0.36684888E-16
    1612 -0.70921212E+01 -0.10327861E-16 -0.73158567E+01  0.36684888E-16
    1613 -0.70925991E+01 -0.10327912E-16 -0.73158567E+01  0.36684888E-16
    1614 -0.70930062E+01 -0.10327901E-16 -0.73158567E+01  0.36684888E-16
    1615 -0.70933961E+01 -0.10327861E-16 -0.73158567E+01  0.36684888E-16
    1616 -0.70937520E+01 -0.10327891E-16 -0.73158567E+01  0.36684888E-16
    1617 -0.70942335E+01 -0.10328111E-16 -0.73158567E+01  0.36684888E-16
    1618 -0.70946280E+01 -0.10328192E-16 -0.73158567E+01  0.36684888E-16
    1619 -0.70949898E+01 -0.10328177E-16 -0.73158567E+01  0.36684888E-16
    1620 -0.70953387E+01 -0.10328159E-16 -0.73158567E+01  0.36684888E-16
    1621 -0.70957573E+01 -0.10328333E-16 -0.73158567E+01  0.36684888E-16
    1622 -0.70962011E+01 -0.10328142E-16 -0.73158567E+01  0.36684888E-16
    1623 -0.70966336E+01 -0.10328152E-16 -0.73158567E+01  0.36684888E-16
    1624 -0.70970121E+01 -0.10328109E-16 -0.73158567E+01  0.36684888E-16
    1625 -0.70974332E+01 -0.10328108E-16 -0.73158567E+01  0.36684888E-16
    1626 -0.70978793E+01 -0.10328123E-16 -0.73158567E+01  0.36684888E-16
    1627 -0.70982874E+01 -0.10328007E-16 -0.73158567E+01  0.36684888E-16
    1628 -0.70986848E+01 -0.10327965E-16 -0.73158567E+01  0.36684888E-16
    1629 -0.70990627E+01 -0.10327930E-16 -0.73158567E+01  0.36684888E-16
    1630 -0.70994224E+01 -0.10327913E-16 -0.73158567E+01  0.36684888E-16
    1631 -0.70998675E+01 -0.10327976E-16 -0.73158567E+01  0.36684888E-16
    1632 -0.71003533E+01 -0.10327832E-16 -0.73158567E+01  0.36684888E-16
    1633 -0.71007095E+01 -0.10327859E-16 -0.73158567E+01  0.36684888E-16
    1634 -0.71011281E+01 -0.10327876E-16 -0.73158567E+01  0.36684888E-16
    1635 -0.71015449E+01 -0.10327919E-16 -0.73158567E+01  0.36684888E-16
    1636 -0.71020289E+01 -0.10328009E-16 -0.73158567E+01  0.36684888E-16
    1637 -0.71023917E+01 -0.10327905E-16 -0.73158567E+01  0.36684888E-16
    1638 -0.71027770E+01 -0.10327878E-16 -0.73158567E+01  0.36684888E-16
    1639 -0.71031403E+01 -0.10327854E-16 -0.73158567E+01  0.36684888E-16
    1640 -0.71035280E+01 -0.10327779E-16 -0.73158567E+01  0.36684888E-16
    1641 -0.71039256E+01 -0.10327812E-16 -0.73158567E+01  0.36684888E-16
    1642 -0.71043609E+01 -0.10327789E-16 -0.73158567E+01  0.36684888E-16
