 n     ch_hole col3 col4 col5
    1643 -0.71047167E+01 -0.10327882E-16 -0.73158567E+01  0.36684888E-16
    1644 -0.71051002E+01 -0.10327862E-16 -0.73158567E+01  0.36684888E-16
    1645 -0.71054648E+01 -0.10327847E-16 -0.73158567E+01  0.36684888E-16
    1646 -0.71059162E+01 -0.10327870E-16 -0.73158567E+01  0.36684888E-16
    1647 -0.71063421E+01 -0.10327844E-16 -0.73158567E+01  0.36684888E-16
    1648 -0.71067247E+01 -0.10327730E-16 -0.73158567E+01  0.36684888E-16
    1649 -0.71071143E+01 -0.10327809E-16 -0.73158567E+01  0.36684888E-16
    1650 -0.71074984E+01 -0.10327835E-16 -0.73158567E+01  0.36684888E-16
    1651 -0.71079787E+01 -0.10328021E-16 -0.73158567E+01  0.36684888E-16
    1652 -0.71083715E+01 -0.10328014E-16 -0.73158567E+01  0.36684888E-16
    1653 -0.71087832E+01 -0.10328129E-16 -0.73158567E+01  0.36684888E-16
    1654 -0.71091522E+01 -0.10328168E-16 -0.73158567E+01  0.36684888E-16
    1655 -0.71095164E+01 -0.10328110E-16 -0.73158567E+01  0.36684888E-16
    1656 -0.71099673E+01 -0.10328130E-16 -0.73158567E+01  0.36684888E-16
    1657 -0.71104192E+01 -0.10328295E-16 -0.73158567E+01  0.36684888E-16
    1658 -0.71108015E+01 -0.10328502E-16 -0.73158567E+01  0.36684888E-16
    1659 -0.71111889E+01 -0.10328509E-16 -0.73158567E+01  0.36684888E-16
    1660 -0.71116995E+01 -0.10328644E-16 -0.73158567E+01  0.36684888E-16
    1661 -0.71121650E+01 -0.10328616E-16 -0.73158567E+01  0.36684888E-16
    1662 -0.71126029E+01 -0.10328519E-16 -0.73158567E+01  0.36684888E-16
    1663 -0.71130546E+01 -0.10328526E-16 -0.73158567E+01  0.36684888E-16
    1664 -0.71135673E+01 -0.10328461E-16 -0.73158567E+01  0.36684888E-16
    1665 -0.71140468E+01 -0.10328417E-16 -0.73158567E+01  0.36684888E-16
    1666 -0.71144725E+01 -0.10328257E-16 -0.73158567E+01  0.36684888E-16
    1667 -0.71149339E+01 -0.10328208E-16 -0.73158567E+01  0.36684888E-16
    1668 -0.71153698E+01 -0.10328019E-16 -0.73158567E+01  0.36684888E-16
    1669 -0.71158383E+01 -0.10327946E-16 -0.73158567E+01  0.36684888E-16
    1670 -0.71162886E+01 -0.10327952E-16 -0.73158567E+01  0.36684888E-16
    1671 -0.71167598E+01 -0.10327909E-16 -0.73158567E+01  0.36684888E-16
    1672 -0.71171948E+01 -0.10327993E-16 -0.73158567E+01  0.36684888E-16
    1673 -0.71176025E+01 -0.10327935E-16 -0.73158567E+01  0.36684888E-16
    1674 -0.71180445E+01 -0.10327891E-16 -0.73158567E+01  0.36684888E-16
    1675 -0.71185596E+01 -0.10327886E-16 -0.73158567E+01  0.36684888E-16
    1676 -0.71189434E+01 -0.10327915E-16 -0.73158567E+01  0.36684888E-16
    1677 -0.71193165E+01 -0.10327912E-16 -0.73158567E+01  0.36684888E-16
    1678 -0.71196469E+01 -0.10327904E-16 -0.73158567E+01  0.36684888E-16
    1679 -0.71200362E+01 -0.10327969E-16 -0.73158567E+01  0.36684888E-16
    1680 -0.71204877E+01 -0.10327908E-16 -0.73158567E+01  0.36684888E-16
    1681 -0.71208884E+01 -0.10327823E-16 -0.73158567E+01  0.36684888E-16
    1682 -0.71212324E+01 -0.10327817E-16 -0.73158567E+01  0.36684888E-16
    1683 -0.71216116E+01 -0.10327792E-16 -0.73158567E+01  0.36684888E-16
    1684 -0.71219818E+01 -0.10327819E-16 -0.73158567E+01  0.36684888E-16
    1685 -0.71223992E+01 -0.10327759E-16 -0.73158567E+01  0.36684888E-16
    1686 -0.71228678E+01 -0.10327604E-16 -0.73158567E+01  0.36684888E-16
    1687 -0.71232824E+01 -0.10327495E-16 -0.73158567E+01  0.36684888E-16
    1688 -0.71236469E+01 -0.10327550E-16 -0.73158567E+01  0.36684888E-16
    1689 -0.71240059E+01 -0.10327515E-16 -0.73158567E+01  0.36684888E-16
    1690 -0.71244741E+01 -0.10327579E-16 -0.73158567E+01  0.36684888E-16
    1691 -0.71249247E+01 -0.10327624E-16 -0.73158567E+01  0.36684888E-16
    1692 -0.71254314E+01 -0.10327498E-16 -0.73158567E+01  0.36684888E-16
    1693 -0.71259007E+01 -0.10327656E-16 -0.73158567E+01  0.36684888E-16
    1694 -0.71263057E+01 -0.10327735E-16 -0.73158567E+01  0.36684888E-16
    1695 -0.71267392E+01 -0.10327753E-16 -0.73158567E+01  0.36684888E-16
    1696 -0.71271722E+01 -0.10327786E-16 -0.73158567E+01  0.36684888E-16
    1697 -0.71276178E+01 -0.10327846E-16 -0.73158567E+01  0.36684888E-16
    1698 -0.71280218E+01 -0.10327772E-16 -0.73158567E+01  0.36684888E-16
    1699 -0.71284955E+01 -0.10327624E-16 -0.73158567E+01  0.36684888E-16
    1700 -0.71289883E+01 -0.10327609E-16 -0.73158567E+01  0.36684888E-16
    1701 -0.71293974E+01 -0.10327599E-16 -0.73158567E+01  0.36684888E-16
    1702 -0.71298965E+01 -0.10327607E-16 -0.73158567E+01  0.36684888E-16
    1703 -0.71303426E+01 -0.10327531E-16 -0.73158567E+01  0.36684888E-16
    1704 -0.71307810E+01 -0.10327451E-16 -0.73158567E+01  0.36684888E-16
    1705 -0.71312644E+01 -0.10327427E-16 -0.73158567E+01  0.36684888E-16
    1706 -0.71316699E+01 -0.10327418E-16 -0.73158567E+01  0.36684888E-16
    1707 -0.71321101E+01 -0.10327464E-16 -0.73158567E+01  0.36684888E-16
    1708 -0.71325131E+01 -0.10327515E-16 -0.73158567E+01  0.36684888E-16
    1709 -0.71329313E+01 -0.10327549E-16 -0.73158567E+01  0.36684888E-16
    1710 -0.71332981E+01 -0.10327548E-16 -0.73158567E+01  0.36684888E-16
    1711 -0.71337701E+01 -0.10327600E-16 -0.73158567E+01  0.36684888E-16
    1712 -0.71342134E+01 -0.10327552E-16 -0.73158567E+01  0.36684888E-16
    1713 -0.71346633E+01 -0.10327518E-16 -0.73158567E+01  0.36684888E-16
    1714 -0.71351840E+01 -0.10327540E-16 -0.73158567E+01  0.36684888E-16
    1715 -0.71356478E+01 -0.10327388E-16 -0.73158567E+01  0.36684888E-16
    1716 -0.71361242E+01 -0.10327363E-16 -0.73158567E+01  0.36684888E-16
    1717 -0.71366319E+01 -0.10327366E-16 -0.73158567E+01  0.36684888E-16
    1718 -0.71370367E+01 -0.10327419E-16 -0.73158567E+01  0.36684888E-16
    1719 -0.71374540E+01 -0.10327257E-16 -0.73158567E+01  0.36684888E-16
    1720 -0.71378503E+01 -0.10327286E-16 -0.73158567E+01  0.36684888E-16
    1721 -0.71382165E+01 -0.10327349E-16 -0.73158567E+01  0.36684888E-16
    1722 -0.71386440E+01 -0.10327425E-16 -0.73158567E+01  0.36684888E-16
    1723 -0.71390342E+01 -0.10327456E-16 -0.73158567E+01  0.36684888E-16
    1724 -0.71394055E+01 -0.10327472E-16 -0.73158567E+01  0.36684888E-16
    1725 -0.71397810E+01 -0.10327469E-16 -0.73158567E+01  0.36684888E-16
    1726 -0.71402255E+01 -0.10327501E-16 -0.73158567E+01  0.36684888E-16
    1727 -0.71407497E+01 -0.10327537E-16 -0.73158567E+01  0.36684888E-16
    1728 -0.71411778E+01 -0.10327616E-16 -0.73158567E+01  0.36684888E-16
    1729 -0.71416056E+01 -0.10327546E-16 -0.73158567E+01  0.36684888E-16
    1730 -0.71419688E+01 -0.10327499E-16 -0.73158567E+01  0.36684888E-16
    1731 -0.71424540E+01 -0.10327480E-16 -0.73158567E+01  0.36684888E-16
    1732 -0.71429485E+01 -0.10327557E-16 -0.73158567E+01  0.36684888E-16
    1733 -0.71433425E+01 -0.10327523E-16 -0.73158567E+01  0.36684888E-16
    1734 -0.71437438E+01 -0.10327521E-16 -0.73158567E+01  0.36684888E-16
    1735 -0.71441252E+01 -0.10327498E-16 -0.73158567E+01  0.36684888E-16
    1736 -0.71445317E+01 -0.10327475E-16 -0.73158567E+01  0.36684888E-16
    1737 -0.71449395E+01 -0.10327452E-16 -0.73158567E+01  0.36684888E-16
    1738 -0.71453475E+01 -0.10327563E-16 -0.73158567E+01  0.36684888E-16
    1739 -0.71457286E+01 -0.10327737E-16 -0.73158567E+01  0.36684888E-16
    1740 -0.71461480E+01 -0.10327842E-16 -0.73158567E+01  0.36684888E-16
    1741 -0.71465018E+01 -0.10327754E-16 -0.73158567E+01  0.36684888E-16
    1742 -0.71468647E+01 -0.10327684E-16 -0.73158567E+01  0.36684888E-16
    1743 -0.71472728E+01 -0.10327679E-16 -0.73158567E+01  0.36684888E-16
    1744 -0.71475991E+01 -0.10327762E-16 -0.73158567E+01  0.36684888E-16
    1745 -0.71479721E+01 -0.10327772E-16 -0.73158567E+01  0.36684888E-16
    1746 -0.71484049E+01 -0.10327879E-16 -0.73158567E+01  0.36684888E-16
    1747 -0.71488092E+01 -0.10327804E-16 -0.73158567E+01  0.36684888E-16
    1748 -0.71492558E+01 -0.10327743E-16 -0.73158567E+01  0.36684888E-16
    1749 -0.71495979E+01 -0.10327809E-16 -0.73158567E+01  0.36684888E-16
    1750 -0.71500207E+01 -0.10327845E-16 -0.73158567E+01  0.36684888E-16
    1751 -0.71504148E+01 -0.10327796E-16 -0.73158567E+01  0.36684888E-16
    1752 -0.71509377E+01 -0.10327881E-16 -0.73158567E+01  0.36684888E-16
    1753 -0.71513321E+01 -0.10327936E-16 -0.73158567E+01  0.36684888E-16
    1754 -0.71517821E+01 -0.10327937E-16 -0.73158567E+01  0.36684888E-16
    1755 -0.71522341E+01 -0.10327798E-16 -0.73158567E+01  0.36684888E-16
    1756 -0.71527669E+01 -0.10327845E-16 -0.73158567E+01  0.36684888E-16
    1757 -0.71532008E+01 -0.10327802E-16 -0.73158567E+01  0.36684888E-16
    1758 -0.71536601E+01 -0.10327830E-16 -0.73158567E+01  0.36684888E-16
    1759 -0.71541200E+01 -0.10327979E-16 -0.73158567E+01  0.36684888E-16
    1760 -0.71546087E+01 -0.10327949E-16 -0.73158567E+01  0.36684888E-16
    1761 -0.71550803E+01 -0.10328011E-16 -0.73158567E+01  0.36684888E-16
    1762 -0.71554742E+01 -0.10328042E-16 -0.73158567E+01  0.36684888E-16
    1763 -0.71558666E+01 -0.10328017E-16 -0.73158567E+01  0.36684888E-16
    1764 -0.71563312E+01 -0.10328028E-16 -0.73158567E+01  0.36684888E-16
    1765 -0.71567601E+01 -0.10327952E-16 -0.73158567E+01  0.36684888E-16
    1766 -0.71571906E+01 -0.10327701E-16 -0.73158567E+01  0.36684888E-16
    1767 -0.71576733E+01 -0.10327648E-16 -0.73158567E+01  0.36684888E-16
    1768 -0.71581470E+01 -0.10327526E-16 -0.73158567E+01  0.36684888E-16
    1769 -0.71586099E+01 -0.10327580E-16 -0.73158567E+01  0.36684888E-16
    1770 -0.71590114E+01 -0.10327686E-16 -0.73158567E+01  0.36684888E-16
    1771 -0.71594313E+01 -0.10327753E-16 -0.73158567E+01  0.36684888E-16
    1772 -0.71598519E+01 -0.10327810E-16 -0.73158567E+01  0.36684888E-16
    1773 -0.71602180E+01 -0.10327827E-16 -0.73158567E+01  0.36684888E-16
    1774 -0.71606456E+01 -0.10327759E-16 -0.73158567E+01  0.36684888E-16
    1775 -0.71611634E+01 -0.10327716E-16 -0.73158567E+01  0.36684888E-16
    1776 -0.71616287E+01 -0.10327754E-16 -0.73158567E+01  0.36684888E-16
    1777 -0.71620529E+01 -0.10327869E-16 -0.73158567E+01  0.36684888E-16
    1778 -0.71623715E+01 -0.10327847E-16 -0.73158567E+01  0.36684888E-16
    1779 -0.71627622E+01 -0.10327884E-16 -0.73158567E+01  0.36684888E-16
    1780 -0.71631694E+01 -0.10327882E-16 -0.73158567E+01  0.36684888E-16
    1781 -0.71636618E+01 -0.10327876E-16 -0.73158567E+01  0.36684888E-16
    1782 -0.71639714E+01 -0.10327889E-16 -0.73158567E+01  0.36684888E-16
    1783 -0.71643214E+01 -0.10327930E-16 -0.73158567E+01  0.36684888E-16
    1784 -0.71647329E+01 -0.10327894E-16 -0.73158567E+01  0.36684888E-16
    1785 -0.71651012E+01 -0.10327787E-16 -0.73158567E+01  0.36684888E-16
    1786 -0.71655219E+01 -0.10327751E-16 -0.73158567E+01  0.36684888E-16
    1787 -0.71659985E+01 -0.10327773E-16 -0.73158567E+01  0.36684888E-16
    1788 -0.71664071E+01 -0.10327599E-16 -0.73158567E+01  0.36684888E-16
    1789 -0.71668258E+01 -0.10327612E-16 -0.73158567E+01  0.36684888E-16
    1790 -0.71672876E+01 -0.10327561E-16 -0.73158567E+01  0.36684888E-16
    1791 -0.71676777E+01 -0.10327530E-16 -0.73158567E+01  0.36684888E-16
    1792 -0.71680642E+01 -0.10327471E-16 -0.73158567E+01  0.36684888E-16
    1793 -0.71684583E+01 -0.10327579E-16 -0.73158567E+01  0.36684888E-16
    1794 -0.71688671E+01 -0.10327525E-16 -0.73158567E+01  0.36684888E-16
    1795 -0.71692814E+01 -0.10327562E-16 -0.73158567E+01  0.36684888E-16
    1796 -0.71696827E+01 -0.10327536E-16 -0.73158567E+01  0.36684888E-16
    1797 -0.71700329E+01 -0.10327437E-16 -0.73158567E+01  0.36684888E-16
    1798 -0.71704536E+01 -0.10327412E-16 -0.73158567E+01  0.36684888E-16
    1799 -0.71708084E+01 -0.10327383E-16 -0.73158567E+01  0.36684888E-16
    1800 -0.71711548E+01 -0.10327330E-16 -0.73158567E+01  0.36684888E-16
    1801 -0.71715846E+01 -0.10327377E-16 -0.73158567E+01  0.36684888E-16
    1802 -0.71719342E+01 -0.10327317E-16 -0.73158567E+01  0.36684888E-16
    1803 -0.71723822E+01 -0.10327203E-16 -0.73158567E+01  0.36684888E-16
    1804 -0.71727888E+01 -0.10327249E-16 -0.73158567E+01  0.36684888E-16
    1805 -0.71731192E+01 -0.10327282E-16 -0.73158567E+01  0.36684888E-16
    1806 -0.71735280E+01 -0.10327316E-16 -0.73158567E+01  0.36684888E-16
    1807 -0.71740380E+01 -0.10327212E-16 -0.73158567E+01  0.36684888E-16
    1808 -0.71744880E+01 -0.10327282E-16 -0.73158567E+01  0.36684888E-16
    1809 -0.71748713E+01 -0.10327300E-16 -0.73158567E+01  0.36684888E-16
    1810 -0.71752216E+01 -0.10327340E-16 -0.73158567E+01  0.36684888E-16
    1811 -0.71756313E+01 -0.10327304E-16 -0.73158567E+01  0.36684888E-16
    1812 -0.71760261E+01 -0.10327419E-16 -0.73158567E+01  0.36684888E-16
    1813 -0.71764530E+01 -0.10327374E-16 -0.73158567E+01  0.36684888E-16
    1814 -0.71769202E+01 -0.10327276E-16 -0.73158567E+01  0.36684888E-16
    1815 -0.71773144E+01 -0.10327326E-16 -0.73158567E+01  0.36684888E-16
    1816 -0.71777613E+01 -0.10327153E-16 -0.73158567E+01  0.36684888E-16
    1817 -0.71781361E+01 -0.10327266E-16 -0.73158567E+01  0.36684888E-16
    1818 -0.71785741E+01 -0.10327308E-16 -0.73158567E+01  0.36684888E-16
    1819 -0.71789681E+01 -0.10327158E-16 -0.73158567E+01  0.36684888E-16
    1820 -0.71793813E+01 -0.10327095E-16 -0.73158567E+01  0.36684888E-16
    1821 -0.71798457E+01 -0.10326985E-16 -0.73158567E+01  0.36684888E-16
    1822 -0.71803861E+01 -0.10327196E-16 -0.73158567E+01  0.36684888E-16
    1823 -0.71808127E+01 -0.10327291E-16 -0.73158567E+01  0.36684888E-16
    1824 -0.71812426E+01 -0.10327341E-16 -0.73158567E+01  0.36684888E-16
    1825 -0.71816685E+01 -0.10327384E-16 -0.73158567E+01  0.36684888E-16
    1826 -0.71820803E+01 -0.10327294E-16 -0.73158567E+01  0.36684888E-16
    1827 -0.71824336E+01 -0.10327218E-16 -0.73158567E+01  0.36684888E-16
    1828 -0.71828088E+01 -0.10327272E-16 -0.73158567E+01  0.36684888E-16
    1829 -0.71832282E+01 -0.10327266E-16 -0.73158567E+01  0.36684888E-16
    1830 -0.71836703E+01 -0.10327334E-16 -0.73158567E+01  0.36684888E-16
    1831 -0.71840391E+01 -0.10327388E-16 -0.73158567E+01  0.36684888E-16
    1832 -0.71843931E+01 -0.10327422E-16 -0.73158567E+01  0.36684888E-16
    1833 -0.71847294E+01 -0.10327376E-16 -0.73158567E+01  0.36684888E-16
    1834 -0.71851521E+01 -0.10327376E-16 -0.73158567E+01  0.36684888E-16
    1835 -0.71855083E+01 -0.10327329E-16 -0.73158567E+01  0.36684888E-16
    1836 -0.71858007E+01 -0.10327353E-16 -0.73158567E+01  0.36684888E-16
    1837 -0.71862731E+01 -0.10327280E-16 -0.73158567E+01  0.36684888E-16
    1838 -0.71867112E+01 -0.10327409E-16 -0.73158567E+01  0.36684888E-16
    1839 -0.71870497E+01 -0.10327370E-16 -0.73158567E+01  0.36684888E-16
    1840 -0.71874246E+01 -0.10327362E-16 -0.73158567E+01  0.36684888E-16
    1841 -0.71877972E+01 -0.10327305E-16 -0.73158567E+01  0.36684888E-16
    1842 -0.71882402E+01 -0.10327327E-16 -0.73158567E+01  0.36684888E-16
    1843 -0.71886095E+01 -0.10327408E-16 -0.73158567E+01  0.36684888E-16
    1844 -0.71889936E+01 -0.10327400E-16 -0.73158567E+01  0.36684888E-16
    1845 -0.71894166E+01 -0.10327403E-16 -0.73158567E+01  0.36684888E-16
    1846 -0.71897982E+01 -0.10327393E-16 -0.73158567E+01  0.36684888E-16
    1847 -0.71901751E+01 -0.10327369E-16 -0.73158567E+01  0.36684888E-16
    1848 -0.71905557E+01 -0.10327477E-16 -0.73158567E+01  0.36684888E-16
    1849 -0.71909205E+01 -0.10327447E-16 -0.73158567E+01  0.36684888E-16
    1850 -0.71913398E+01 -0.10327515E-16 -0.73158567E+01  0.36684888E-16
    1851 -0.71917187E+01 -0.10327489E-16 -0.73158567E+01  0.36684888E-16
    1852 -0.71920702E+01 -0.10327508E-16 -0.73158567E+01  0.36684888E-16
    1853 -0.71924175E+01 -0.10327582E-16 -0.73158567E+01  0.36684888E-16
    1854 -0.71927740E+01 -0.10327607E-16 -0.73158567E+01  0.36684888E-16
    1855 -0.71930982E+01 -0.10327683E-16 -0.73158567E+01  0.36684888E-16
    1856 -0.71934813E+01 -0.10327752E-16 -0.73158567E+01  0.36684888E-16
    1857 -0.71939157E+01 -0.10327677E-16 -0.73158567E+01  0.36684888E-16
    1858 -0.71942673E+01 -0.10327662E-16 -0.73158567E+01  0.36684888E-16
    1859 -0.71946800E+01 -0.10327686E-16 -0.73158567E+01  0.36684888E-16
    1860 -0.71951165E+01 -0.10327702E-16 -0.73158567E+01  0.36684888E-16
    1861 -0.71955324E+01 -0.10327635E-16 -0.73158567E+01  0.36684888E-16
    1862 -0.71958406E+01 -0.10327663E-16 -0.73158567E+01  0.36684888E-16
    1863 -0.71962302E+01 -0.10327643E-16 -0.73158567E+01  0.36684888E-16
    1864 -0.71965732E+01 -0.10327692E-16 -0.73158567E+01  0.36684888E-16
    1865 -0.71969927E+01 -0.10327712E-16 -0.73158567E+01  0.36684888E-16
    1866 -0.71974443E+01 -0.10327694E-16 -0.73158567E+01  0.36684888E-16
    1867 -0.71979201E+01 -0.10327642E-16 -0.73158567E+01  0.36684888E-16
    1868 -0.71983665E+01 -0.10327663E-16 -0.73158567E+01  0.36684888E-16
    1869 -0.71987697E+01 -0.10327717E-16 -0.73158567E+01  0.36684888E-16
    1870 -0.71991134E+01 -0.10327704E-16 -0.73158567E+01  0.36684888E-16
    1871 -0.71994842E+01 -0.10327717E-16 -0.73158567E+01  0.36684888E-16
    1872 -0.71998074E+01 -0.10327720E-16 -0.73158567E+01  0.36684888E-16
    1873 -0.72002145E+01 -0.10327662E-16 -0.73158567E+01  0.36684888E-16
    1874 -0.72005744E+01 -0.10327651E-16 -0.73158567E+01  0.36684888E-16
    1875 -0.72009541E+01 -0.10327686E-16 -0.73158567E+01  0.36684888E-16
    1876 -0.72014034E+01 -0.10327690E-16 -0.73158567E+01  0.36684888E-16
    1877 -0.72017433E+01 -0.10327648E-16 -0.73158567E+01  0.36684888E-16
    1878 -0.72021604E+01 -0.10327655E-16 -0.73158567E+01  0.36684888E-16
    1879 -0.72025799E+01 -0.10327608E-16 -0.73158567E+01  0.36684888E-16
    1880 -0.72029535E+01 -0.10327637E-16 -0.73158567E+01  0.36684888E-16
    1881 -0.72033391E+01 -0.10327671E-16 -0.73158567E+01  0.36684888E-16
    1882 -0.72036771E+01 -0.10327741E-16 -0.73158567E+01  0.36684888E-16
    1883 -0.72040368E+01 -0.10327651E-16 -0.73158567E+01  0.36684888E-16
    1884 -0.72044249E+01 -0.10327693E-16 -0.73158567E+01  0.36684888E-16
    1885 -0.72047789E+01 -0.10327702E-16 -0.73158567E+01  0.36684888E-16
    1886 -0.72051793E+01 -0.10327663E-16 -0.73158567E+01  0.36684888E-16
    1887 -0.72055366E+01 -0.10327644E-16 -0.73158567E+01  0.36684888E-16
    1888 -0.72059143E+01 -0.10327636E-16 -0.73158567E+01  0.36684888E-16
    1889 -0.72063028E+01 -0.10327590E-16 -0.73158567E+01  0.36684888E-16
    1890 -0.72066577E+01 -0.10327582E-16 -0.73158567E+01  0.36684888E-16
    1891 -0.72070521E+01 -0.10327545E-16 -0.73158567E+01  0.36684888E-16
    1892 -0.72074038E+01 -0.10327510E-16 -0.73158567E+01  0.36684888E-16
    1893 -0.72077440E+01 -0.10327587E-16 -0.73158567E+01  0.36684888E-16
    1894 -0.72081375E+01 -0.10327519E-16 -0.73158567E+01  0.36684888E-16
    1895 -0.72085095E+01 -0.10327499E-16 -0.73158567E+01  0.36684888E-16
    1896 -0.72088773E+01 -0.10327456E-16 -0.73158567E+01  0.36684888E-16
    1897 -0.72092362E+01 -0.10327451E-16 -0.73158567E+01  0.36684888E-16
    1898 -0.72095641E+01 -0.10327501E-16 -0.73158567E+01  0.36684888E-16
    1899 -0.72099101E+01 -0.10327563E-16 -0.73158567E+01  0.36684888E-16
    1900 -0.72102949E+01 -0.10327608E-16 -0.73158567E+01  0.36684888E-16
    1901 -0.72106314E+01 -0.10327609E-16 -0.73158567E+01  0.36684888E-16
    1902 -0.72109624E+01 -0.10327620E-16 -0.73158567E+01  0.36684888E-16
    1903 -0.72112853E+01 -0.10327645E-16 -0.73158567E+01  0.36684888E-16
    1904 -0.72116361E+01 -0.10327606E-16 -0.73158567E+01  0.36684888E-16
    1905 -0.72119782E+01 -0.10327633E-16 -0.73158567E+01  0.36684888E-16
    1906 -0.72123240E+01 -0.10327551E-16 -0.73158567E+01  0.36684888E-16
    1907 -0.72126845E+01 -0.10327600E-16 -0.73158567E+01  0.36684888E-16
    1908 -0.72130639E+01 -0.10327528E-16 -0.73158567E+01  0.36684888E-16
    1909 -0.72134186E+01 -0.10327553E-16 -0.73158567E+01  0.36684888E-16
    1910 -0.72137691E+01 -0.10327567E-16 -0.73158567E+01  0.36684888E-16
    1911 -0.72141369E+01 -0.10327542E-16 -0.73158567E+01  0.36684888E-16
    1912 -0.72145153E+01 -0.10327515E-16 -0.73158567E+01  0.36684888E-16
    1913 -0.72149188E+01 -0.10327496E-16 -0.73158567E+01  0.36684888E-16
    1914 -0.72153249E+01 -0.10327493E-16 -0.73158567E+01  0.36684888E-16
    1915 -0.72157150E+01 -0.10327394E-16 -0.73158567E+01  0.36684888E-16
    1916 -0.72161209E+01 -0.10327345E-16 -0.73158567E+01  0.36684888E-16
    1917 -0.72165193E+01 -0.10327389E-16 -0.73158567E+01  0.36684888E-16
    1918 -0.72168683E+01 -0.10327270E-16 -0.73158567E+01  0.36684888E-16
    1919 -0.72172098E+01 -0.10327191E-16 -0.73158567E+01  0.36684888E-16
    1920 -0.72176060E+01 -0.10327240E-16 -0.73158567E+01  0.36684888E-16
    1921 -0.72180206E+01 -0.10327209E-16 -0.73158567E+01  0.36684888E-16
    1922 -0.72183642E+01 -0.10327206E-16 -0.73158567E+01  0.36684888E-16
    1923 -0.72187422E+01 -0.10327222E-16 -0.73158567E+01  0.36684888E-16
    1924 -0.72191051E+01 -0.10327245E-16 -0.73158567E+01  0.36684888E-16
    1925 -0.72195330E+01 -0.10327407E-16 -0.73158567E+01  0.36684888E-16
    1926 -0.72198544E+01 -0.10327350E-16 -0.73158567E+01  0.36684888E-16
    1927 -0.72202552E+01 -0.10327312E-16 -0.73158567E+01  0.36684888E-16
    1928 -0.72207004E+01 -0.10327293E-16 -0.73158567E+01  0.36684888E-16
    1929 -0.72211227E+01 -0.10327334E-16 -0.73158567E+01  0.36684888E-16
    1930 -0.72214757E+01 -0.10327341E-16 -0.73158567E+01  0.36684888E-16
    1931 -0.72218241E+01 -0.10327310E-16 -0.73158567E+01  0.36684888E-16
    1932 -0.72222587E+01 -0.10327299E-16 -0.73158567E+01  0.36684888E-16
    1933 -0.72226849E+01 -0.10327259E-16 -0.73158567E+01  0.36684888E-16
    1934 -0.72230525E+01 -0.10327258E-16 -0.73158567E+01  0.36684888E-16
    1935 -0.72233981E+01 -0.10327167E-16 -0.73158567E+01  0.36684888E-16
    1936 -0.72237610E+01 -0.10327167E-16 -0.73158567E+01  0.36684888E-16
    1937 -0.72240672E+01 -0.10327100E-16 -0.73158567E+01  0.36684888E-16
    1938 -0.72244214E+01 -0.10327129E-16 -0.73158567E+01  0.36684888E-16
    1939 -0.72247838E+01 -0.10327219E-16 -0.73158567E+01  0.36684888E-16
    1940 -0.72251420E+01 -0.10327247E-16 -0.73158567E+01  0.36684888E-16
    1941 -0.72254576E+01 -0.10327193E-16 -0.73158567E+01  0.36684888E-16
    1942 -0.72258575E+01 -0.10327126E-16 -0.73158567E+01  0.36684888E-16
    1943 -0.72262009E+01 -0.10327183E-16 -0.73158567E+01  0.36684888E-16
    1944 -0.72265958E+01 -0.10327187E-16 -0.73158567E+01  0.36684888E-16
    1945 -0.72269438E+01 -0.10327167E-16 -0.73158567E+01  0.36684888E-16
    1946 -0.72272861E+01 -0.10327210E-16 -0.73158567E+01  0.36684888E-16
    1947 -0.72276140E+01 -0.10327215E-16 -0.73158567E+01  0.36684888E-16
    1948 -0.72280037E+01 -0.10327173E-16 -0.73158567E+01  0.36684888E-16
    1949 -0.72283928E+01 -0.10327194E-16 -0.73158567E+01  0.36684888E-16
    1950 -0.72287519E+01 -0.10327104E-16 -0.73158567E+01  0.36684888E-16
    1951 -0.72291282E+01 -0.10327064E-16 -0.73158567E+01  0.36684888E-16
    1952 -0.72295012E+01 -0.10327080E-16 -0.73158567E+01  0.36684888E-16
    1953 -0.72298339E+01 -0.10327176E-16 -0.73158567E+01  0.36684888E-16
    1954 -0.72302294E+01 -0.10327126E-16 -0.73158567E+01  0.36684888E-16
    1955 -0.72306049E+01 -0.10327162E-16 -0.73158567E+01  0.36684888E-16
    1956 -0.72309610E+01 -0.10327184E-16 -0.73158567E+01  0.36684888E-16
    1957 -0.72313643E+01 -0.10327093E-16 -0.73158567E+01  0.36684888E-16
    1958 -0.72317359E+01 -0.10327058E-16 -0.73158567E+01  0.36684888E-16
    1959 -0.72320607E+01 -0.10327039E-16 -0.73158567E+01  0.36684888E-16
    1960 -0.72323952E+01 -0.10327047E-16 -0.73158567E+01  0.36684888E-16
    1961 -0.72327926E+01 -0.10327087E-16 -0.73158567E+01  0.36684888E-16
    1962 -0.72331328E+01 -0.10327149E-16 -0.73158567E+01  0.36684888E-16
    1963 -0.72334886E+01 -0.10327173E-16 -0.73158567E+01  0.36684888E-16
    1964 -0.72338672E+01 -0.10327205E-16 -0.73158567E+01  0.36684888E-16
    1965 -0.72342512E+01 -0.10327207E-16 -0.73158567E+01  0.36684888E-16
    1966 -0.72346742E+01 -0.10327341E-16 -0.73158567E+01  0.36684888E-16
    1967 -0.72350663E+01 -0.10327349E-16 -0.73158567E+01  0.36684888E-16
