 n     ch_hole col3 col4 col5
     333 -0.78232714E+00 -0.11280911E-17 -0.76075473E+01  0.56990402E-17
     334 -0.79441567E+00 -0.11484784E-17 -0.76075473E+01  0.56990402E-17
     335 -0.80078978E+00 -0.11409159E-17 -0.76075473E+01  0.56990402E-17
     336 -0.80820780E+00 -0.11263239E-17 -0.76075473E+01  0.56990402E-17
     337 -0.81765553E+00 -0.11259946E-17 -0.76075473E+01  0.56990402E-17
     338 -0.83248299E+00 -0.11047581E-17 -0.76075473E+01  0.56990402E-17
     339 -0.84055476E+00 -0.10998263E-17 -0.76075473E+01  0.56990402E-17
     340 -0.84577642E+00 -0.11336745E-17 -0.76075473E+01  0.56990402E-17
     341 -0.85382933E+00 -0.11067271E-17 -0.76075473E+01  0.56990402E-17
     342 -0.85964818E+00 -0.10917320E-17 -0.76075473E+01  0.56990402E-17
     343 -0.86743091E+00 -0.10875291E-17 -0.76075473E+01  0.56990402E-17
     344 -0.87242798E+00 -0.10862122E-17 -0.76075473E+01  0.56990402E-17
     345 -0.88087624E+00 -0.10927958E-17 -0.76075473E+01  0.56990402E-17
     346 -0.89029459E+00 -0.10462447E-17 -0.76075473E+01  0.56990402E-17
     347 -0.89503213E+00 -0.10379139E-17 -0.76075473E+01  0.56990402E-17
     348 -0.89850657E+00 -0.10444523E-17 -0.76075473E+01  0.56990402E-17
     349 -0.90358900E+00 -0.10517909E-17 -0.76075473E+01  0.56990402E-17
     350 -0.91195664E+00 -0.10375828E-17 -0.76075473E+01  0.56990402E-17
     351 -0.92192247E+00 -0.10289221E-17 -0.76075473E+01  0.56990402E-17
     352 -0.93039730E+00 -0.10133413E-17 -0.76075473E+01  0.56990402E-17
     353 -0.93848471E+00 -0.10101245E-17 -0.76075473E+01  0.56990402E-17
     354 -0.94644102E+00 -0.10209447E-17 -0.76075473E+01  0.56990402E-17
     355 -0.95740193E+00 -0.10218735E-17 -0.76075473E+01  0.56990402E-17
     356 -0.96524979E+00 -0.10228950E-17 -0.76075473E+01  0.56990402E-17
     357 -0.97174274E+00 -0.10117978E-17 -0.76075473E+01  0.56990402E-17
     358 -0.98232977E+00 -0.98394737E-18 -0.76075473E+01  0.56990402E-17
     359 -0.99446648E+00 -0.99378791E-18 -0.76075473E+01  0.56990402E-17
     360 -0.10032207E+01 -0.10090851E-17 -0.76075473E+01  0.56990402E-17
     361 -0.10110905E+01 -0.10116526E-17 -0.76075473E+01  0.56990402E-17
     362 -0.10176741E+01 -0.10487584E-17 -0.76075473E+01  0.56990402E-17
     363 -0.10263207E+01 -0.10327739E-17 -0.76075473E+01  0.56990402E-17
     364 -0.10336839E+01 -0.10284947E-17 -0.76075473E+01  0.56990402E-17
     365 -0.10445195E+01 -0.10186754E-17 -0.76075473E+01  0.56990402E-17
     366 -0.10523284E+01 -0.10102967E-17 -0.76075473E+01  0.56990402E-17
     367 -0.10652742E+01 -0.10007099E-17 -0.76075473E+01  0.56990402E-17
     368 -0.10752951E+01 -0.10128077E-17 -0.76075473E+01  0.56990402E-17
     369 -0.10862064E+01 -0.10059754E-17 -0.76075473E+01  0.56990402E-17
     370 -0.10982651E+01 -0.97969851E-18 -0.76075473E+01  0.56990402E-17
     371 -0.11056482E+01 -0.96884615E-18 -0.76075473E+01  0.56990402E-17
     372 -0.11120566E+01 -0.96946992E-18 -0.76075473E+01  0.56990402E-17
     373 -0.11207692E+01 -0.95984785E-18 -0.76075473E+01  0.56990402E-17
     374 -0.11299182E+01 -0.95103179E-18 -0.76075473E+01  0.56990402E-17
     375 -0.11400843E+01 -0.96151028E-18 -0.76075473E+01  0.56990402E-17
     376 -0.11508318E+01 -0.92808785E-18 -0.76075473E+01  0.56990402E-17
     377 -0.11647031E+01 -0.91603681E-18 -0.76075473E+01  0.56990402E-17
     378 -0.11722841E+01 -0.91322758E-18 -0.76075473E+01  0.56990402E-17
     379 -0.11806092E+01 -0.91041234E-18 -0.76075473E+01  0.56990402E-17
     380 -0.11893210E+01 -0.91117843E-18 -0.76075473E+01  0.56990402E-17
     381 -0.11948159E+01 -0.91683872E-18 -0.76075473E+01  0.56990402E-17
     382 -0.12036677E+01 -0.90859507E-18 -0.76075473E+01  0.56990402E-17
     383 -0.12127279E+01 -0.91867618E-18 -0.76075473E+01  0.56990402E-17
     384 -0.12185541E+01 -0.91777991E-18 -0.76075473E+01  0.56990402E-17
     385 -0.12244984E+01 -0.92450054E-18 -0.76075473E+01  0.56990402E-17
     386 -0.12292910E+01 -0.92917377E-18 -0.76075473E+01  0.56990402E-17
     387 -0.12371463E+01 -0.92928605E-18 -0.76075473E+01  0.56990402E-17
     388 -0.12451869E+01 -0.93335845E-18 -0.76075473E+01  0.56990402E-17
     389 -0.12523196E+01 -0.93145334E-18 -0.76075473E+01  0.56990402E-17
     390 -0.12577878E+01 -0.94284429E-18 -0.76075473E+01  0.56990402E-17
     391 -0.12644299E+01 -0.95212578E-18 -0.76075473E+01  0.56990402E-17
     392 -0.12724417E+01 -0.95650685E-18 -0.76075473E+01  0.56990402E-17
     393 -0.12782234E+01 -0.95141870E-18 -0.76075473E+01  0.56990402E-17
     394 -0.12874915E+01 -0.97429461E-18 -0.76075473E+01  0.56990402E-17
     395 -0.12959728E+01 -0.97310352E-18 -0.76075473E+01  0.56990402E-17
     396 -0.13031992E+01 -0.96559551E-18 -0.76075473E+01  0.56990402E-17
     397 -0.13130944E+01 -0.96344899E-18 -0.76075473E+01  0.56990402E-17
     398 -0.13203012E+01 -0.98033634E-18 -0.76075473E+01  0.56990402E-17
     399 -0.13280316E+01 -0.98338459E-18 -0.76075473E+01  0.56990402E-17
     400 -0.13343161E+01 -0.99342829E-18 -0.76075473E+01  0.56990402E-17
     401 -0.13408463E+01 -0.98979398E-18 -0.76075473E+01  0.56990402E-17
     402 -0.13561355E+01 -0.10158625E-17 -0.76075473E+01  0.56990402E-17
     403 -0.13681827E+01 -0.10355451E-17 -0.76075473E+01  0.56990402E-17
     404 -0.13826165E+01 -0.10072005E-17 -0.76075473E+01  0.56990402E-17
     405 -0.13976001E+01 -0.99772210E-18 -0.76075473E+01  0.56990402E-17
     406 -0.14036281E+01 -0.99021772E-18 -0.76075473E+01  0.56990402E-17
     407 -0.14124193E+01 -0.99460377E-18 -0.76075473E+01  0.56990402E-17
     408 -0.14239226E+01 -0.99359944E-18 -0.76075473E+01  0.56990402E-17
     409 -0.14362867E+01 -0.10214724E-17 -0.76075473E+01  0.56990402E-17
     410 -0.14434830E+01 -0.10102409E-17 -0.76075473E+01  0.56990402E-17
     411 -0.14517156E+01 -0.97360478E-18 -0.76075473E+01  0.56990402E-17
     412 -0.14593146E+01 -0.98449989E-18 -0.76075473E+01  0.56990402E-17
     413 -0.14706488E+01 -0.96450461E-18 -0.76075473E+01  0.56990402E-17
     414 -0.14780590E+01 -0.96257106E-18 -0.76075473E+01  0.56990402E-17
     415 -0.14850010E+01 -0.96075189E-18 -0.76075473E+01  0.56990402E-17
     416 -0.14948911E+01 -0.95107354E-18 -0.76075473E+01  0.56990402E-17
     417 -0.15021055E+01 -0.95435371E-18 -0.76075473E+01  0.56990402E-17
     418 -0.15097425E+01 -0.97152561E-18 -0.76075473E+01  0.56990402E-17
     419 -0.15146589E+01 -0.97942397E-18 -0.76075473E+01  0.56990402E-17
     420 -0.15198439E+01 -0.98544376E-18 -0.76075473E+01  0.56990402E-17
     421 -0.15250792E+01 -0.99748493E-18 -0.76075473E+01  0.56990402E-17
     422 -0.15328994E+01 -0.10017907E-17 -0.76075473E+01  0.56990402E-17
     423 -0.15423324E+01 -0.99651394E-18 -0.76075473E+01  0.56990402E-17
     424 -0.15494045E+01 -0.99798079E-18 -0.76075473E+01  0.56990402E-17
     425 -0.15553478E+01 -0.99167705E-18 -0.76075473E+01  0.56990402E-17
     426 -0.15613588E+01 -0.98677023E-18 -0.76075473E+01  0.56990402E-17
     427 -0.15665639E+01 -0.98574322E-18 -0.76075473E+01  0.56990402E-17
     428 -0.15710546E+01 -0.98614590E-18 -0.76075473E+01  0.56990402E-17
     429 -0.15784973E+01 -0.98388047E-18 -0.76075473E+01  0.56990402E-17
     430 -0.15865530E+01 -0.98755118E-18 -0.76075473E+01  0.56990402E-17
     431 -0.15938586E+01 -0.97464292E-18 -0.76075473E+01  0.56990402E-17
     432 -0.16004976E+01 -0.96548209E-18 -0.76075473E+01  0.56990402E-17
     433 -0.16055803E+01 -0.96172380E-18 -0.76075473E+01  0.56990402E-17
     434 -0.16125743E+01 -0.94783593E-18 -0.76075473E+01  0.56990402E-17
     435 -0.16229984E+01 -0.10037165E-17 -0.76075473E+01  0.56990402E-17
     436 -0.16309732E+01 -0.10123323E-17 -0.76075473E+01  0.56990402E-17
     437 -0.16375691E+01 -0.10164813E-17 -0.76075473E+01  0.56990402E-17
     438 -0.16434675E+01 -0.10221024E-17 -0.76075473E+01  0.56990402E-17
     439 -0.16548115E+01 -0.10183132E-17 -0.76075473E+01  0.56990402E-17
     440 -0.16641661E+01 -0.10400869E-17 -0.76075473E+01  0.56990402E-17
     441 -0.16756548E+01 -0.10356757E-17 -0.76075473E+01  0.56990402E-17
     442 -0.16837841E+01 -0.10293371E-17 -0.76075473E+01  0.56990402E-17
     443 -0.16957668E+01 -0.10067544E-17 -0.76075473E+01  0.56990402E-17
     444 -0.17105584E+01 -0.10554854E-17 -0.76075473E+01  0.56990402E-17
     445 -0.17214746E+01 -0.10784330E-17 -0.76075473E+01  0.56990402E-17
     446 -0.17338891E+01 -0.10979457E-17 -0.76075473E+01  0.56990402E-17
     447 -0.17425749E+01 -0.11332214E-17 -0.76075473E+01  0.56990402E-17
     448 -0.17501432E+01 -0.11247268E-17 -0.76075473E+01  0.56990402E-17
     449 -0.17579639E+01 -0.11069334E-17 -0.76075473E+01  0.56990402E-17
     450 -0.17680409E+01 -0.10987926E-17 -0.76075473E+01  0.56990402E-17
     451 -0.17762667E+01 -0.11278822E-17 -0.76075473E+01  0.56990402E-17
     452 -0.17819906E+01 -0.11311673E-17 -0.76075473E+01  0.56990402E-17
     453 -0.17880266E+01 -0.11297208E-17 -0.76075473E+01  0.56990402E-17
     454 -0.17972684E+01 -0.11751626E-17 -0.76075473E+01  0.56990402E-17
     455 -0.18050045E+01 -0.11939584E-17 -0.76075473E+01  0.56990402E-17
     456 -0.18134384E+01 -0.11905392E-17 -0.76075473E+01  0.56990402E-17
     457 -0.18224777E+01 -0.11946451E-17 -0.76075473E+01  0.56990402E-17
     458 -0.18280391E+01 -0.12053319E-17 -0.76075473E+01  0.56990402E-17
     459 -0.18380911E+01 -0.12022045E-17 -0.76075473E+01  0.56990402E-17
     460 -0.18463567E+01 -0.11689938E-17 -0.76075473E+01  0.56990402E-17
     461 -0.18543042E+01 -0.11589542E-17 -0.76075473E+01  0.56990402E-17
     462 -0.18617298E+01 -0.11565013E-17 -0.76075473E+01  0.56990402E-17
     463 -0.18707738E+01 -0.11404729E-17 -0.76075473E+01  0.56990402E-17
     464 -0.18810591E+01 -0.11339418E-17 -0.76075473E+01  0.56990402E-17
     465 -0.18921605E+01 -0.11287827E-17 -0.76075473E+01  0.56990402E-17
     466 -0.19098375E+01 -0.11491380E-17 -0.76075473E+01  0.56990402E-17
     467 -0.19169574E+01 -0.11542516E-17 -0.76075473E+01  0.56990402E-17
     468 -0.19205832E+01 -0.11575295E-17 -0.76075473E+01  0.56990402E-17
     469 -0.19264009E+01 -0.11652510E-17 -0.76075473E+01  0.56990402E-17
     470 -0.19352192E+01 -0.11762490E-17 -0.76075473E+01  0.56990402E-17
     471 -0.19439959E+01 -0.12074702E-17 -0.76075473E+01  0.56990402E-17
     472 -0.19540777E+01 -0.12377438E-17 -0.76075473E+01  0.56990402E-17
     473 -0.19649058E+01 -0.12600498E-17 -0.76075473E+01  0.56990402E-17
     474 -0.19756492E+01 -0.12869354E-17 -0.76075473E+01  0.56990402E-17
     475 -0.19844854E+01 -0.13095789E-17 -0.76075473E+01  0.56990402E-17
     476 -0.19947871E+01 -0.13325570E-17 -0.76075473E+01  0.56990402E-17
     477 -0.20012933E+01 -0.13759004E-17 -0.76075473E+01  0.56990402E-17
     478 -0.20069843E+01 -0.14191548E-17 -0.76075473E+01  0.56990402E-17
     479 -0.20149032E+01 -0.14191798E-17 -0.76075473E+01  0.56990402E-17
     480 -0.20245920E+01 -0.14222411E-17 -0.76075473E+01  0.56990402E-17
     481 -0.20312672E+01 -0.14172586E-17 -0.76075473E+01  0.56990402E-17
     482 -0.20378515E+01 -0.14087496E-17 -0.76075473E+01  0.56990402E-17
     483 -0.20449961E+01 -0.14379509E-17 -0.76075473E+01  0.56990402E-17
     484 -0.20484047E+01 -0.14356685E-17 -0.76075473E+01  0.56990402E-17
     485 -0.20607307E+01 -0.14108502E-17 -0.76075473E+01  0.56990402E-17
     486 -0.20719889E+01 -0.13940321E-17 -0.76075473E+01  0.56990402E-17
     487 -0.20868263E+01 -0.13808582E-17 -0.76075473E+01  0.56990402E-17
     488 -0.20995115E+01 -0.13650967E-17 -0.76075473E+01  0.56990402E-17
     489 -0.21081217E+01 -0.13528400E-17 -0.76075473E+01  0.56990402E-17
     490 -0.21193539E+01 -0.13584357E-17 -0.76075473E+01  0.56990402E-17
     491 -0.21284583E+01 -0.13676249E-17 -0.76075473E+01  0.56990402E-17
     492 -0.21377979E+01 -0.13696702E-17 -0.76075473E+01  0.56990402E-17
     493 -0.21469605E+01 -0.13872135E-17 -0.76075473E+01  0.56990402E-17
     494 -0.21587617E+01 -0.14355167E-17 -0.76075473E+01  0.56990402E-17
     495 -0.21653366E+01 -0.14265166E-17 -0.76075473E+01  0.56990402E-17
     496 -0.21718478E+01 -0.14135112E-17 -0.76075473E+01  0.56990402E-17
     497 -0.21871266E+01 -0.14069946E-17 -0.76075473E+01  0.56990402E-17
     498 -0.21971788E+01 -0.13714115E-17 -0.76075473E+01  0.56990402E-17
     499 -0.22033063E+01 -0.13814876E-17 -0.76075473E+01  0.56990402E-17
     500 -0.22100288E+01 -0.13869217E-17 -0.76075473E+01  0.56990402E-17
     501 -0.22181864E+01 -0.13978656E-17 -0.76075473E+01  0.56990402E-17
     502 -0.22288439E+01 -0.13611076E-17 -0.76075473E+01  0.56990402E-17
     503 -0.22365004E+01 -0.13628225E-17 -0.76075473E+01  0.56990402E-17
     504 -0.22447744E+01 -0.13636295E-17 -0.76075473E+01  0.56990402E-17
     505 -0.22507628E+01 -0.13531808E-17 -0.76075473E+01  0.56990402E-17
     506 -0.22608068E+01 -0.13376020E-17 -0.76075473E+01  0.56990402E-17
     507 -0.22836541E+01 -0.13714207E-17 -0.76075473E+01  0.56990402E-17
     508 -0.22976345E+01 -0.13737143E-17 -0.76075473E+01  0.56990402E-17
     509 -0.23058512E+01 -0.13797657E-17 -0.76075473E+01  0.56990402E-17
     510 -0.23223300E+01 -0.13464109E-17 -0.76075473E+01  0.56990402E-17
     511 -0.23277858E+01 -0.13555328E-17 -0.76075473E+01  0.56990402E-17
     512 -0.23341854E+01 -0.13890750E-17 -0.76075473E+01  0.56990402E-17
     513 -0.23439893E+01 -0.14466664E-17 -0.76075473E+01  0.56990402E-17
     514 -0.23516674E+01 -0.14894827E-17 -0.76075473E+01  0.56990402E-17
     515 -0.23666150E+01 -0.14363388E-17 -0.76075473E+01  0.56990402E-17
     516 -0.23769945E+01 -0.14259376E-17 -0.76075473E+01  0.56990402E-17
     517 -0.23841684E+01 -0.14262243E-17 -0.76075473E+01  0.56990402E-17
     518 -0.23940759E+01 -0.14209056E-17 -0.76075473E+01  0.56990402E-17
     519 -0.24068880E+01 -0.13935427E-17 -0.76075473E+01  0.56990402E-17
     520 -0.24157486E+01 -0.13813010E-17 -0.76075473E+01  0.56990402E-17
     521 -0.24229466E+01 -0.13719945E-17 -0.76075473E+01  0.56990402E-17
     522 -0.24324021E+01 -0.13687189E-17 -0.76075473E+01  0.56990402E-17
     523 -0.24369460E+01 -0.13733504E-17 -0.76075473E+01  0.56990402E-17
     524 -0.24498187E+01 -0.13875157E-17 -0.76075473E+01  0.56990402E-17
     525 -0.24590777E+01 -0.14124527E-17 -0.76075473E+01  0.56990402E-17
     526 -0.24669274E+01 -0.14303348E-17 -0.76075473E+01  0.56990402E-17
     527 -0.24701049E+01 -0.14364688E-17 -0.76075473E+01  0.56990402E-17
     528 -0.24751651E+01 -0.14337803E-17 -0.76075473E+01  0.56990402E-17
     529 -0.24826137E+01 -0.13741781E-17 -0.76075473E+01  0.56990402E-17
     530 -0.24927308E+01 -0.12928820E-17 -0.76075473E+01  0.56990402E-17
     531 -0.24994509E+01 -0.12733387E-17 -0.76075473E+01  0.56990402E-17
     532 -0.25114806E+01 -0.12498686E-17 -0.76075473E+01  0.56990402E-17
     533 -0.25280852E+01 -0.12145577E-17 -0.76075473E+01  0.56990402E-17
     534 -0.25338716E+01 -0.11839756E-17 -0.76075473E+01  0.56990402E-17
     535 -0.25441884E+01 -0.12067009E-17 -0.76075473E+01  0.56990402E-17
     536 -0.25489817E+01 -0.12249571E-17 -0.76075473E+01  0.56990402E-17
     537 -0.25579802E+01 -0.12235138E-17 -0.76075473E+01  0.56990402E-17
     538 -0.25720406E+01 -0.12291625E-17 -0.76075473E+01  0.56990402E-17
     539 -0.25843874E+01 -0.12444478E-17 -0.76075473E+01  0.56990402E-17
     540 -0.25945707E+01 -0.12366265E-17 -0.76075473E+01  0.56990402E-17
     541 -0.25995963E+01 -0.12274374E-17 -0.76075473E+01  0.56990402E-17
     542 -0.26051999E+01 -0.12185106E-17 -0.76075473E+01  0.56990402E-17
     543 -0.26114127E+01 -0.12274754E-17 -0.76075473E+01  0.56990402E-17
     544 -0.26176971E+01 -0.12253285E-17 -0.76075473E+01  0.56990402E-17
     545 -0.26223120E+01 -0.12296300E-17 -0.76075473E+01  0.56990402E-17
     546 -0.26296722E+01 -0.12373199E-17 -0.76075473E+01  0.56990402E-17
     547 -0.26377594E+01 -0.12408940E-17 -0.76075473E+01  0.56990402E-17
     548 -0.26464032E+01 -0.12489823E-17 -0.76075473E+01  0.56990402E-17
     549 -0.26573516E+01 -0.12506666E-17 -0.76075473E+01  0.56990402E-17
     550 -0.26722875E+01 -0.12287332E-17 -0.76075473E+01  0.56990402E-17
     551 -0.26832969E+01 -0.11537284E-17 -0.76075473E+01  0.56990402E-17
     552 -0.26923950E+01 -0.11837615E-17 -0.76075473E+01  0.56990402E-17
     553 -0.27145500E+01 -0.11559931E-17 -0.76075473E+01  0.56990402E-17
     554 -0.27263193E+01 -0.12043061E-17 -0.76075473E+01  0.56990402E-17
     555 -0.27355933E+01 -0.12348426E-17 -0.76075473E+01  0.56990402E-17
     556 -0.27485558E+01 -0.12985011E-17 -0.76075473E+01  0.56990402E-17
     557 -0.27550724E+01 -0.13259468E-17 -0.76075473E+01  0.56990402E-17
     558 -0.27699907E+01 -0.14069922E-17 -0.76075473E+01  0.56990402E-17
     559 -0.28017980E+01 -0.16425097E-17 -0.76075473E+01  0.56990402E-17
     560 -0.28220816E+01 -0.17462528E-17 -0.76075473E+01  0.56990402E-17
     561 -0.28340838E+01 -0.18276723E-17 -0.76075473E+01  0.56990402E-17
     562 -0.28524638E+01 -0.19104844E-17 -0.76075473E+01  0.56990402E-17
     563 -0.28616339E+01 -0.19142293E-17 -0.76075473E+01  0.56990402E-17
     564 -0.28718652E+01 -0.19685318E-17 -0.76075473E+01  0.56990402E-17
     565 -0.28858503E+01 -0.20549390E-17 -0.76075473E+01  0.56990402E-17
     566 -0.28977219E+01 -0.20978314E-17 -0.76075473E+01  0.56990402E-17
     567 -0.29215497E+01 -0.22514233E-17 -0.76075473E+01  0.56990402E-17
     568 -0.29366736E+01 -0.23053970E-17 -0.76075473E+01  0.56990402E-17
     569 -0.29574907E+01 -0.24220658E-17 -0.76075473E+01  0.56990402E-17
     570 -0.29714184E+01 -0.24061120E-17 -0.76075473E+01  0.56990402E-17
     571 -0.29843552E+01 -0.23930937E-17 -0.76075473E+01  0.56990402E-17
     572 -0.29902719E+01 -0.24015461E-17 -0.76075473E+01  0.56990402E-17
     573 -0.30007468E+01 -0.24456667E-17 -0.76075473E+01  0.56990402E-17
     574 -0.30167835E+01 -0.25362522E-17 -0.76075473E+01  0.56990402E-17
     575 -0.30316420E+01 -0.26635320E-17 -0.76075473E+01  0.56990402E-17
     576 -0.30442556E+01 -0.27053134E-17 -0.76075473E+01  0.56990402E-17
     577 -0.30579600E+01 -0.27839772E-17 -0.76075473E+01  0.56990402E-17
     578 -0.30710909E+01 -0.27888749E-17 -0.76075473E+01  0.56990402E-17
     579 -0.30837263E+01 -0.28103766E-17 -0.76075473E+01  0.56990402E-17
     580 -0.30883896E+01 -0.28302232E-17 -0.76075473E+01  0.56990402E-17
     581 -0.30954988E+01 -0.28343202E-17 -0.76075473E+01  0.56990402E-17
     582 -0.30991563E+01 -0.28366525E-17 -0.76075473E+01  0.56990402E-17
     583 -0.31095208E+01 -0.28586095E-17 -0.76075473E+01  0.56990402E-17
     584 -0.31163646E+01 -0.29403487E-17 -0.76075473E+01  0.56990402E-17
     585 -0.31286170E+01 -0.30448177E-17 -0.76075473E+01  0.56990402E-17
     586 -0.31415155E+01 -0.30722491E-17 -0.76075473E+01  0.56990402E-17
     587 -0.31515691E+01 -0.31024444E-17 -0.76075473E+01  0.56990402E-17
     588 -0.31609972E+01 -0.31320323E-17 -0.76075473E+01  0.56990402E-17
     589 -0.31760504E+01 -0.31417657E-17 -0.76075473E+01  0.56990402E-17
     590 -0.31851932E+01 -0.31312740E-17 -0.76075473E+01  0.56990402E-17
     591 -0.31981675E+01 -0.31667045E-17 -0.76075473E+01  0.56990402E-17
     592 -0.32134213E+01 -0.32004123E-17 -0.76075473E+01  0.56990402E-17
     593 -0.32302150E+01 -0.31270333E-17 -0.76075473E+01  0.56990402E-17
     594 -0.32406125E+01 -0.31737217E-17 -0.76075473E+01  0.56990402E-17
     595 -0.32529059E+01 -0.32135128E-17 -0.76075473E+01  0.56990402E-17
     596 -0.32827393E+01 -0.33316919E-17 -0.76075473E+01  0.56990402E-17
     597 -0.33016808E+01 -0.35687028E-17 -0.76075473E+01  0.56990402E-17
     598 -0.33263695E+01 -0.39181443E-17 -0.76075473E+01  0.56990402E-17
     599 -0.33471043E+01 -0.41659792E-17 -0.76075473E+01  0.56990402E-17
     600 -0.33593124E+01 -0.43719298E-17 -0.76075473E+01  0.56990402E-17
     601 -0.33661157E+01 -0.44014498E-17 -0.76075473E+01  0.56990402E-17
     602 -0.33812632E+01 -0.43719884E-17 -0.76075473E+01  0.56990402E-17
     603 -0.33961514E+01 -0.43628403E-17 -0.76075473E+01  0.56990402E-17
     604 -0.34090912E+01 -0.43864045E-17 -0.76075473E+01  0.56990402E-17
     605 -0.34783793E+01 -0.47579833E-17 -0.76075473E+01  0.56990402E-17
     606 -0.35225007E+01 -0.50780674E-17 -0.76075473E+01  0.56990402E-17
     607 -0.35335697E+01 -0.50668235E-17 -0.76075473E+01  0.56990402E-17
     608 -0.35431368E+01 -0.50936559E-17 -0.76075473E+01  0.56990402E-17
     609 -0.35488932E+01 -0.51093349E-17 -0.76075473E+01  0.56990402E-17
     610 -0.35601428E+01 -0.51057449E-17 -0.76075473E+01  0.56990402E-17
     611 -0.35989714E+01 -0.49675016E-17 -0.76075473E+01  0.56990402E-17
     612 -0.36268696E+01 -0.48580015E-17 -0.76075473E+01  0.56990402E-17
     613 -0.36421386E+01 -0.49661516E-17 -0.76075473E+01  0.56990402E-17
     614 -0.36597915E+01 -0.50467970E-17 -0.76075473E+01  0.56990402E-17
     615 -0.36737413E+01 -0.51367851E-17 -0.76075473E+01  0.56990402E-17
     616 -0.36814353E+01 -0.52190904E-17 -0.76075473E+01  0.56990402E-17
     617 -0.37561570E+01 -0.44862095E-17 -0.76075473E+01  0.56990402E-17
     618 -0.39413865E+01 -0.51642789E-17 -0.76075473E+01  0.56990402E-17
     619 -0.39458970E+01 -0.51604294E-17 -0.76075473E+01  0.56990402E-17
     620 -0.40827484E+01 -0.10394107E-16 -0.76075473E+01  0.56990402E-17
     621 -0.40948515E+01 -0.10248178E-16 -0.76075473E+01  0.56990402E-17
     622 -0.41325022E+01 -0.10266673E-16 -0.76075473E+01  0.56990402E-17
     623 -0.41361313E+01 -0.10265097E-16 -0.76075473E+01  0.56990402E-17
     624 -0.41570809E+01 -0.10804071E-16 -0.76075473E+01  0.56990402E-17
     625 -0.41652263E+01 -0.10827388E-16 -0.76075473E+01  0.56990402E-17
     626 -0.49174305E+01 -0.27251473E-17 -0.76075473E+01  0.56990402E-17
     627 -0.49211117E+01 -0.27492601E-17 -0.76075473E+01  0.56990402E-17
     628 -0.49943041E+01 -0.31654834E-17 -0.76075473E+01  0.56990402E-17
     629 -0.49992609E+01 -0.31612891E-17 -0.76075473E+01  0.56990402E-17
     630 -0.50043537E+01 -0.31603257E-17 -0.76075473E+01  0.56990402E-17
     631 -0.50099806E+01 -0.31480251E-17 -0.76075473E+01  0.56990402E-17
     632 -0.50157881E+01 -0.31405894E-17 -0.76075473E+01  0.56990402E-17
     633 -0.50458507E+01 -0.25103491E-17 -0.76075473E+01  0.56990402E-17
     634 -0.50791509E+01 -0.26074944E-17 -0.76075473E+01  0.56990402E-17
     635 -0.50949992E+01 -0.24447165E-17 -0.76075473E+01  0.56990402E-17
     636 -0.50997753E+01 -0.24307460E-17 -0.76075473E+01  0.56990402E-17
     637 -0.51279629E+01 -0.27779875E-17 -0.76075473E+01  0.56990402E-17
     638 -0.51461227E+01 -0.27291716E-17 -0.76075473E+01  0.56990402E-17
     639 -0.52761733E+01 -0.73739146E-17 -0.76075473E+01  0.56990402E-17
     640 -0.54190420E+01 -0.84994694E-17 -0.76075473E+01  0.56990402E-17
     641 -0.54571923E+01 -0.80776359E-17 -0.76075473E+01  0.56990402E-17
     642 -0.54909908E+01 -0.77105526E-17 -0.76075473E+01  0.56990402E-17
     643 -0.55040939E+01 -0.76405086E-17 -0.76075473E+01  0.56990402E-17
     644 -0.55101480E+01 -0.76438194E-17 -0.76075473E+01  0.56990402E-17
     645 -0.55130779E+01 -0.76432514E-17 -0.76075473E+01  0.56990402E-17
     646 -0.55205104E+01 -0.77088723E-17 -0.76075473E+01  0.56990402E-17
     647 -0.55243817E+01 -0.77227756E-17 -0.76075473E+01  0.56990402E-17
     648 -0.55657657E+01 -0.79182250E-17 -0.76075473E+01  0.56990402E-17
     649 -0.56059102E+01 -0.79196746E-17 -0.76075473E+01  0.56990402E-17
     650 -0.56326218E+01 -0.77255467E-17 -0.76075473E+01  0.56990402E-17
     651 -0.56840693E+01 -0.77309639E-17 -0.76075473E+01  0.56990402E-17
     652 -0.57134456E+01 -0.78803794E-17 -0.76075473E+01  0.56990402E-17
     653 -0.57237638E+01 -0.79219616E-17 -0.76075473E+01  0.56990402E-17
     654 -0.57497221E+01 -0.80967048E-17 -0.76075473E+01  0.56990402E-17
     655 -0.57850796E+01 -0.84794004E-17 -0.76075473E+01  0.56990402E-17
     656 -0.57975315E+01 -0.86992460E-17 -0.76075473E+01  0.56990402E-17
     657 -0.58132966E+01 -0.89083744E-17 -0.76075473E+01  0.56990402E-17
     658 -0.58321052E+01 -0.91006628E-17 -0.76075473E+01  0.56990402E-17
     659 -0.58483649E+01 -0.90884015E-17 -0.76075473E+01  0.56990402E-17
     660 -0.58601290E+01 -0.91862010E-17 -0.76075473E+01  0.56990402E-17
     661 -0.58728220E+01 -0.93343005E-17 -0.76075473E+01  0.56990402E-17
     662 -0.59072442E+01 -0.95937759E-17 -0.76075473E+01  0.56990402E-17
     663 -0.59247123E+01 -0.97684181E-17 -0.76075473E+01  0.56990402E-17
     664 -0.59386786E+01 -0.98549649E-17 -0.76075473E+01  0.56990402E-17
