 n     ch_hole col3 col4 col5
     665 -0.59524452E+01 -0.98377084E-17 -0.76075473E+01  0.56990402E-17
     666 -0.59619875E+01 -0.98847183E-17 -0.76075473E+01  0.56990402E-17
     667 -0.59697611E+01 -0.99277894E-17 -0.76075473E+01  0.56990402E-17
     668 -0.59923990E+01 -0.10017545E-16 -0.76075473E+01  0.56990402E-17
     669 -0.60061974E+01 -0.10200261E-16 -0.76075473E+01  0.56990402E-17
     670 -0.60129448E+01 -0.10239766E-16 -0.76075473E+01  0.56990402E-17
     671 -0.60194821E+01 -0.10223825E-16 -0.76075473E+01  0.56990402E-17
     672 -0.60243798E+01 -0.10228850E-16 -0.76075473E+01  0.56990402E-17
     673 -0.60354032E+01 -0.10256864E-16 -0.76075473E+01  0.56990402E-17
     674 -0.60425224E+01 -0.10265636E-16 -0.76075473E+01  0.56990402E-17
     675 -0.60484180E+01 -0.10296677E-16 -0.76075473E+01  0.56990402E-17
     676 -0.60637529E+01 -0.10424948E-16 -0.76075473E+01  0.56990402E-17
     677 -0.60770491E+01 -0.10537548E-16 -0.76075473E+01  0.56990402E-17
     678 -0.60961885E+01 -0.10508564E-16 -0.76075473E+01  0.56990402E-17
     679 -0.61077847E+01 -0.10504169E-16 -0.76075473E+01  0.56990402E-17
     680 -0.61137003E+01 -0.10487195E-16 -0.76075473E+01  0.56990402E-17
     681 -0.61185440E+01 -0.10478399E-16 -0.76075473E+01  0.56990402E-17
     682 -0.61230741E+01 -0.10501853E-16 -0.76075473E+01  0.56990402E-17
     683 -0.61307524E+01 -0.10524824E-16 -0.76075473E+01  0.56990402E-17
     684 -0.61478518E+01 -0.10358012E-16 -0.76075473E+01  0.56990402E-17
     685 -0.61504591E+01 -0.10359869E-16 -0.76075473E+01  0.56990402E-17
     686 -0.61588153E+01 -0.10391487E-16 -0.76075473E+01  0.56990402E-17
     687 -0.61640852E+01 -0.10397268E-16 -0.76075473E+01  0.56990402E-17
     688 -0.61722764E+01 -0.10435441E-16 -0.76075473E+01  0.56990402E-17
     689 -0.61782537E+01 -0.10478639E-16 -0.76075473E+01  0.56990402E-17
     690 -0.61857806E+01 -0.10490236E-16 -0.76075473E+01  0.56990402E-17
     691 -0.61933889E+01 -0.10434781E-16 -0.76075473E+01  0.56990402E-17
     692 -0.61995151E+01 -0.10430849E-16 -0.76075473E+01  0.56990402E-17
     693 -0.62050760E+01 -0.10408084E-16 -0.76075473E+01  0.56990402E-17
     694 -0.62112849E+01 -0.10394526E-16 -0.76075473E+01  0.56990402E-17
     695 -0.62203254E+01 -0.10304801E-16 -0.76075473E+01  0.56990402E-17
     696 -0.62245931E+01 -0.10290022E-16 -0.76075473E+01  0.56990402E-17
     697 -0.62281743E+01 -0.10285584E-16 -0.76075473E+01  0.56990402E-17
     698 -0.62324673E+01 -0.10270794E-16 -0.76075473E+01  0.56990402E-17
     699 -0.62375305E+01 -0.10262708E-16 -0.76075473E+01  0.56990402E-17
     700 -0.62441496E+01 -0.10263274E-16 -0.76075473E+01  0.56990402E-17
     701 -0.62514868E+01 -0.10265176E-16 -0.76075473E+01  0.56990402E-17
     702 -0.62557970E+01 -0.10263421E-16 -0.76075473E+01  0.56990402E-17
     703 -0.62622742E+01 -0.10268410E-16 -0.76075473E+01  0.56990402E-17
     704 -0.62694574E+01 -0.10280994E-16 -0.76075473E+01  0.56990402E-17
     705 -0.62759680E+01 -0.10277039E-16 -0.76075473E+01  0.56990402E-17
     706 -0.62786448E+01 -0.10286648E-16 -0.76075473E+01  0.56990402E-17
     707 -0.62822952E+01 -0.10280126E-16 -0.76075473E+01  0.56990402E-17
     708 -0.62872994E+01 -0.10311415E-16 -0.76075473E+01  0.56990402E-17
     709 -0.62976414E+01 -0.10379643E-16 -0.76075473E+01  0.56990402E-17
     710 -0.63025209E+01 -0.10390934E-16 -0.76075473E+01  0.56990402E-17
     711 -0.63083488E+01 -0.10384625E-16 -0.76075473E+01  0.56990402E-17
     712 -0.63114957E+01 -0.10384192E-16 -0.76075473E+01  0.56990402E-17
     713 -0.63148112E+01 -0.10387118E-16 -0.76075473E+01  0.56990402E-17
     714 -0.63180568E+01 -0.10388210E-16 -0.76075473E+01  0.56990402E-17
     715 -0.63196209E+01 -0.10390519E-16 -0.76075473E+01  0.56990402E-17
     716 -0.63220784E+01 -0.10391607E-16 -0.76075473E+01  0.56990402E-17
     717 -0.63249097E+01 -0.10386106E-16 -0.76075473E+01  0.56990402E-17
     718 -0.63298610E+01 -0.10383590E-16 -0.76075473E+01  0.56990402E-17
     719 -0.63335192E+01 -0.10385631E-16 -0.76075473E+01  0.56990402E-17
     720 -0.63381700E+01 -0.10392103E-16 -0.76075473E+01  0.56990402E-17
     721 -0.63413849E+01 -0.10403117E-16 -0.76075473E+01  0.56990402E-17
     722 -0.63450983E+01 -0.10415397E-16 -0.76075473E+01  0.56990402E-17
     723 -0.63491945E+01 -0.10413034E-16 -0.76075473E+01  0.56990402E-17
     724 -0.63521489E+01 -0.10400043E-16 -0.76075473E+01  0.56990402E-17
     725 -0.63567624E+01 -0.10383679E-16 -0.76075473E+01  0.56990402E-17
     726 -0.63599619E+01 -0.10377307E-16 -0.76075473E+01  0.56990402E-17
     727 -0.63649670E+01 -0.10382503E-16 -0.76075473E+01  0.56990402E-17
     728 -0.63671523E+01 -0.10388304E-16 -0.76075473E+01  0.56990402E-17
     729 -0.63690206E+01 -0.10387208E-16 -0.76075473E+01  0.56990402E-17
     730 -0.63718090E+01 -0.10397960E-16 -0.76075473E+01  0.56990402E-17
     731 -0.63767869E+01 -0.10419681E-16 -0.76075473E+01  0.56990402E-17
     732 -0.63801811E+01 -0.10430418E-16 -0.76075473E+01  0.56990402E-17
     733 -0.63840840E+01 -0.10447100E-16 -0.76075473E+01  0.56990402E-17
     734 -0.63880496E+01 -0.10462650E-16 -0.76075473E+01  0.56990402E-17
     735 -0.63933244E+01 -0.10488996E-16 -0.76075473E+01  0.56990402E-17
     736 -0.63976192E+01 -0.10466194E-16 -0.76075473E+01  0.56990402E-17
     737 -0.64026689E+01 -0.10445771E-16 -0.76075473E+01  0.56990402E-17
     738 -0.64060976E+01 -0.10442188E-16 -0.76075473E+01  0.56990402E-17
     739 -0.64102389E+01 -0.10439923E-16 -0.76075473E+01  0.56990402E-17
     740 -0.64144136E+01 -0.10444028E-16 -0.76075473E+01  0.56990402E-17
     741 -0.64170737E+01 -0.10447079E-16 -0.76075473E+01  0.56990402E-17
     742 -0.64194243E+01 -0.10438751E-16 -0.76075473E+01  0.56990402E-17
     743 -0.64230994E+01 -0.10430466E-16 -0.76075473E+01  0.56990402E-17
     744 -0.64249642E+01 -0.10432678E-16 -0.76075473E+01  0.56990402E-17
     745 -0.64280380E+01 -0.10431826E-16 -0.76075473E+01  0.56990402E-17
     746 -0.64299824E+01 -0.10433628E-16 -0.76075473E+01  0.56990402E-17
     747 -0.64326135E+01 -0.10437939E-16 -0.76075473E+01  0.56990402E-17
     748 -0.64345592E+01 -0.10439898E-16 -0.76075473E+01  0.56990402E-17
     749 -0.64367183E+01 -0.10442405E-16 -0.76075473E+01  0.56990402E-17
     750 -0.64389291E+01 -0.10445735E-16 -0.76075473E+01  0.56990402E-17
     751 -0.64413146E+01 -0.10448136E-16 -0.76075473E+01  0.56990402E-17
     752 -0.64434824E+01 -0.10451642E-16 -0.76075473E+01  0.56990402E-17
     753 -0.64459368E+01 -0.10458854E-16 -0.76075473E+01  0.56990402E-17
     754 -0.64486774E+01 -0.10461552E-16 -0.76075473E+01  0.56990402E-17
     755 -0.64522740E+01 -0.10462858E-16 -0.76075473E+01  0.56990402E-17
     756 -0.64553194E+01 -0.10459749E-16 -0.76075473E+01  0.56990402E-17
     757 -0.64582019E+01 -0.10463837E-16 -0.76075473E+01  0.56990402E-17
     758 -0.64607374E+01 -0.10466871E-16 -0.76075473E+01  0.56990402E-17
     759 -0.64650959E+01 -0.10477670E-16 -0.76075473E+01  0.56990402E-17
     760 -0.64690967E+01 -0.10468183E-16 -0.76075473E+01  0.56990402E-17
     761 -0.64719223E+01 -0.10466229E-16 -0.76075473E+01  0.56990402E-17
     762 -0.64760936E+01 -0.10458071E-16 -0.76075473E+01  0.56990402E-17
     763 -0.64787390E+01 -0.10457928E-16 -0.76075473E+01  0.56990402E-17
     764 -0.64815976E+01 -0.10459859E-16 -0.76075473E+01  0.56990402E-17
     765 -0.64851897E+01 -0.10459921E-16 -0.76075473E+01  0.56990402E-17
     766 -0.64874530E+01 -0.10459549E-16 -0.76075473E+01  0.56990402E-17
     767 -0.64898627E+01 -0.10455624E-16 -0.76075473E+01  0.56990402E-17
     768 -0.64924744E+01 -0.10456707E-16 -0.76075473E+01  0.56990402E-17
     769 -0.64943559E+01 -0.10458419E-16 -0.76075473E+01  0.56990402E-17
     770 -0.64967837E+01 -0.10461758E-16 -0.76075473E+01  0.56990402E-17
     771 -0.64985207E+01 -0.10464764E-16 -0.76075473E+01  0.56990402E-17
     772 -0.65002658E+01 -0.10468099E-16 -0.76075473E+01  0.56990402E-17
     773 -0.65016662E+01 -0.10469256E-16 -0.76075473E+01  0.56990402E-17
     774 -0.65031479E+01 -0.10470854E-16 -0.76075473E+01  0.56990402E-17
     775 -0.65058293E+01 -0.10470083E-16 -0.76075473E+01  0.56990402E-17
     776 -0.65094884E+01 -0.10467302E-16 -0.76075473E+01  0.56990402E-17
     777 -0.65129917E+01 -0.10463091E-16 -0.76075473E+01  0.56990402E-17
     778 -0.65153759E+01 -0.10462185E-16 -0.76075473E+01  0.56990402E-17
     779 -0.65174928E+01 -0.10462701E-16 -0.76075473E+01  0.56990402E-17
     780 -0.65194588E+01 -0.10461358E-16 -0.76075473E+01  0.56990402E-17
     781 -0.65219065E+01 -0.10462574E-16 -0.76075473E+01  0.56990402E-17
     782 -0.65240173E+01 -0.10465705E-16 -0.76075473E+01  0.56990402E-17
     783 -0.65266435E+01 -0.10462874E-16 -0.76075473E+01  0.56990402E-17
     784 -0.65295472E+01 -0.10462360E-16 -0.76075473E+01  0.56990402E-17
     785 -0.65321241E+01 -0.10458227E-16 -0.76075473E+01  0.56990402E-17
     786 -0.65347815E+01 -0.10460737E-16 -0.76075473E+01  0.56990402E-17
     787 -0.65373770E+01 -0.10454993E-16 -0.76075473E+01  0.56990402E-17
     788 -0.65410590E+01 -0.10448319E-16 -0.76075473E+01  0.56990402E-17
     789 -0.65447986E+01 -0.10452322E-16 -0.76075473E+01  0.56990402E-17
     790 -0.65464864E+01 -0.10452630E-16 -0.76075473E+01  0.56990402E-17
     791 -0.65495972E+01 -0.10458765E-16 -0.76075473E+01  0.56990402E-17
     792 -0.65522612E+01 -0.10473785E-16 -0.76075473E+01  0.56990402E-17
     793 -0.65543174E+01 -0.10476181E-16 -0.76075473E+01  0.56990402E-17
     794 -0.65575375E+01 -0.10481065E-16 -0.76075473E+01  0.56990402E-17
     795 -0.65598878E+01 -0.10485265E-16 -0.76075473E+01  0.56990402E-17
     796 -0.65630432E+01 -0.10488211E-16 -0.76075473E+01  0.56990402E-17
     797 -0.65653830E+01 -0.10489012E-16 -0.76075473E+01  0.56990402E-17
     798 -0.65680058E+01 -0.10479059E-16 -0.76075473E+01  0.56990402E-17
     799 -0.65705072E+01 -0.10476353E-16 -0.76075473E+01  0.56990402E-17
     800 -0.65726073E+01 -0.10479410E-16 -0.76075473E+01  0.56990402E-17
     801 -0.65745819E+01 -0.10483435E-16 -0.76075473E+01  0.56990402E-17
     802 -0.65770832E+01 -0.10484623E-16 -0.76075473E+01  0.56990402E-17
     803 -0.65789875E+01 -0.10481342E-16 -0.76075473E+01  0.56990402E-17
     804 -0.65822514E+01 -0.10486169E-16 -0.76075473E+01  0.56990402E-17
     805 -0.65842561E+01 -0.10483895E-16 -0.76075473E+01  0.56990402E-17
     806 -0.65862866E+01 -0.10482023E-16 -0.76075473E+01  0.56990402E-17
     807 -0.65885669E+01 -0.10476935E-16 -0.76075473E+01  0.56990402E-17
     808 -0.65913466E+01 -0.10479724E-16 -0.76075473E+01  0.56990402E-17
     809 -0.65933778E+01 -0.10477848E-16 -0.76075473E+01  0.56990402E-17
     810 -0.65958078E+01 -0.10473728E-16 -0.76075473E+01  0.56990402E-17
     811 -0.65989379E+01 -0.10462337E-16 -0.76075473E+01  0.56990402E-17
     812 -0.66011209E+01 -0.10459337E-16 -0.76075473E+01  0.56990402E-17
     813 -0.66034616E+01 -0.10456791E-16 -0.76075473E+01  0.56990402E-17
     814 -0.66057792E+01 -0.10458367E-16 -0.76075473E+01  0.56990402E-17
     815 -0.66088676E+01 -0.10462060E-16 -0.76075473E+01  0.56990402E-17
     816 -0.66123910E+01 -0.10467343E-16 -0.76075473E+01  0.56990402E-17
     817 -0.66145133E+01 -0.10468709E-16 -0.76075473E+01  0.56990402E-17
     818 -0.66168250E+01 -0.10472232E-16 -0.76075473E+01  0.56990402E-17
     819 -0.66192883E+01 -0.10472091E-16 -0.76075473E+01  0.56990402E-17
     820 -0.66220938E+01 -0.10465243E-16 -0.76075473E+01  0.56990402E-17
     821 -0.66253170E+01 -0.10460351E-16 -0.76075473E+01  0.56990402E-17
     822 -0.66273609E+01 -0.10458384E-16 -0.76075473E+01  0.56990402E-17
     823 -0.66293478E+01 -0.10461083E-16 -0.76075473E+01  0.56990402E-17
     824 -0.66314456E+01 -0.10461949E-16 -0.76075473E+01  0.56990402E-17
     825 -0.66335412E+01 -0.10462725E-16 -0.76075473E+01  0.56990402E-17
     826 -0.66355296E+01 -0.10462410E-16 -0.76075473E+01  0.56990402E-17
     827 -0.66381672E+01 -0.10464465E-16 -0.76075473E+01  0.56990402E-17
     828 -0.66401906E+01 -0.10466394E-16 -0.76075473E+01  0.56990402E-17
     829 -0.66422611E+01 -0.10470183E-16 -0.76075473E+01  0.56990402E-17
     830 -0.66439913E+01 -0.10472873E-16 -0.76075473E+01  0.56990402E-17
     831 -0.66454286E+01 -0.10474008E-16 -0.76075473E+01  0.56990402E-17
     832 -0.66473594E+01 -0.10475698E-16 -0.76075473E+01  0.56990402E-17
     833 -0.66493859E+01 -0.10472811E-16 -0.76075473E+01  0.56990402E-17
     834 -0.66516019E+01 -0.10469803E-16 -0.76075473E+01  0.56990402E-17
     835 -0.66535845E+01 -0.10467826E-16 -0.76075473E+01  0.56990402E-17
     836 -0.66558948E+01 -0.10465801E-16 -0.76075473E+01  0.56990402E-17
     837 -0.66581547E+01 -0.10468106E-16 -0.76075473E+01  0.56990402E-17
     838 -0.66600233E+01 -0.10468344E-16 -0.76075473E+01  0.56990402E-17
     839 -0.66624835E+01 -0.10468962E-16 -0.76075473E+01  0.56990402E-17
     840 -0.66650852E+01 -0.10469093E-16 -0.76075473E+01  0.56990402E-17
     841 -0.66677876E+01 -0.10465796E-16 -0.76075473E+01  0.56990402E-17
     842 -0.66704062E+01 -0.10458889E-16 -0.76075473E+01  0.56990402E-17
     843 -0.66728962E+01 -0.10463592E-16 -0.76075473E+01  0.56990402E-17
     844 -0.66748851E+01 -0.10469004E-16 -0.76075473E+01  0.56990402E-17
     845 -0.66769856E+01 -0.10471018E-16 -0.76075473E+01  0.56990402E-17
     846 -0.66790284E+01 -0.10474287E-16 -0.76075473E+01  0.56990402E-17
     847 -0.66815920E+01 -0.10478453E-16 -0.76075473E+01  0.56990402E-17
     848 -0.66841125E+01 -0.10479997E-16 -0.76075473E+01  0.56990402E-17
     849 -0.66863281E+01 -0.10482620E-16 -0.76075473E+01  0.56990402E-17
     850 -0.66886743E+01 -0.10481693E-16 -0.76075473E+01  0.56990402E-17
     851 -0.66911321E+01 -0.10480092E-16 -0.76075473E+01  0.56990402E-17
     852 -0.66937710E+01 -0.10481477E-16 -0.76075473E+01  0.56990402E-17
     853 -0.66970992E+01 -0.10487641E-16 -0.76075473E+01  0.56990402E-17
     854 -0.67000563E+01 -0.10482364E-16 -0.76075473E+01  0.56990402E-17
     855 -0.67028363E+01 -0.10476733E-16 -0.76075473E+01  0.56990402E-17
     856 -0.67055669E+01 -0.10469547E-16 -0.76075473E+01  0.56990402E-17
     857 -0.67078308E+01 -0.10464285E-16 -0.76075473E+01  0.56990402E-17
     858 -0.67102624E+01 -0.10460146E-16 -0.76075473E+01  0.56990402E-17
     859 -0.67123095E+01 -0.10459039E-16 -0.76075473E+01  0.56990402E-17
     860 -0.67141163E+01 -0.10459660E-16 -0.76075473E+01  0.56990402E-17
     861 -0.67158609E+01 -0.10460751E-16 -0.76075473E+01  0.56990402E-17
     862 -0.67174462E+01 -0.10461637E-16 -0.76075473E+01  0.56990402E-17
     863 -0.67190066E+01 -0.10460968E-16 -0.76075473E+01  0.56990402E-17
     864 -0.67206259E+01 -0.10460028E-16 -0.76075473E+01  0.56990402E-17
     865 -0.67229554E+01 -0.10458440E-16 -0.76075473E+01  0.56990402E-17
     866 -0.67246201E+01 -0.10457728E-16 -0.76075473E+01  0.56990402E-17
     867 -0.67261090E+01 -0.10457084E-16 -0.76075473E+01  0.56990402E-17
     868 -0.67275019E+01 -0.10456776E-16 -0.76075473E+01  0.56990402E-17
     869 -0.67293718E+01 -0.10453668E-16 -0.76075473E+01  0.56990402E-17
     870 -0.67310664E+01 -0.10450504E-16 -0.76075473E+01  0.56990402E-17
     871 -0.67331856E+01 -0.10448529E-16 -0.76075473E+01  0.56990402E-17
     872 -0.67348558E+01 -0.10446539E-16 -0.76075473E+01  0.56990402E-17
     873 -0.67370745E+01 -0.10444037E-16 -0.76075473E+01  0.56990402E-17
     874 -0.67394013E+01 -0.10441167E-16 -0.76075473E+01  0.56990402E-17
     875 -0.67416866E+01 -0.10438836E-16 -0.76075473E+01  0.56990402E-17
     876 -0.67438996E+01 -0.10436031E-16 -0.76075473E+01  0.56990402E-17
     877 -0.67462774E+01 -0.10435585E-16 -0.76075473E+01  0.56990402E-17
     878 -0.67478374E+01 -0.10433752E-16 -0.76075473E+01  0.56990402E-17
     879 -0.67494061E+01 -0.10431389E-16 -0.76075473E+01  0.56990402E-17
     880 -0.67512305E+01 -0.10429020E-16 -0.76075473E+01  0.56990402E-17
     881 -0.67542726E+01 -0.10430683E-16 -0.76075473E+01  0.56990402E-17
     882 -0.67564934E+01 -0.10425594E-16 -0.76075473E+01  0.56990402E-17
     883 -0.67592379E+01 -0.10425743E-16 -0.76075473E+01  0.56990402E-17
     884 -0.67616563E+01 -0.10422242E-16 -0.76075473E+01  0.56990402E-17
     885 -0.67634688E+01 -0.10419775E-16 -0.76075473E+01  0.56990402E-17
     886 -0.67656567E+01 -0.10417449E-16 -0.76075473E+01  0.56990402E-17
     887 -0.67678815E+01 -0.10415678E-16 -0.76075473E+01  0.56990402E-17
     888 -0.67692453E+01 -0.10415660E-16 -0.76075473E+01  0.56990402E-17
     889 -0.67707552E+01 -0.10415369E-16 -0.76075473E+01  0.56990402E-17
     890 -0.67725199E+01 -0.10414597E-16 -0.76075473E+01  0.56990402E-17
     891 -0.67739687E+01 -0.10415217E-16 -0.76075473E+01  0.56990402E-17
     892 -0.67754295E+01 -0.10413826E-16 -0.76075473E+01  0.56990402E-17
     893 -0.67768955E+01 -0.10414735E-16 -0.76075473E+01  0.56990402E-17
     894 -0.67785826E+01 -0.10413122E-16 -0.76075473E+01  0.56990402E-17
     895 -0.67801190E+01 -0.10412679E-16 -0.76075473E+01  0.56990402E-17
     896 -0.67816609E+01 -0.10414156E-16 -0.76075473E+01  0.56990402E-17
     897 -0.67828460E+01 -0.10414597E-16 -0.76075473E+01  0.56990402E-17
     898 -0.67843017E+01 -0.10417198E-16 -0.76075473E+01  0.56990402E-17
     899 -0.67856541E+01 -0.10419379E-16 -0.76075473E+01  0.56990402E-17
     900 -0.67875282E+01 -0.10421837E-16 -0.76075473E+01  0.56990402E-17
     901 -0.67894734E+01 -0.10424434E-16 -0.76075473E+01  0.56990402E-17
     902 -0.67908575E+01 -0.10424790E-16 -0.76075473E+01  0.56990402E-17
     903 -0.67924885E+01 -0.10421958E-16 -0.76075473E+01  0.56990402E-17
     904 -0.67937299E+01 -0.10422671E-16 -0.76075473E+01  0.56990402E-17
     905 -0.67950014E+01 -0.10423068E-16 -0.76075473E+01  0.56990402E-17
     906 -0.67965518E+01 -0.10422027E-16 -0.76075473E+01  0.56990402E-17
     907 -0.67979594E+01 -0.10421414E-16 -0.76075473E+01  0.56990402E-17
     908 -0.67991702E+01 -0.10421319E-16 -0.76075473E+01  0.56990402E-17
     909 -0.68005688E+01 -0.10422618E-16 -0.76075473E+01  0.56990402E-17
     910 -0.68021807E+01 -0.10422950E-16 -0.76075473E+01  0.56990402E-17
     911 -0.68036061E+01 -0.10423210E-16 -0.76075473E+01  0.56990402E-17
     912 -0.68053423E+01 -0.10424786E-16 -0.76075473E+01  0.56990402E-17
     913 -0.68068456E+01 -0.10424536E-16 -0.76075473E+01  0.56990402E-17
     914 -0.68082474E+01 -0.10424051E-16 -0.76075473E+01  0.56990402E-17
     915 -0.68102074E+01 -0.10427227E-16 -0.76075473E+01  0.56990402E-17
     916 -0.68116224E+01 -0.10429259E-16 -0.76075473E+01  0.56990402E-17
     917 -0.68133047E+01 -0.10430723E-16 -0.76075473E+01  0.56990402E-17
     918 -0.68149536E+01 -0.10430870E-16 -0.76075473E+01  0.56990402E-17
     919 -0.68168325E+01 -0.10431672E-16 -0.76075473E+01  0.56990402E-17
     920 -0.68190556E+01 -0.10435430E-16 -0.76075473E+01  0.56990402E-17
     921 -0.68201894E+01 -0.10436237E-16 -0.76075473E+01  0.56990402E-17
     922 -0.68222930E+01 -0.10439337E-16 -0.76075473E+01  0.56990402E-17
     923 -0.68243843E+01 -0.10443247E-16 -0.76075473E+01  0.56990402E-17
     924 -0.68261279E+01 -0.10443799E-16 -0.76075473E+01  0.56990402E-17
     925 -0.68282813E+01 -0.10440446E-16 -0.76075473E+01  0.56990402E-17
     926 -0.68309483E+01 -0.10437869E-16 -0.76075473E+01  0.56990402E-17
     927 -0.68325665E+01 -0.10439452E-16 -0.76075473E+01  0.56990402E-17
     928 -0.68345829E+01 -0.10441519E-16 -0.76075473E+01  0.56990402E-17
     929 -0.68361304E+01 -0.10441320E-16 -0.76075473E+01  0.56990402E-17
     930 -0.68373189E+01 -0.10442494E-16 -0.76075473E+01  0.56990402E-17
     931 -0.68385110E+01 -0.10443821E-16 -0.76075473E+01  0.56990402E-17
     932 -0.68398760E+01 -0.10445771E-16 -0.76075473E+01  0.56990402E-17
     933 -0.68413453E+01 -0.10446012E-16 -0.76075473E+01  0.56990402E-17
     934 -0.68428593E+01 -0.10445540E-16 -0.76075473E+01  0.56990402E-17
     935 -0.68445525E+01 -0.10446935E-16 -0.76075473E+01  0.56990402E-17
     936 -0.68459001E+01 -0.10446889E-16 -0.76075473E+01  0.56990402E-17
     937 -0.68474151E+01 -0.10445931E-16 -0.76075473E+01  0.56990402E-17
     938 -0.68484261E+01 -0.10446124E-16 -0.76075473E+01  0.56990402E-17
     939 -0.68496882E+01 -0.10446057E-16 -0.76075473E+01  0.56990402E-17
     940 -0.68511806E+01 -0.10444845E-16 -0.76075473E+01  0.56990402E-17
     941 -0.68541630E+01 -0.10451783E-16 -0.76075473E+01  0.56990402E-17
     942 -0.68559195E+01 -0.10452475E-16 -0.76075473E+01  0.56990402E-17
     943 -0.68576253E+01 -0.10452444E-16 -0.76075473E+01  0.56990402E-17
     944 -0.68595483E+01 -0.10450956E-16 -0.76075473E+01  0.56990402E-17
     945 -0.68611093E+01 -0.10449619E-16 -0.76075473E+01  0.56990402E-17
     946 -0.68628423E+01 -0.10442900E-16 -0.76075473E+01  0.56990402E-17
     947 -0.68644811E+01 -0.10441255E-16 -0.76075473E+01  0.56990402E-17
     948 -0.68658515E+01 -0.10440360E-16 -0.76075473E+01  0.56990402E-17
     949 -0.68668110E+01 -0.10439483E-16 -0.76075473E+01  0.56990402E-17
     950 -0.68680162E+01 -0.10439381E-16 -0.76075473E+01  0.56990402E-17
     951 -0.68691579E+01 -0.10438644E-16 -0.76075473E+01  0.56990402E-17
     952 -0.68701207E+01 -0.10437830E-16 -0.76075473E+01  0.56990402E-17
     953 -0.68714788E+01 -0.10437666E-16 -0.76075473E+01  0.56990402E-17
     954 -0.68728604E+01 -0.10434890E-16 -0.76075473E+01  0.56990402E-17
     955 -0.68740397E+01 -0.10433582E-16 -0.76075473E+01  0.56990402E-17
     956 -0.68751462E+01 -0.10431937E-16 -0.76075473E+01  0.56990402E-17
     957 -0.68763807E+01 -0.10429641E-16 -0.76075473E+01  0.56990402E-17
     958 -0.68777383E+01 -0.10427265E-16 -0.76075473E+01  0.56990402E-17
     959 -0.68790438E+01 -0.10425279E-16 -0.76075473E+01  0.56990402E-17
     960 -0.68805103E+01 -0.10423544E-16 -0.76075473E+01  0.56990402E-17
     961 -0.68819481E+01 -0.10420960E-16 -0.76075473E+01  0.56990402E-17
     962 -0.68833675E+01 -0.10419990E-16 -0.76075473E+01  0.56990402E-17
     963 -0.68844714E+01 -0.10419785E-16 -0.76075473E+01  0.56990402E-17
     964 -0.68853337E+01 -0.10419938E-16 -0.76075473E+01  0.56990402E-17
     965 -0.68860351E+01 -0.10419384E-16 -0.76075473E+01  0.56990402E-17
     966 -0.68876103E+01 -0.10414203E-16 -0.76075473E+01  0.56990402E-17
     967 -0.68889101E+01 -0.10409861E-16 -0.76075473E+01  0.56990402E-17
     968 -0.68902614E+01 -0.10407926E-16 -0.76075473E+01  0.56990402E-17
     969 -0.68914292E+01 -0.10406967E-16 -0.76075473E+01  0.56990402E-17
     970 -0.68925027E+01 -0.10405462E-16 -0.76075473E+01  0.56990402E-17
     971 -0.68934119E+01 -0.10405481E-16 -0.76075473E+01  0.56990402E-17
     972 -0.68945595E+01 -0.10405535E-16 -0.76075473E+01  0.56990402E-17
     973 -0.68959965E+01 -0.10407671E-16 -0.76075473E+01  0.56990402E-17
     974 -0.68969278E+01 -0.10408751E-16 -0.76075473E+01  0.56990402E-17
     975 -0.68980702E+01 -0.10408779E-16 -0.76075473E+01  0.56990402E-17
     976 -0.68991256E+01 -0.10408967E-16 -0.76075473E+01  0.56990402E-17
     977 -0.69006183E+01 -0.10408479E-16 -0.76075473E+01  0.56990402E-17
     978 -0.69019711E+01 -0.10408892E-16 -0.76075473E+01  0.56990402E-17
     979 -0.69031360E+01 -0.10408227E-16 -0.76075473E+01  0.56990402E-17
     980 -0.69045793E+01 -0.10407041E-16 -0.76075473E+01  0.56990402E-17
     981 -0.69054307E+01 -0.10407383E-16 -0.76075473E+01  0.56990402E-17
     982 -0.69064657E+01 -0.10407583E-16 -0.76075473E+01  0.56990402E-17
     983 -0.69077608E+01 -0.10406189E-16 -0.76075473E+01  0.56990402E-17
     984 -0.69090585E+01 -0.10405904E-16 -0.76075473E+01  0.56990402E-17
     985 -0.69101646E+01 -0.10407574E-16 -0.76075473E+01  0.56990402E-17
     986 -0.69111226E+01 -0.10407340E-16 -0.76075473E+01  0.56990402E-17
     987 -0.69121272E+01 -0.10407947E-16 -0.76075473E+01  0.56990402E-17
     988 -0.69131723E+01 -0.10408692E-16 -0.76075473E+01  0.56990402E-17
     989 -0.69144356E+01 -0.10408536E-16 -0.76075473E+01  0.56990402E-17
     990 -0.69154688E+01 -0.10407928E-16 -0.76075473E+01  0.56990402E-17
     991 -0.69161483E+01 -0.10407294E-16 -0.76075473E+01  0.56990402E-17
     992 -0.69171384E+01 -0.10406475E-16 -0.76075473E+01  0.56990402E-17
     993 -0.69180945E+01 -0.10405641E-16 -0.76075473E+01  0.56990402E-17
     994 -0.69200659E+01 -0.10405677E-16 -0.76075473E+01  0.56990402E-17
     995 -0.69215509E+01 -0.10407188E-16 -0.76075473E+01  0.56990402E-17
     996 -0.69224867E+01 -0.10406646E-16 -0.76075473E+01  0.56990402E-17
