n     ch_hole col3
     588 -0.50868402E+01 -0.12898962E-17
     589 -0.50873994E+01 -0.12898956E-17
     590 -0.50882167E+01 -0.12899786E-17
     591 -0.50888583E+01 -0.12899943E-17
     592 -0.50895421E+01 -0.12900329E-17
     593 -0.50902291E+01 -0.12900630E-17
     594 -0.50910528E+01 -0.12900660E-17
     595 -0.50917445E+01 -0.12900529E-17
     596 -0.50923758E+01 -0.12899883E-17
     597 -0.50928181E+01 -0.12899792E-17
     598 -0.50933440E+01 -0.12899956E-17
     599 -0.50939896E+01 -0.12900004E-17
     600 -0.50953366E+01 -0.12899787E-17
     601 -0.50968013E+01 -0.12900439E-17
     602 -0.50979547E+01 -0.12899995E-17
     603 -0.50983984E+01 -0.12900307E-17
     604 -0.50988951E+01 -0.12900250E-17
     605 -0.50998793E+01 -0.12899532E-17
     606 -0.51003604E+01 -0.12899838E-17
     607 -0.51005327E+01 -0.12899769E-17
     608 -0.51012804E+01 -0.12900335E-17
     609 -0.51020379E+01 -0.12900510E-17
     610 -0.51024576E+01 -0.12900768E-17
     611 -0.51030633E+01 -0.12901116E-17
     612 -0.51039113E+01 -0.12901025E-17
     613 -0.51047399E+01 -0.12901022E-17
     614 -0.51055884E+01 -0.12901215E-17
     615 -0.51063123E+01 -0.12901443E-17
     616 -0.51067824E+01 -0.12901299E-17
     617 -0.51072265E+01 -0.12901563E-17
     618 -0.51076509E+01 -0.12901716E-17
     619 -0.51085288E+01 -0.12901728E-17
     620 -0.51090790E+01 -0.12901945E-17
     621 -0.51098656E+01 -0.12902013E-17
     622 -0.51104103E+01 -0.12902075E-17
     623 -0.51116130E+01 -0.12902656E-17
     624 -0.51124167E+01 -0.12902687E-17
     625 -0.51131450E+01 -0.12903124E-17
     626 -0.51139743E+01 -0.12903006E-17
     627 -0.51153187E+01 -0.12903714E-17
     628 -0.51162640E+01 -0.12903924E-17
     629 -0.51167361E+01 -0.12904193E-17
     630 -0.51177003E+01 -0.12904648E-17
     631 -0.51184769E+01 -0.12904677E-17
     632 -0.51193391E+01 -0.12905113E-17
     633 -0.51200090E+01 -0.12905147E-17
     634 -0.51206332E+01 -0.12905296E-17
     635 -0.51212521E+01 -0.12905094E-17
     636 -0.51218254E+01 -0.12904987E-17
     637 -0.51229166E+01 -0.12904555E-17
     638 -0.51238417E+01 -0.12904489E-17
     639 -0.51246942E+01 -0.12903886E-17
     640 -0.51251737E+01 -0.12903870E-17
     641 -0.51255848E+01 -0.12903895E-17
     642 -0.51260427E+01 -0.12903784E-17
     643 -0.51265876E+01 -0.12903689E-17
     644 -0.51270970E+01 -0.12903975E-17
     645 -0.51276985E+01 -0.12903905E-17
     646 -0.51281246E+01 -0.12903919E-17
     647 -0.51286761E+01 -0.12904132E-17
     648 -0.51293718E+01 -0.12904239E-17
     649 -0.51302342E+01 -0.12904629E-17
     650 -0.51309647E+01 -0.12904523E-17
     651 -0.51315511E+01 -0.12904519E-17
     652 -0.51322587E+01 -0.12904548E-17
     653 -0.51329343E+01 -0.12904666E-17
     654 -0.51337568E+01 -0.12904207E-17
     655 -0.51341077E+01 -0.12904278E-17
     656 -0.51343337E+01 -0.12904139E-17
     657 -0.51346585E+01 -0.12904137E-17
     658 -0.51352667E+01 -0.12904232E-17
     659 -0.51358428E+01 -0.12904058E-17
     660 -0.51367087E+01 -0.12903724E-17
     661 -0.51370923E+01 -0.12903800E-17
     662 -0.51378214E+01 -0.12903924E-17
     663 -0.51381751E+01 -0.12904072E-17
     664 -0.51390600E+01 -0.12903534E-17
     665 -0.51397583E+01 -0.12903492E-17
     666 -0.51407336E+01 -0.12904258E-17
     667 -0.51411043E+01 -0.12904270E-17
     668 -0.51416110E+01 -0.12904324E-17
     669 -0.51420365E+01 -0.12904437E-17
     670 -0.51429927E+01 -0.12904431E-17
     671 -0.51435124E+01 -0.12904600E-17
     672 -0.51439621E+01 -0.12904756E-17
     673 -0.51443895E+01 -0.12904635E-17
     674 -0.51447392E+01 -0.12904654E-17
     675 -0.51452537E+01 -0.12904632E-17
     676 -0.51456003E+01 -0.12904594E-17
     677 -0.51462470E+01 -0.12904832E-17
     678 -0.51472628E+01 -0.12905290E-17
     679 -0.51479626E+01 -0.12905192E-17
     680 -0.51489572E+01 -0.12904820E-17
     681 -0.51497731E+01 -0.12904928E-17
     682 -0.51503339E+01 -0.12904861E-17
     683 -0.51511546E+01 -0.12904692E-17
     684 -0.51519482E+01 -0.12904838E-17
     685 -0.51529868E+01 -0.12905567E-17
     686 -0.51538150E+01 -0.12905901E-17
     687 -0.51543086E+01 -0.12905471E-17
     688 -0.51553968E+01 -0.12905702E-17
     689 -0.51563022E+01 -0.12905350E-17
     690 -0.51568043E+01 -0.12905383E-17
     691 -0.51574511E+01 -0.12905372E-17
     692 -0.51578418E+01 -0.12905467E-17
     693 -0.51582639E+01 -0.12905171E-17
     694 -0.51588605E+01 -0.12905269E-17
     695 -0.51593285E+01 -0.12905341E-17
     696 -0.51601436E+01 -0.12905099E-17
     697 -0.51609127E+01 -0.12905605E-17
     698 -0.51617668E+01 -0.12905426E-17
     699 -0.51626222E+01 -0.12904886E-17
     700 -0.51630299E+01 -0.12904810E-17
     701 -0.51635044E+01 -0.12904988E-17
     702 -0.51645162E+01 -0.12905596E-17
     703 -0.51655743E+01 -0.12905342E-17
     704 -0.51664279E+01 -0.12905277E-17
     705 -0.51671770E+01 -0.12905146E-17
     706 -0.51679024E+01 -0.12905238E-17
     707 -0.51686819E+01 -0.12904896E-17
     708 -0.51692666E+01 -0.12904458E-17
     709 -0.51697349E+01 -0.12904354E-17
     710 -0.51701370E+01 -0.12904314E-17
     711 -0.51706140E+01 -0.12904414E-17
     712 -0.51711467E+01 -0.12904485E-17
     713 -0.51716292E+01 -0.12904682E-17
     714 -0.51722825E+01 -0.12904632E-17
     715 -0.51732391E+01 -0.12905032E-17
     716 -0.51737274E+01 -0.12905322E-17
     717 -0.51749404E+01 -0.12905544E-17
     718 -0.51756833E+01 -0.12905332E-17
     719 -0.51765454E+01 -0.12904691E-17
     720 -0.51779645E+01 -0.12905455E-17
     721 -0.51784395E+01 -0.12905602E-17
     722 -0.51789659E+01 -0.12905387E-17
     723 -0.51796998E+01 -0.12905354E-17
     724 -0.51805889E+01 -0.12905464E-17
     725 -0.51812771E+01 -0.12905978E-17
     726 -0.51820868E+01 -0.12906172E-17
     727 -0.51828721E+01 -0.12906322E-17
     728 -0.51840018E+01 -0.12906592E-17
     729 -0.51850277E+01 -0.12906567E-17
     730 -0.51853873E+01 -0.12906546E-17
     731 -0.51860954E+01 -0.12906730E-17
     732 -0.51869520E+01 -0.12906829E-17
     733 -0.51873982E+01 -0.12907066E-17
     734 -0.51881078E+01 -0.12907416E-17
     735 -0.51892316E+01 -0.12907512E-17
     736 -0.51902338E+01 -0.12907670E-17
     737 -0.51906217E+01 -0.12907715E-17
     738 -0.51913143E+01 -0.12907567E-17
     739 -0.51919240E+01 -0.12907408E-17
     740 -0.51924591E+01 -0.12907368E-17
     741 -0.51933376E+01 -0.12907894E-17
     742 -0.51939094E+01 -0.12908343E-17
     743 -0.51941887E+01 -0.12908306E-17
     744 -0.51950646E+01 -0.12908037E-17
     745 -0.51957083E+01 -0.12908392E-17
     746 -0.51964386E+01 -0.12908429E-17
     747 -0.51968759E+01 -0.12908711E-17
     748 -0.51972482E+01 -0.12908835E-17
     749 -0.51976677E+01 -0.12908986E-17
     750 -0.51980920E+01 -0.12908999E-17
     751 -0.51987982E+01 -0.12909017E-17
     752 -0.51996271E+01 -0.12909428E-17
     753 -0.52000539E+01 -0.12909431E-17
     754 -0.52004442E+01 -0.12909626E-17
     755 -0.52006053E+01 -0.12909726E-17
     756 -0.52012572E+01 -0.12909664E-17
     757 -0.52016086E+01 -0.12909595E-17
     758 -0.52019680E+01 -0.12909659E-17
     759 -0.52024099E+01 -0.12909289E-17
     760 -0.52029202E+01 -0.12909419E-17
     761 -0.52031774E+01 -0.12909474E-17
     762 -0.52036508E+01 -0.12909355E-17
     763 -0.52043314E+01 -0.12908833E-17
     764 -0.52046873E+01 -0.12908902E-17
     765 -0.52056182E+01 -0.12908767E-17
     766 -0.52061874E+01 -0.12908717E-17
     767 -0.52064168E+01 -0.12908819E-17
     768 -0.52068960E+01 -0.12908672E-17
     769 -0.52072004E+01 -0.12908772E-17
     770 -0.52080925E+01 -0.12909329E-17
     771 -0.52088440E+01 -0.12909453E-17
     772 -0.52090829E+01 -0.12909440E-17
     773 -0.52095183E+01 -0.12909616E-17
     774 -0.52099424E+01 -0.12909916E-17
     775 -0.52108962E+01 -0.12910709E-17
     776 -0.52114038E+01 -0.12910861E-17
     777 -0.52117867E+01 -0.12911073E-17
     778 -0.52123173E+01 -0.12911223E-17
     779 -0.52127614E+01 -0.12910980E-17
     780 -0.52131970E+01 -0.12910715E-17
     781 -0.52140079E+01 -0.12910514E-17
     782 -0.52146637E+01 -0.12910235E-17
     783 -0.52152152E+01 -0.12910761E-17
     784 -0.52158161E+01 -0.12910452E-17
     785 -0.52169333E+01 -0.12910194E-17
     786 -0.52176224E+01 -0.12910685E-17
     787 -0.52179939E+01 -0.12910548E-17
     788 -0.52186066E+01 -0.12910533E-17
     789 -0.52189109E+01 -0.12910661E-17
     790 -0.52193291E+01 -0.12910614E-17
     791 -0.52196928E+01 -0.12910510E-17
     792 -0.52200034E+01 -0.12910506E-17
     793 -0.52204399E+01 -0.12910759E-17
     794 -0.52207606E+01 -0.12910484E-17
     795 -0.52210546E+01 -0.12910733E-17
     796 -0.52214981E+01 -0.12910780E-17
     797 -0.52219501E+01 -0.12910788E-17
     798 -0.52222422E+01 -0.12910696E-17
     799 -0.52227001E+01 -0.12910622E-17
     800 -0.52231198E+01 -0.12910809E-17
     801 -0.52235623E+01 -0.12910615E-17
     802 -0.52240980E+01 -0.12910854E-17
     803 -0.52247042E+01 -0.12911335E-17
     804 -0.52253030E+01 -0.12910837E-17
     805 -0.52257098E+01 -0.12910785E-17
     806 -0.52262049E+01 -0.12911019E-17
     807 -0.52266072E+01 -0.12911087E-17
     808 -0.52272475E+01 -0.12910730E-17
     809 -0.52276427E+01 -0.12910646E-17
     810 -0.52283721E+01 -0.12910301E-17
     811 -0.52290690E+01 -0.12910514E-17
     812 -0.52295984E+01 -0.12910456E-17
     813 -0.52302161E+01 -0.12910763E-17
     814 -0.52311792E+01 -0.12911215E-17
     815 -0.52321752E+01 -0.12910375E-17
     816 -0.52326963E+01 -0.12910453E-17
     817 -0.52331844E+01 -0.12910625E-17
     818 -0.52339851E+01 -0.12911152E-17
     819 -0.52349865E+01 -0.12911307E-17
     820 -0.52354328E+01 -0.12911332E-17
     821 -0.52361119E+01 -0.12911223E-17
     822 -0.52366064E+01 -0.12911243E-17
     823 -0.52371792E+01 -0.12911429E-17
     824 -0.52377885E+01 -0.12911415E-17
     825 -0.52384808E+01 -0.12911231E-17
     826 -0.52389307E+01 -0.12911187E-17
     827 -0.52393071E+01 -0.12911363E-17
     828 -0.52397918E+01 -0.12911526E-17
     829 -0.52404533E+01 -0.12911937E-17
     830 -0.52409657E+01 -0.12912019E-17
     831 -0.52415161E+01 -0.12911838E-17
     832 -0.52420432E+01 -0.12912194E-17
     833 -0.52424504E+01 -0.12912010E-17
     834 -0.52427044E+01 -0.12912109E-17
     835 -0.52432610E+01 -0.12912036E-17
     836 -0.52439071E+01 -0.12913442E-17
     837 -0.52447397E+01 -0.12914027E-17
     838 -0.52452916E+01 -0.12914214E-17
     839 -0.52457917E+01 -0.12914203E-17
     840 -0.52461788E+01 -0.12914313E-17
     841 -0.52466976E+01 -0.12914548E-17
     842 -0.52472782E+01 -0.12914427E-17
     843 -0.52476454E+01 -0.12914521E-17
     844 -0.52479926E+01 -0.12914563E-17
     845 -0.52483499E+01 -0.12914618E-17
     846 -0.52486445E+01 -0.12914580E-17
     847 -0.52489295E+01 -0.12914577E-17
     848 -0.52493386E+01 -0.12914297E-17
     849 -0.52498446E+01 -0.12914147E-17
     850 -0.52504164E+01 -0.12914351E-17
     851 -0.52507923E+01 -0.12914559E-17
     852 -0.52511600E+01 -0.12914380E-17
     853 -0.52516830E+01 -0.12914344E-17
     854 -0.52522784E+01 -0.12914367E-17
     855 -0.52528384E+01 -0.12914383E-17
     856 -0.52531490E+01 -0.12914369E-17
     857 -0.52535141E+01 -0.12914480E-17
     858 -0.52538160E+01 -0.12914749E-17
     859 -0.52546114E+01 -0.12914843E-17
     860 -0.52550529E+01 -0.12914935E-17
     861 -0.52554781E+01 -0.12914960E-17
     862 -0.52558798E+01 -0.12914936E-17
     863 -0.52562418E+01 -0.12915020E-17
     864 -0.52565426E+01 -0.12914839E-17
     865 -0.52570359E+01 -0.12914683E-17
     866 -0.52575296E+01 -0.12914950E-17
     867 -0.52579386E+01 -0.12914832E-17
     868 -0.52584058E+01 -0.12914532E-17
     869 -0.52587179E+01 -0.12914597E-17
     870 -0.52592115E+01 -0.12914518E-17
     871 -0.52597041E+01 -0.12914503E-17
     872 -0.52603766E+01 -0.12914114E-17
     873 -0.52608820E+01 -0.12913435E-17
     874 -0.52613397E+01 -0.12913466E-17
     875 -0.52617862E+01 -0.12913511E-17
     876 -0.52621967E+01 -0.12913517E-17
     877 -0.52626313E+01 -0.12913617E-17
     878 -0.52630231E+01 -0.12913599E-17
     879 -0.52640296E+01 -0.12913839E-17
     880 -0.52650433E+01 -0.12913996E-17
     881 -0.52656198E+01 -0.12914325E-17
     882 -0.52660500E+01 -0.12914358E-17
     883 -0.52667658E+01 -0.12914233E-17
     884 -0.52673311E+01 -0.12914126E-17
     885 -0.52683931E+01 -0.12913818E-17
     886 -0.52690812E+01 -0.12913765E-17
     887 -0.52699000E+01 -0.12913657E-17
     888 -0.52704044E+01 -0.12913704E-17
     889 -0.52711260E+01 -0.12913482E-17
     890 -0.52714047E+01 -0.12913607E-17
     891 -0.52717863E+01 -0.12913586E-17
     892 -0.52722559E+01 -0.12913488E-17
     893 -0.52726153E+01 -0.12913681E-17
     894 -0.52731364E+01 -0.12913626E-17
     895 -0.52734936E+01 -0.12913671E-17
     896 -0.52739358E+01 -0.12913747E-17
     897 -0.52743135E+01 -0.12913795E-17
     898 -0.52748323E+01 -0.12913963E-17
     899 -0.52751286E+01 -0.12914004E-17
     900 -0.52754823E+01 -0.12914163E-17
     901 -0.52757632E+01 -0.12914201E-17
     902 -0.52760348E+01 -0.12914175E-17
     903 -0.52766855E+01 -0.12913955E-17
     904 -0.52768820E+01 -0.12913939E-17
     905 -0.52773295E+01 -0.12913826E-17
     906 -0.52775976E+01 -0.12913813E-17
     907 -0.52779040E+01 -0.12913753E-17
     908 -0.52782333E+01 -0.12913786E-17
     909 -0.52785911E+01 -0.12913698E-17
     910 -0.52792224E+01 -0.12913975E-17
     911 -0.52799458E+01 -0.12914096E-17
     912 -0.52804342E+01 -0.12914131E-17
     913 -0.52806016E+01 -0.12914174E-17
     914 -0.52812547E+01 -0.12914166E-17
     915 -0.52816470E+01 -0.12914338E-17
     916 -0.52820613E+01 -0.12914410E-17
     917 -0.52824463E+01 -0.12914808E-17
     918 -0.52830267E+01 -0.12914906E-17
     919 -0.52833218E+01 -0.12915024E-17
     920 -0.52839248E+01 -0.12915244E-17
     921 -0.52847210E+01 -0.12915458E-17
     922 -0.52853836E+01 -0.12915383E-17
     923 -0.52860857E+01 -0.12915539E-17
     924 -0.52865411E+01 -0.12915526E-17
     925 -0.52870886E+01 -0.12915559E-17
     926 -0.52877221E+01 -0.12915686E-17
     927 -0.52882685E+01 -0.12915737E-17
     928 -0.52887291E+01 -0.12916027E-17
     929 -0.52893175E+01 -0.12916188E-17
     930 -0.52899554E+01 -0.12916296E-17
     931 -0.52905600E+01 -0.12916317E-17
     932 -0.52910633E+01 -0.12916434E-17
     933 -0.52914974E+01 -0.12916449E-17
     934 -0.52918300E+01 -0.12916589E-17
     935 -0.52923387E+01 -0.12916710E-17
     936 -0.52927377E+01 -0.12916659E-17
     937 -0.52931443E+01 -0.12916394E-17
     938 -0.52937162E+01 -0.12916303E-17
     939 -0.52945453E+01 -0.12916859E-17
     940 -0.52950643E+01 -0.12916811E-17
     941 -0.52956270E+01 -0.12916686E-17
     942 -0.52962963E+01 -0.12916710E-17
     943 -0.52972108E+01 -0.12917138E-17
     944 -0.52975324E+01 -0.12917246E-17
     945 -0.52987223E+01 -0.12917792E-17
     946 -0.52991967E+01 -0.12917463E-17
     947 -0.52997391E+01 -0.12917594E-17
     948 -0.53003450E+01 -0.12917802E-17
     949 -0.53009780E+01 -0.12917743E-17
     950 -0.53015397E+01 -0.12917509E-17
     951 -0.53021773E+01 -0.12918014E-17
     952 -0.53029914E+01 -0.12918173E-17
     953 -0.53032434E+01 -0.12918171E-17
     954 -0.53039727E+01 -0.12918449E-17
     955 -0.53043829E+01 -0.12918416E-17
     956 -0.53047128E+01 -0.12918443E-17
     957 -0.53056806E+01 -0.12918060E-17
     958 -0.53060251E+01 -0.12918331E-17
     959 -0.53065420E+01 -0.12918421E-17
     960 -0.53070750E+01 -0.12918285E-17
     961 -0.53081919E+01 -0.12917953E-17
     962 -0.53086985E+01 -0.12917828E-17
     963 -0.53095695E+01 -0.12918059E-17
     964 -0.53099477E+01 -0.12917909E-17
     965 -0.53103816E+01 -0.12917712E-17
     966 -0.53107531E+01 -0.12917640E-17
     967 -0.53111842E+01 -0.12917650E-17
     968 -0.53116707E+01 -0.12917447E-17
     969 -0.53120393E+01 -0.12917509E-17
     970 -0.53123712E+01 -0.12917402E-17
     971 -0.53128549E+01 -0.12916986E-17
     972 -0.53131605E+01 -0.12917007E-17
     973 -0.53135713E+01 -0.12917090E-17
     974 -0.53139474E+01 -0.12917000E-17
     975 -0.53144692E+01 -0.12917213E-17
     976 -0.53152142E+01 -0.12917063E-17
     977 -0.53157633E+01 -0.12917082E-17
     978 -0.53164392E+01 -0.12917085E-17
     979 -0.53168224E+01 -0.12917152E-17
     980 -0.53174538E+01 -0.12917526E-17
     981 -0.53178944E+01 -0.12917830E-17
     982 -0.53182641E+01 -0.12917836E-17
     983 -0.53185971E+01 -0.12918106E-17
     984 -0.53189528E+01 -0.12918232E-17
     985 -0.53193762E+01 -0.12918159E-17
     986 -0.53197770E+01 -0.12918276E-17
     987 -0.53201292E+01 -0.12918220E-17
     988 -0.53203207E+01 -0.12918186E-17
     989 -0.53206746E+01 -0.12918053E-17
     990 -0.53208773E+01 -0.12918128E-17
     991 -0.53213410E+01 -0.12918149E-17
     992 -0.53217741E+01 -0.12918304E-17
     993 -0.53220811E+01 -0.12918231E-17
     994 -0.53225164E+01 -0.12918444E-17
     995 -0.53230704E+01 -0.12918468E-17
     996 -0.53237593E+01 -0.12918952E-17
     997 -0.53247111E+01 -0.12918643E-17
     998 -0.53251943E+01 -0.12919217E-17
     999 -0.53258339E+01 -0.12919283E-17
    1000 -0.53263376E+01 -0.12919241E-17
    1001 -0.53268458E+01 -0.12919314E-17
    1002 -0.53273790E+01 -0.12919385E-17
    1003 -0.53282120E+01 -0.12919518E-17
    1004 -0.53287939E+01 -0.12919429E-17
    1005 -0.53293470E+01 -0.12919373E-17
    1006 -0.53296470E+01 -0.12919463E-17
    1007 -0.53300542E+01 -0.12919711E-17
    1008 -0.53304742E+01 -0.12920065E-17
    1009 -0.53307931E+01 -0.12920079E-17
    1010 -0.53313583E+01 -0.12920153E-17
    1011 -0.53316229E+01 -0.12920139E-17
    1012 -0.53321941E+01 -0.12920176E-17
    1013 -0.53327373E+01 -0.12920273E-17
    1014 -0.53335680E+01 -0.12920260E-17
    1015 -0.53344427E+01 -0.12920335E-17
    1016 -0.53348094E+01 -0.12920448E-17
    1017 -0.53353279E+01 -0.12920306E-17
    1018 -0.53357590E+01 -0.12920231E-17
    1019 -0.53360712E+01 -0.12920371E-17
    1020 -0.53362580E+01 -0.12920322E-17
    1021 -0.53367792E+01 -0.12920192E-17
    1022 -0.53372813E+01 -0.12920512E-17
    1023 -0.53376343E+01 -0.12920674E-17
    1024 -0.53380763E+01 -0.12920596E-17
