 n     ch_hole col3
    1015 -0.53344097E+01 -0.12770598E-17
    1016 -0.53347764E+01 -0.12770721E-17
    1017 -0.53352949E+01 -0.12770684E-17
    1018 -0.53357260E+01 -0.12770693E-17
    1019 -0.53360382E+01 -0.12770834E-17
    1020 -0.53362250E+01 -0.12770785E-17
    1021 -0.53367462E+01 -0.12770617E-17
    1022 -0.53372483E+01 -0.12770824E-17
    1023 -0.53376013E+01 -0.12770910E-17
    1024 -0.53380433E+01 -0.12770982E-17
    1025 -0.53384722E+01 -0.12770885E-17
    1026 -0.53387404E+01 -0.12770855E-17
    1027 -0.53390151E+01 -0.12770967E-17
    1028 -0.53397467E+01 -0.12770191E-17
    1029 -0.53403135E+01 -0.12770079E-17
    1030 -0.53409780E+01 -0.12769991E-17
    1031 -0.53414933E+01 -0.12769951E-17
    1032 -0.53419662E+01 -0.12769913E-17
    1033 -0.53422701E+01 -0.12769807E-17
    1034 -0.53426615E+01 -0.12769807E-17
    1035 -0.53432207E+01 -0.12769975E-17
    1036 -0.53440936E+01 -0.12770000E-17
    1037 -0.53448113E+01 -0.12770068E-17
    1038 -0.53452538E+01 -0.12769997E-17
    1039 -0.53458954E+01 -0.12770035E-17
    1040 -0.53465187E+01 -0.12770052E-17
    1041 -0.53470128E+01 -0.12769795E-17
    1042 -0.53476231E+01 -0.12769976E-17
    1043 -0.53479627E+01 -0.12769935E-17
    1044 -0.53483661E+01 -0.12770024E-17
    1045 -0.53491194E+01 -0.12769366E-17
    1046 -0.53496454E+01 -0.12769148E-17
    1047 -0.53504590E+01 -0.12768863E-17
    1048 -0.53511075E+01 -0.12768790E-17
    1049 -0.53516769E+01 -0.12768889E-17
    1050 -0.53520655E+01 -0.12769002E-17
    1051 -0.53526125E+01 -0.12769473E-17
    1052 -0.53533869E+01 -0.12769646E-17
    1053 -0.53536766E+01 -0.12769770E-17
    1054 -0.53539133E+01 -0.12769795E-17
    1055 -0.53541276E+01 -0.12769876E-17
    1056 -0.53545423E+01 -0.12769819E-17
    1057 -0.53550696E+01 -0.12769726E-17
    1058 -0.53557815E+01 -0.12769474E-17
    1059 -0.53561263E+01 -0.12769613E-17
    1060 -0.53563801E+01 -0.12769597E-17
    1061 -0.53566060E+01 -0.12769620E-17
    1062 -0.53567565E+01 -0.12769627E-17
    1063 -0.53571726E+01 -0.12769774E-17
    1064 -0.53574955E+01 -0.12769943E-17
    1065 -0.53578329E+01 -0.12770092E-17
    1066 -0.53583948E+01 -0.12769881E-17
    1067 -0.53586698E+01 -0.12769885E-17
    1068 -0.53589057E+01 -0.12769878E-17
    1069 -0.53592431E+01 -0.12770031E-17
    1070 -0.53594839E+01 -0.12770087E-17
    1071 -0.53597074E+01 -0.12769864E-17
    1072 -0.53599799E+01 -0.12769911E-17
    1073 -0.53604481E+01 -0.12769828E-17
    1074 -0.53607530E+01 -0.12769805E-17
    1075 -0.53611955E+01 -0.12769765E-17
    1076 -0.53616199E+01 -0.12769854E-17
    1077 -0.53622169E+01 -0.12769757E-17
    1078 -0.53625749E+01 -0.12769906E-17
    1079 -0.53627808E+01 -0.12770023E-17
    1080 -0.53630142E+01 -0.12770008E-17
    1081 -0.53633677E+01 -0.12770071E-17
    1082 -0.53637077E+01 -0.12770092E-17
    1083 -0.53639417E+01 -0.12770073E-17
    1084 -0.53642295E+01 -0.12770185E-17
    1085 -0.53645451E+01 -0.12770150E-17
    1086 -0.53648079E+01 -0.12770118E-17
    1087 -0.53653524E+01 -0.12770129E-17
    1088 -0.53656712E+01 -0.12770147E-17
    1089 -0.53661162E+01 -0.12770105E-17
    1090 -0.53666316E+01 -0.12770337E-17
    1091 -0.53669917E+01 -0.12770274E-17
    1092 -0.53672947E+01 -0.12770245E-17
    1093 -0.53676354E+01 -0.12770297E-17
    1094 -0.53678729E+01 -0.12770327E-17
    1095 -0.53681359E+01 -0.12770266E-17
    1096 -0.53685328E+01 -0.12770496E-17
    1097 -0.53688086E+01 -0.12770520E-17
    1098 -0.53690674E+01 -0.12770495E-17
    1099 -0.53694801E+01 -0.12770562E-17
    1100 -0.53696753E+01 -0.12770578E-17
    1101 -0.53699813E+01 -0.12770601E-17
    1102 -0.53702702E+01 -0.12770701E-17
    1103 -0.53705460E+01 -0.12770721E-17
    1104 -0.53711378E+01 -0.12770718E-17
    1105 -0.53717332E+01 -0.12770481E-17
    1106 -0.53725691E+01 -0.12770696E-17
    1107 -0.53729580E+01 -0.12770652E-17
    1108 -0.53731986E+01 -0.12770518E-17
    1109 -0.53735407E+01 -0.12770641E-17
    1110 -0.53740665E+01 -0.12770688E-17
    1111 -0.53744020E+01 -0.12770724E-17
    1112 -0.53749484E+01 -0.12770618E-17
    1113 -0.53753224E+01 -0.12770719E-17
    1114 -0.53756484E+01 -0.12770815E-17
    1115 -0.53760038E+01 -0.12770896E-17
    1116 -0.53766724E+01 -0.12770978E-17
    1117 -0.53771179E+01 -0.12771138E-17
    1118 -0.53775642E+01 -0.12771183E-17
    1119 -0.53779647E+01 -0.12771184E-17
    1120 -0.53783837E+01 -0.12771555E-17
    1121 -0.53787513E+01 -0.12771480E-17
    1122 -0.53792287E+01 -0.12771464E-17
    1123 -0.53794062E+01 -0.12771371E-17
    1124 -0.53798545E+01 -0.12771457E-17
    1125 -0.53802155E+01 -0.12771488E-17
    1126 -0.53803770E+01 -0.12771466E-17
    1127 -0.53807459E+01 -0.12771605E-17
    1128 -0.53814268E+01 -0.12771794E-17
    1129 -0.53819928E+01 -0.12772084E-17
    1130 -0.53825013E+01 -0.12772374E-17
    1131 -0.53828400E+01 -0.12772286E-17
    1132 -0.53834554E+01 -0.12772140E-17
    1133 -0.53842966E+01 -0.12772098E-17
    1134 -0.53847703E+01 -0.12772335E-17
    1135 -0.53853323E+01 -0.12772316E-17
    1136 -0.53856349E+01 -0.12772329E-17
    1137 -0.53857492E+01 -0.12772399E-17
    1138 -0.53860848E+01 -0.12772460E-17
    1139 -0.53863256E+01 -0.12772567E-17
    1140 -0.53866633E+01 -0.12772536E-17
    1141 -0.53868660E+01 -0.12772607E-17
    1142 -0.53870313E+01 -0.12772571E-17
    1143 -0.53877287E+01 -0.12772478E-17
    1144 -0.53881489E+01 -0.12772556E-17
    1145 -0.53886162E+01 -0.12772377E-17
    1146 -0.53891447E+01 -0.12772224E-17
    1147 -0.53895505E+01 -0.12772509E-17
    1148 -0.53897868E+01 -0.12772394E-17
    1149 -0.53903427E+01 -0.12772051E-17
    1150 -0.53907383E+01 -0.12771819E-17
    1151 -0.53913003E+01 -0.12771764E-17
    1152 -0.53916081E+01 -0.12771671E-17
    1153 -0.53920000E+01 -0.12771772E-17
    1154 -0.53923637E+01 -0.12771574E-17
    1155 -0.53928372E+01 -0.12771422E-17
    1156 -0.53930566E+01 -0.12771383E-17
    1157 -0.53935748E+01 -0.12771392E-17
    1158 -0.53940344E+01 -0.12771227E-17
    1159 -0.53944675E+01 -0.12771329E-17
    1160 -0.53949060E+01 -0.12771426E-17
    1161 -0.53955141E+01 -0.12771416E-17
    1162 -0.53958613E+01 -0.12771115E-17
    1163 -0.53962983E+01 -0.12771320E-17
    1164 -0.53966959E+01 -0.12771323E-17
    1165 -0.53971218E+01 -0.12771081E-17
    1166 -0.53974191E+01 -0.12771085E-17
    1167 -0.53978248E+01 -0.12770755E-17
    1168 -0.53986523E+01 -0.12770184E-17
    1169 -0.53990382E+01 -0.12770408E-17
    1170 -0.53992938E+01 -0.12770383E-17
    1171 -0.53996576E+01 -0.12770422E-17
    1172 -0.54001379E+01 -0.12770543E-17
    1173 -0.54003831E+01 -0.12770372E-17
    1174 -0.54007244E+01 -0.12770478E-17
    1175 -0.54010501E+01 -0.12770528E-17
    1176 -0.54012760E+01 -0.12770590E-17
    1177 -0.54015801E+01 -0.12770519E-17
    1178 -0.54019496E+01 -0.12770491E-17
    1179 -0.54022745E+01 -0.12770641E-17
    1180 -0.54026031E+01 -0.12770677E-17
    1181 -0.54028201E+01 -0.12770716E-17
    1182 -0.54030126E+01 -0.12770731E-17
    1183 -0.54033026E+01 -0.12770849E-17
    1184 -0.54036485E+01 -0.12770727E-17
    1185 -0.54040043E+01 -0.12770605E-17
    1186 -0.54045259E+01 -0.12770587E-17
    1187 -0.54051595E+01 -0.12770388E-17
    1188 -0.54057632E+01 -0.12770581E-17
    1189 -0.54060908E+01 -0.12770684E-17
    1190 -0.54065784E+01 -0.12770655E-17
    1191 -0.54068352E+01 -0.12770581E-17
    1192 -0.54074022E+01 -0.12770762E-17
    1193 -0.54077166E+01 -0.12770865E-17
    1194 -0.54081397E+01 -0.12770962E-17
    1195 -0.54086789E+01 -0.12770903E-17
    1196 -0.54090789E+01 -0.12770924E-17
    1197 -0.54096101E+01 -0.12770848E-17
    1198 -0.54101008E+01 -0.12770551E-17
    1199 -0.54104834E+01 -0.12770709E-17
    1200 -0.54108509E+01 -0.12770746E-17
    1201 -0.54111797E+01 -0.12770734E-17
    1202 -0.54114089E+01 -0.12770750E-17
    1203 -0.54118104E+01 -0.12770705E-17
    1204 -0.54119901E+01 -0.12770783E-17
    1205 -0.54125367E+01 -0.12770747E-17
    1206 -0.54127346E+01 -0.12770724E-17
    1207 -0.54130766E+01 -0.12770557E-17
    1208 -0.54132881E+01 -0.12770599E-17
    1209 -0.54135522E+01 -0.12770623E-17
    1210 -0.54138030E+01 -0.12770676E-17
    1211 -0.54140064E+01 -0.12770729E-17
    1212 -0.54141965E+01 -0.12770680E-17
    1213 -0.54144220E+01 -0.12770762E-17
    1214 -0.54145895E+01 -0.12770812E-17
    1215 -0.54148100E+01 -0.12770849E-17
    1216 -0.54149633E+01 -0.12770918E-17
    1217 -0.54152419E+01 -0.12770930E-17
    1218 -0.54158221E+01 -0.12771003E-17
    1219 -0.54163211E+01 -0.12771057E-17
    1220 -0.54167344E+01 -0.12771398E-17
    1221 -0.54171127E+01 -0.12771483E-17
    1222 -0.54175562E+01 -0.12771460E-17
    1223 -0.54179198E+01 -0.12771506E-17
    1224 -0.54181928E+01 -0.12771420E-17
    1225 -0.54184297E+01 -0.12771462E-17
    1226 -0.54186823E+01 -0.12771589E-17
    1227 -0.54190695E+01 -0.12771732E-17
    1228 -0.54193374E+01 -0.12771632E-17
    1229 -0.54197877E+01 -0.12771763E-17
    1230 -0.54202317E+01 -0.12771805E-17
    1231 -0.54207039E+01 -0.12771904E-17
    1232 -0.54211429E+01 -0.12771974E-17
    1233 -0.54214898E+01 -0.12771900E-17
    1234 -0.54218319E+01 -0.12771952E-17
    1235 -0.54221184E+01 -0.12771961E-17
    1236 -0.54226151E+01 -0.12771613E-17
    1237 -0.54229413E+01 -0.12771634E-17
    1238 -0.54233938E+01 -0.12771422E-17
    1239 -0.54238196E+01 -0.12771496E-17
    1240 -0.54242005E+01 -0.12771636E-17
    1241 -0.54246717E+01 -0.12771762E-17
    1242 -0.54251538E+01 -0.12771673E-17
    1243 -0.54254754E+01 -0.12771803E-17
    1244 -0.54257706E+01 -0.12771879E-17
    1245 -0.54261428E+01 -0.12772093E-17
    1246 -0.54264654E+01 -0.12772342E-17
    1247 -0.54267835E+01 -0.12772350E-17
    1248 -0.54270853E+01 -0.12772410E-17
    1249 -0.54273106E+01 -0.12772433E-17
    1250 -0.54275861E+01 -0.12772376E-17
    1251 -0.54278639E+01 -0.12772425E-17
    1252 -0.54280562E+01 -0.12772341E-17
    1253 -0.54284589E+01 -0.12772108E-17
    1254 -0.54290538E+01 -0.12772059E-17
    1255 -0.54294856E+01 -0.12772024E-17
    1256 -0.54296841E+01 -0.12771969E-17
    1257 -0.54300686E+01 -0.12771882E-17
    1258 -0.54304004E+01 -0.12771725E-17
    1259 -0.54307265E+01 -0.12771714E-17
    1260 -0.54310910E+01 -0.12772052E-17
    1261 -0.54313304E+01 -0.12772054E-17
    1262 -0.54316457E+01 -0.12772105E-17
    1263 -0.54320169E+01 -0.12772135E-17
    1264 -0.54324134E+01 -0.12771808E-17
    1265 -0.54326049E+01 -0.12771799E-17
    1266 -0.54330964E+01 -0.12771955E-17
    1267 -0.54333413E+01 -0.12772054E-17
    1268 -0.54334852E+01 -0.12772176E-17
    1269 -0.54337134E+01 -0.12772280E-17
    1270 -0.54339085E+01 -0.12772327E-17
    1271 -0.54340500E+01 -0.12772317E-17
    1272 -0.54343673E+01 -0.12772434E-17
    1273 -0.54345805E+01 -0.12772439E-17
    1274 -0.54348593E+01 -0.12772475E-17
    1275 -0.54352843E+01 -0.12772585E-17
    1276 -0.54356528E+01 -0.12772523E-17
    1277 -0.54359494E+01 -0.12772483E-17
    1278 -0.54363334E+01 -0.12772580E-17
    1279 -0.54366095E+01 -0.12772516E-17
    1280 -0.54369221E+01 -0.12772362E-17
    1281 -0.54375330E+01 -0.12772256E-17
    1282 -0.54377744E+01 -0.12772228E-17
    1283 -0.54384359E+01 -0.12772172E-17
    1284 -0.54388910E+01 -0.12772075E-17
    1285 -0.54392184E+01 -0.12772121E-17
    1286 -0.54393238E+01 -0.12772104E-17
    1287 -0.54396175E+01 -0.12772198E-17
    1288 -0.54397738E+01 -0.12772094E-17
    1289 -0.54401428E+01 -0.12772114E-17
    1290 -0.54407856E+01 -0.12771904E-17
    1291 -0.54413758E+01 -0.12771952E-17
    1292 -0.54418586E+01 -0.12772057E-17
    1293 -0.54423335E+01 -0.12772160E-17
    1294 -0.54428331E+01 -0.12772296E-17
    1295 -0.54432466E+01 -0.12772432E-17
    1296 -0.54437212E+01 -0.12772592E-17
    1297 -0.54442999E+01 -0.12772687E-17
    1298 -0.54448838E+01 -0.12772848E-17
    1299 -0.54453314E+01 -0.12773132E-17
    1300 -0.54458575E+01 -0.12773078E-17
    1301 -0.54461996E+01 -0.12772982E-17
    1302 -0.54466697E+01 -0.12772989E-17
    1303 -0.54470492E+01 -0.12772954E-17
    1304 -0.54474016E+01 -0.12773166E-17
    1305 -0.54482753E+01 -0.12773023E-17
    1306 -0.54487724E+01 -0.12773145E-17
    1307 -0.54491939E+01 -0.12773177E-17
    1308 -0.54497417E+01 -0.12773288E-17
    1309 -0.54503297E+01 -0.12773111E-17
    1310 -0.54507998E+01 -0.12772776E-17
    1311 -0.54510931E+01 -0.12772657E-17
    1312 -0.54514740E+01 -0.12772367E-17
    1313 -0.54518905E+01 -0.12772325E-17
    1314 -0.54524451E+01 -0.12772438E-17
    1315 -0.54530799E+01 -0.12772564E-17
    1316 -0.54532825E+01 -0.12772516E-17
    1317 -0.54537651E+01 -0.12772605E-17
    1318 -0.54541544E+01 -0.12772900E-17
    1319 -0.54546246E+01 -0.12772778E-17
    1320 -0.54550406E+01 -0.12772794E-17
    1321 -0.54554617E+01 -0.12773044E-17
    1322 -0.54559010E+01 -0.12772956E-17
    1323 -0.54562058E+01 -0.12772816E-17
    1324 -0.54564489E+01 -0.12772810E-17
    1325 -0.54568440E+01 -0.12772864E-17
    1326 -0.54570950E+01 -0.12772798E-17
    1327 -0.54573455E+01 -0.12772839E-17
    1328 -0.54577377E+01 -0.12772848E-17
    1329 -0.54582070E+01 -0.12773133E-17
    1330 -0.54583912E+01 -0.12773049E-17
    1331 -0.54586134E+01 -0.12773008E-17
    1332 -0.54588262E+01 -0.12772961E-17
    1333 -0.54591841E+01 -0.12772937E-17
    1334 -0.54596232E+01 -0.12773031E-17
    1335 -0.54599473E+01 -0.12773093E-17
    1336 -0.54603177E+01 -0.12773396E-17
    1337 -0.54605115E+01 -0.12773364E-17
    1338 -0.54608285E+01 -0.12773431E-17
    1339 -0.54613140E+01 -0.12773446E-17
    1340 -0.54615498E+01 -0.12773530E-17
    1341 -0.54618097E+01 -0.12773590E-17
    1342 -0.54621104E+01 -0.12773680E-17
    1343 -0.54624683E+01 -0.12773618E-17
    1344 -0.54627401E+01 -0.12773709E-17
    1345 -0.54629101E+01 -0.12773696E-17
    1346 -0.54632506E+01 -0.12773895E-17
    1347 -0.54634731E+01 -0.12773839E-17
    1348 -0.54637877E+01 -0.12773731E-17
    1349 -0.54640361E+01 -0.12773726E-17
    1350 -0.54642135E+01 -0.12773770E-17
    1351 -0.54643933E+01 -0.12773753E-17
    1352 -0.54646378E+01 -0.12773752E-17
    1353 -0.54648726E+01 -0.12773915E-17
    1354 -0.54650513E+01 -0.12773943E-17
    1355 -0.54653700E+01 -0.12774122E-17
    1356 -0.54656718E+01 -0.12774225E-17
    1357 -0.54659566E+01 -0.12774256E-17
    1358 -0.54664111E+01 -0.12774163E-17
    1359 -0.54668302E+01 -0.12774156E-17
    1360 -0.54673955E+01 -0.12774158E-17
    1361 -0.54677720E+01 -0.12774118E-17
    1362 -0.54681987E+01 -0.12774030E-17
    1363 -0.54685878E+01 -0.12773934E-17
    1364 -0.54688306E+01 -0.12773859E-17
    1365 -0.54692466E+01 -0.12773774E-17
    1366 -0.54697535E+01 -0.12773786E-17
    1367 -0.54700811E+01 -0.12773881E-17
    1368 -0.54703139E+01 -0.12774051E-17
    1369 -0.54707029E+01 -0.12773907E-17
    1370 -0.54710880E+01 -0.12773845E-17
    1371 -0.54715239E+01 -0.12773823E-17
    1372 -0.54718955E+01 -0.12773823E-17
    1373 -0.54723131E+01 -0.12773908E-17
    1374 -0.54726880E+01 -0.12773817E-17
    1375 -0.54729387E+01 -0.12773889E-17
    1376 -0.54732372E+01 -0.12773805E-17
    1377 -0.54735667E+01 -0.12773918E-17
    1378 -0.54737821E+01 -0.12773957E-17
    1379 -0.54742699E+01 -0.12773836E-17
    1380 -0.54746095E+01 -0.12773809E-17
    1381 -0.54748437E+01 -0.12773805E-17
    1382 -0.54750640E+01 -0.12773704E-17
    1383 -0.54753987E+01 -0.12773886E-17
    1384 -0.54757034E+01 -0.12773829E-17
    1385 -0.54760163E+01 -0.12773811E-17
    1386 -0.54763776E+01 -0.12773801E-17
    1387 -0.54765125E+01 -0.12773784E-17
    1388 -0.54768002E+01 -0.12773814E-17
    1389 -0.54772836E+01 -0.12773619E-17
    1390 -0.54775610E+01 -0.12773715E-17
    1391 -0.54777919E+01 -0.12773689E-17
    1392 -0.54781119E+01 -0.12773697E-17
    1393 -0.54786954E+01 -0.12773782E-17
    1394 -0.54788491E+01 -0.12773820E-17
    1395 -0.54792992E+01 -0.12773562E-17
    1396 -0.54796172E+01 -0.12773535E-17
    1397 -0.54798908E+01 -0.12773587E-17
    1398 -0.54802918E+01 -0.12773450E-17
    1399 -0.54807852E+01 -0.12773215E-17
    1400 -0.54810845E+01 -0.12773204E-17
    1401 -0.54813986E+01 -0.12773333E-17
    1402 -0.54818483E+01 -0.12773360E-17
    1403 -0.54821316E+01 -0.12773371E-17
    1404 -0.54825295E+01 -0.12773397E-17
    1405 -0.54830385E+01 -0.12773576E-17
    1406 -0.54832762E+01 -0.12773598E-17
    1407 -0.54834694E+01 -0.12773601E-17
    1408 -0.54836841E+01 -0.12773610E-17
    1409 -0.54837789E+01 -0.12773641E-17
    1410 -0.54840565E+01 -0.12773752E-17
    1411 -0.54842713E+01 -0.12773786E-17
    1412 -0.54845712E+01 -0.12773816E-17
    1413 -0.54847931E+01 -0.12773932E-17
    1414 -0.54850151E+01 -0.12773964E-17
    1415 -0.54851384E+01 -0.12773912E-17
    1416 -0.54852567E+01 -0.12773898E-17
    1417 -0.54854158E+01 -0.12773910E-17
    1418 -0.54856582E+01 -0.12773919E-17
    1419 -0.54858695E+01 -0.12773975E-17
    1420 -0.54860744E+01 -0.12773989E-17
    1421 -0.54862746E+01 -0.12773903E-17
    1422 -0.54866672E+01 -0.12773785E-17
    1423 -0.54868979E+01 -0.12773816E-17
    1424 -0.54871892E+01 -0.12773854E-17
