n ch_hole col3
    1581 -0.70262177E+01 -0.93483447E-17
    1582 -0.70265912E+01 -0.93483038E-17
    1583 -0.70269242E+01 -0.93483288E-17
    1584 -0.70273046E+01 -0.93483741E-17
    1585 -0.70276878E+01 -0.93484063E-17
    1586 -0.70281102E+01 -0.93483037E-17
    1587 -0.70285652E+01 -0.93483236E-17
    1588 -0.70290417E+01 -0.93483971E-17
    1589 -0.70294461E+01 -0.93484378E-17
    1590 -0.70298625E+01 -0.93484413E-17
    1591 -0.70303033E+01 -0.93485524E-17
    1592 -0.70307131E+01 -0.93484059E-17
    1593 -0.70311534E+01 -0.93484313E-17
    1594 -0.70316137E+01 -0.93483448E-17
    1595 -0.70320530E+01 -0.93482746E-17
    1596 -0.70324817E+01 -0.93482444E-17
    1597 -0.70328886E+01 -0.93482503E-17
    1598 -0.70334158E+01 -0.93484332E-17
    1599 -0.70337933E+01 -0.93482937E-17
    1600 -0.70342499E+01 -0.93483318E-17
    1601 -0.70346184E+01 -0.93483302E-17
    1602 -0.70349962E+01 -0.93484350E-17
    1603 -0.70353768E+01 -0.93484580E-17
    1604 -0.70357732E+01 -0.93484693E-17
    1605 -0.70361847E+01 -0.93484176E-17
    1606 -0.70365968E+01 -0.93483980E-17
    1607 -0.70370316E+01 -0.93484368E-17
    1608 -0.70373751E+01 -0.93484928E-17
    1609 -0.70377973E+01 -0.93485902E-17
    1610 -0.70382382E+01 -0.93485284E-17
    1611 -0.70387461E+01 -0.93483285E-17
    1612 -0.70391462E+01 -0.93482410E-17
    1613 -0.70396185E+01 -0.93482277E-17
    1614 -0.70400071E+01 -0.93482312E-17
    1615 -0.70403727E+01 -0.93483072E-17
    1616 -0.70407085E+01 -0.93483583E-17
    1617 -0.70411802E+01 -0.93483415E-17
    1618 -0.70415568E+01 -0.93483244E-17
    1619 -0.70418915E+01 -0.93483102E-17
    1620 -0.70422119E+01 -0.93483805E-17
    1621 -0.70426120E+01 -0.93484299E-17
    1622 -0.70430483E+01 -0.93485396E-17
    1623 -0.70434685E+01 -0.93485200E-17
    1624 -0.70438267E+01 -0.93485875E-17
    1625 -0.70442389E+01 -0.93485319E-17
    1626 -0.70446691E+01 -0.93484461E-17
    1627 -0.70450585E+01 -0.93483916E-17
    1628 -0.70454332E+01 -0.93483576E-17
    1629 -0.70457950E+01 -0.93484629E-17
    1630 -0.70461340E+01 -0.93483881E-17
    1631 -0.70465713E+01 -0.93483968E-17
    1632 -0.70470477E+01 -0.93483731E-17
    1633 -0.70473858E+01 -0.93483769E-17
    1634 -0.70477918E+01 -0.93484094E-17
    1635 -0.70481922E+01 -0.93481593E-17
    1636 -0.70486671E+01 -0.93484491E-17
    1637 -0.70490084E+01 -0.93483703E-17
    1638 -0.70493661E+01 -0.93484949E-17
    1639 -0.70497049E+01 -0.93485718E-17
    1640 -0.70500712E+01 -0.93486087E-17
    1641 -0.70504436E+01 -0.93486552E-17
    1642 -0.70508576E+01 -0.93487401E-17
    1643 -0.70511916E+01 -0.93487999E-17
    1644 -0.70515520E+01 -0.93488343E-17
    1645 -0.70518956E+01 -0.93488687E-17
    1646 -0.70523287E+01 -0.93489601E-17
    1647 -0.70527362E+01 -0.93489579E-17
    1648 -0.70530939E+01 -0.93490630E-17
    1649 -0.70534592E+01 -0.93490572E-17
    1650 -0.70538193E+01 -0.93489819E-17
    1651 -0.70542877E+01 -0.93490480E-17
    1652 -0.70546648E+01 -0.93490777E-17
    1653 -0.70550529E+01 -0.93491287E-17
    1654 -0.70554048E+01 -0.93493078E-17
    1655 -0.70557528E+01 -0.93492483E-17
    1656 -0.70561933E+01 -0.93493077E-17
    1657 -0.70566331E+01 -0.93492232E-17
    1658 -0.70569982E+01 -0.93493145E-17
    1659 -0.70573674E+01 -0.93494239E-17
    1660 -0.70578785E+01 -0.93493407E-17
    1661 -0.70583333E+01 -0.93493832E-17
    1662 -0.70587556E+01 -0.93493137E-17
    1663 -0.70592027E+01 -0.93494625E-17
    1664 -0.70597082E+01 -0.93493850E-17
    1665 -0.70601774E+01 -0.93493090E-17
    1666 -0.70605889E+01 -0.93493796E-17
    1667 -0.70610357E+01 -0.93494645E-17
    1668 -0.70614536E+01 -0.93494417E-17
    1669 -0.70619039E+01 -0.93493997E-17
    1670 -0.70623355E+01 -0.93493458E-17
    1671 -0.70628005E+01 -0.93493600E-17
    1672 -0.70632166E+01 -0.93494663E-17
    1673 -0.70636019E+01 -0.93495171E-17
    1674 -0.70640307E+01 -0.93494498E-17
    1675 -0.70645326E+01 -0.93495905E-17
    1676 -0.70648949E+01 -0.93495950E-17
    1677 -0.70652454E+01 -0.93495595E-17
    1678 -0.70655517E+01 -0.93495256E-17
    1679 -0.70659246E+01 -0.93496650E-17
    1680 -0.70663581E+01 -0.93496162E-17
    1681 -0.70667373E+01 -0.93495127E-17
    1682 -0.70670594E+01 -0.93495120E-17
    1683 -0.70674189E+01 -0.93494548E-17
    1684 -0.70677721E+01 -0.93494613E-17
    1685 -0.70681741E+01 -0.93496412E-17
    1686 -0.70686340E+01 -0.93495073E-17
    1687 -0.70690329E+01 -0.93494711E-17
    1688 -0.70693701E+01 -0.93493924E-17
    1689 -0.70697078E+01 -0.93493912E-17
    1690 -0.70701678E+01 -0.93492267E-17
    1691 -0.70706084E+01 -0.93493058E-17
    1692 -0.70711141E+01 -0.93491697E-17
    1693 -0.70715788E+01 -0.93491801E-17
    1694 -0.70719696E+01 -0.93491866E-17
    1695 -0.70723990E+01 -0.93491908E-17
    1696 -0.70728204E+01 -0.93492204E-17
    1697 -0.70732571E+01 -0.93491915E-17
    1698 -0.70736472E+01 -0.93492209E-17
    1699 -0.70741198E+01 -0.93492338E-17
    1700 -0.70746141E+01 -0.93490851E-17
    1701 -0.70750114E+01 -0.93491419E-17
    1702 -0.70755051E+01 -0.93491137E-17
    1703 -0.70759429E+01 -0.93490690E-17
    1704 -0.70763698E+01 -0.93489609E-17
    1705 -0.70768451E+01 -0.93491576E-17
    1706 -0.70772428E+01 -0.93491696E-17
    1707 -0.70776688E+01 -0.93490048E-17
    1708 -0.70780611E+01 -0.93490028E-17
    1709 -0.70784696E+01 -0.93488715E-17
    1710 -0.70788163E+01 -0.93488293E-17
    1711 -0.70792817E+01 -0.93486125E-17
    1712 -0.70797146E+01 -0.93485854E-17
    1713 -0.70801587E+01 -0.93484611E-17
    1714 -0.70806802E+01 -0.93485138E-17
    1715 -0.70811385E+01 -0.93484740E-17
    1716 -0.70816109E+01 -0.93483945E-17
    1717 -0.70821148E+01 -0.93485284E-17
    1718 -0.70825096E+01 -0.93485240E-17
    1719 -0.70829208E+01 -0.93485593E-17
    1720 -0.70833036E+01 -0.93486626E-17
    1721 -0.70836521E+01 -0.93486392E-17
    1722 -0.70840709E+01 -0.93485533E-17
    1723 -0.70844515E+01 -0.93484962E-17
    1724 -0.70848022E+01 -0.93485945E-17
    1725 -0.70851619E+01 -0.93485217E-17
    1726 -0.70856019E+01 -0.93485352E-17
    1727 -0.70861239E+01 -0.93485257E-17
    1728 -0.70865420E+01 -0.93486071E-17
    1729 -0.70869586E+01 -0.93486601E-17
    1730 -0.70873110E+01 -0.93486015E-17
    1731 -0.70877922E+01 -0.93486042E-17
    1732 -0.70882826E+01 -0.93487277E-17
    1733 -0.70886668E+01 -0.93486998E-17
    1734 -0.70890564E+01 -0.93486014E-17
    1735 -0.70894250E+01 -0.93487345E-17
    1736 -0.70898204E+01 -0.93486899E-17
    1737 -0.70902153E+01 -0.93487266E-17
    1738 -0.70906077E+01 -0.93487859E-17
    1739 -0.70909788E+01 -0.93487475E-17
    1740 -0.70913911E+01 -0.93487454E-17
    1741 -0.70917342E+01 -0.93487105E-17
    1742 -0.70920842E+01 -0.93487183E-17
    1743 -0.70924830E+01 -0.93488081E-17
    1744 -0.70927910E+01 -0.93488691E-17
    1745 -0.70931518E+01 -0.93488952E-17
    1746 -0.70935772E+01 -0.93487920E-17
    1747 -0.70939699E+01 -0.93488063E-17
    1748 -0.70944133E+01 -0.93488716E-17
    1749 -0.70947375E+01 -0.93488984E-17
    1750 -0.70951543E+01 -0.93489164E-17
    1751 -0.70955371E+01 -0.93488666E-17
    1752 -0.70960618E+01 -0.93488602E-17
    1753 -0.70964482E+01 -0.93487643E-17
    1754 -0.70968978E+01 -0.93486359E-17
    1755 -0.70973526E+01 -0.93486274E-17
    1756 -0.70978892E+01 -0.93485111E-17
    1757 -0.70983212E+01 -0.93485886E-17
    1758 -0.70987802E+01 -0.93485466E-17
    1759 -0.70992375E+01 -0.93485260E-17
    1760 -0.70997270E+01 -0.93484903E-17
    1761 -0.71002006E+01 -0.93485393E-17
    1762 -0.71005872E+01 -0.93485555E-17
    1763 -0.71009724E+01 -0.93486066E-17
    1764 -0.71014344E+01 -0.93487166E-17
    1765 -0.71018592E+01 -0.93487140E-17
    1766 -0.71022787E+01 -0.93486085E-17
    1767 -0.71027593E+01 -0.93484856E-17
    1768 -0.71032263E+01 -0.93483983E-17
    1769 -0.71036843E+01 -0.93484098E-17
    1770 -0.71040736E+01 -0.93483753E-17
    1771 -0.71044919E+01 -0.93483207E-17
    1772 -0.71049056E+01 -0.93482707E-17
    1773 -0.71052606E+01 -0.93483484E-17
    1774 -0.71056770E+01 -0.93482811E-17
    1775 -0.71061930E+01 -0.93481958E-17
    1776 -0.71066503E+01 -0.93480047E-17
    1777 -0.71070556E+01 -0.93478532E-17
    1778 -0.71073448E+01 -0.93479067E-17
    1779 -0.71077234E+01 -0.93479761E-17
    1780 -0.71081131E+01 -0.93478949E-17
    1781 -0.71086016E+01 -0.93479902E-17
    1782 -0.71088896E+01 -0.93479514E-17
    1783 -0.71092252E+01 -0.93479703E-17
    1784 -0.71096281E+01 -0.93479399E-17
    1785 -0.71099779E+01 -0.93478612E-17
    1786 -0.71103938E+01 -0.93478030E-17
    1787 -0.71108667E+01 -0.93479138E-17
    1788 -0.71112624E+01 -0.93479270E-17
    1789 -0.71116704E+01 -0.93479529E-17
    1790 -0.71121220E+01 -0.93479941E-17
    1791 -0.71125010E+01 -0.93480458E-17
    1792 -0.71128730E+01 -0.93479747E-17
    1793 -0.71132552E+01 -0.93478870E-17
    1794 -0.71136532E+01 -0.93479205E-17
    1795 -0.71140505E+01 -0.93478508E-17
    1796 -0.71144411E+01 -0.93478194E-17
    1797 -0.71147760E+01 -0.93479051E-17
    1798 -0.71151910E+01 -0.93478033E-17
    1799 -0.71155330E+01 -0.93476887E-17
    1800 -0.71158657E+01 -0.93477048E-17
    1801 -0.71162886E+01 -0.93477004E-17
    1802 -0.71166239E+01 -0.93476919E-17
    1803 -0.71170667E+01 -0.93476856E-17
    1804 -0.71174693E+01 -0.93476738E-17
    1805 -0.71177899E+01 -0.93475901E-17
    1806 -0.71181901E+01 -0.93477026E-17
    1807 -0.71187032E+01 -0.93476028E-17
    1808 -0.71191490E+01 -0.93475995E-17
    1809 -0.71195218E+01 -0.93475027E-17
    1810 -0.71198537E+01 -0.93474967E-17
    1811 -0.71202575E+01 -0.93475480E-17
    1812 -0.71206435E+01 -0.93474452E-17
    1813 -0.71210687E+01 -0.93475532E-17
    1814 -0.71215369E+01 -0.93474764E-17
    1815 -0.71219266E+01 -0.93475745E-17
    1816 -0.71223801E+01 -0.93476149E-17
    1817 -0.71227474E+01 -0.93475805E-17
    1818 -0.71231829E+01 -0.93475348E-17
    1819 -0.71235723E+01 -0.93475634E-17
    1820 -0.71239846E+01 -0.93475395E-17
    1821 -0.71244526E+01 -0.93475442E-17
    1822 -0.71250066E+01 -0.93477459E-17
    1823 -0.71254324E+01 -0.93477115E-17
    1824 -0.71258598E+01 -0.93477104E-17
    1825 -0.71262864E+01 -0.93477302E-17
    1826 -0.71266916E+01 -0.93479077E-17
    1827 -0.71270333E+01 -0.93477976E-17
    1828 -0.71274029E+01 -0.93478490E-17
    1829 -0.71278198E+01 -0.93478351E-17
    1830 -0.71282624E+01 -0.93480199E-17
    1831 -0.71286258E+01 -0.93480921E-17
    1832 -0.71289716E+01 -0.93481116E-17
    1833 -0.71292999E+01 -0.93481246E-17
    1834 -0.71297203E+01 -0.93481727E-17
    1835 -0.71300681E+01 -0.93481631E-17
    1836 -0.71303481E+01 -0.93482057E-17
    1837 -0.71308161E+01 -0.93481377E-17
    1838 -0.71312521E+01 -0.93481667E-17
    1839 -0.71315809E+01 -0.93480924E-17
    1840 -0.71319489E+01 -0.93480464E-17
    1841 -0.71323130E+01 -0.93480488E-17
    1842 -0.71327590E+01 -0.93479897E-17
    1843 -0.71331196E+01 -0.93479997E-17
    1844 -0.71334999E+01 -0.93480320E-17
    1845 -0.71339179E+01 -0.93479831E-17
    1846 -0.71342895E+01 -0.93478737E-17
    1847 -0.71346636E+01 -0.93478337E-17
    1848 -0.71350417E+01 -0.93479401E-17
    1849 -0.71353987E+01 -0.93479439E-17
    1850 -0.71358159E+01 -0.93478239E-17
    1851 -0.71361854E+01 -0.93477602E-17
    1852 -0.71365247E+01 -0.93478182E-17
    1853 -0.71368639E+01 -0.93477593E-17
    1854 -0.71372131E+01 -0.93477554E-17
    1855 -0.71375252E+01 -0.93477420E-17
    1856 -0.71379037E+01 -0.93477375E-17
    1857 -0.71383362E+01 -0.93477642E-17
    1858 -0.71386806E+01 -0.93477819E-17
    1859 -0.71390930E+01 -0.93478141E-17
    1860 -0.71395278E+01 -0.93477791E-17
    1861 -0.71399426E+01 -0.93478877E-17
    1862 -0.71402394E+01 -0.93478632E-17
    1863 -0.71406243E+01 -0.93478472E-17
    1864 -0.71409596E+01 -0.93478547E-17
    1865 -0.71413815E+01 -0.93477387E-17
    1866 -0.71418372E+01 -0.93477888E-17
    1867 -0.71423169E+01 -0.93478743E-17
    1868 -0.71427650E+01 -0.93478347E-17
    1869 -0.71431661E+01 -0.93477411E-17
    1870 -0.71435031E+01 -0.93475861E-17
    1871 -0.71438716E+01 -0.93475451E-17
    1872 -0.71441868E+01 -0.93475848E-17
    1873 -0.71445931E+01 -0.93477371E-17
    1874 -0.71449502E+01 -0.93476706E-17
    1875 -0.71453257E+01 -0.93476727E-17
    1876 -0.71457823E+01 -0.93475864E-17
    1877 -0.71461153E+01 -0.93475962E-17
    1878 -0.71465339E+01 -0.93476372E-17
    1879 -0.71469488E+01 -0.93476221E-17
    1880 -0.71473181E+01 -0.93475751E-17
    1881 -0.71477046E+01 -0.93474957E-17
    1882 -0.71480359E+01 -0.93475482E-17
    1883 -0.71483884E+01 -0.93476071E-17
    1884 -0.71487752E+01 -0.93475792E-17
    1885 -0.71491218E+01 -0.93475868E-17
    1886 -0.71495228E+01 -0.93475459E-17
    1887 -0.71498735E+01 -0.93474284E-17
    1888 -0.71502505E+01 -0.93475004E-17
    1889 -0.71506345E+01 -0.93475284E-17
    1890 -0.71509877E+01 -0.93475582E-17
    1891 -0.71513806E+01 -0.93476383E-17
    1892 -0.71517238E+01 -0.93476549E-17
    1893 -0.71520595E+01 -0.93476259E-17
    1894 -0.71524513E+01 -0.93476504E-17
    1895 -0.71528165E+01 -0.93477448E-17
    1896 -0.71531786E+01 -0.93476985E-17
    1897 -0.71535312E+01 -0.93476867E-17
    1898 -0.71538508E+01 -0.93476221E-17
    1899 -0.71541890E+01 -0.93475815E-17
    1900 -0.71545706E+01 -0.93475037E-17
    1901 -0.71549016E+01 -0.93475684E-17
    1902 -0.71552221E+01 -0.93475834E-17
    1903 -0.71555342E+01 -0.93475165E-17
    1904 -0.71558811E+01 -0.93476042E-17
    1905 -0.71562199E+01 -0.93476550E-17
    1906 -0.71565608E+01 -0.93476774E-17
    1907 -0.71569191E+01 -0.93476486E-17
    1908 -0.71572967E+01 -0.93476139E-17
    1909 -0.71576471E+01 -0.93476231E-17
    1910 -0.71579901E+01 -0.93476310E-17
    1911 -0.71583559E+01 -0.93476674E-17
    1912 -0.71587317E+01 -0.93477078E-17
    1913 -0.71591327E+01 -0.93475413E-17
    1914 -0.71595418E+01 -0.93477266E-17
    1915 -0.71599293E+01 -0.93477838E-17
    1916 -0.71603363E+01 -0.93477891E-17
    1917 -0.71607327E+01 -0.93477393E-17
    1918 -0.71610761E+01 -0.93477021E-17
    1919 -0.71614107E+01 -0.93476649E-17
    1920 -0.71618103E+01 -0.93476666E-17
    1921 -0.71622270E+01 -0.93475134E-17
    1922 -0.71625658E+01 -0.93474953E-17
    1923 -0.71629439E+01 -0.93474829E-17
    1924 -0.71632981E+01 -0.93474422E-17
    1925 -0.71637255E+01 -0.93473375E-17
    1926 -0.71640422E+01 -0.93473993E-17
    1927 -0.71644450E+01 -0.93472569E-17
    1928 -0.71648920E+01 -0.93471212E-17
    1929 -0.71653165E+01 -0.93471172E-17
    1930 -0.71656665E+01 -0.93471078E-17
    1931 -0.71660128E+01 -0.93470584E-17
    1932 -0.71664561E+01 -0.93470741E-17
    1933 -0.71668836E+01 -0.93471363E-17
    1934 -0.71672441E+01 -0.93470624E-17
    1935 -0.71675844E+01 -0.93470345E-17
    1936 -0.71679417E+01 -0.93470352E-17
    1937 -0.71682433E+01 -0.93470550E-17
    1938 -0.71685943E+01 -0.93470612E-17
    1939 -0.71689511E+01 -0.93469937E-17
    1940 -0.71693026E+01 -0.93470335E-17
    1941 -0.71696082E+01 -0.93470744E-17
    1942 -0.71700123E+01 -0.93470697E-17
    1943 -0.71703499E+01 -0.93471116E-17
    1944 -0.71707442E+01 -0.93471887E-17
    1945 -0.71710877E+01 -0.93471568E-17
    1946 -0.71714267E+01 -0.93471094E-17
    1947 -0.71717452E+01 -0.93471556E-17
    1948 -0.71721358E+01 -0.93472018E-17
    1949 -0.71725274E+01 -0.93472410E-17
    1950 -0.71728848E+01 -0.93472306E-17
    1951 -0.71732607E+01 -0.93472135E-17
    1952 -0.71736328E+01 -0.93472013E-17
    1953 -0.71739639E+01 -0.93471692E-17
    1954 -0.71743623E+01 -0.93471351E-17
    1955 -0.71747389E+01 -0.93470944E-17
    1956 -0.71750951E+01 -0.93471198E-17
    1957 -0.71755017E+01 -0.93471402E-17
    1958 -0.71758707E+01 -0.93471862E-17
    1959 -0.71761948E+01 -0.93472685E-17
    1960 -0.71765253E+01 -0.93472785E-17
    1961 -0.71769299E+01 -0.93472210E-17
    1962 -0.71772653E+01 -0.93472497E-17
    1963 -0.71776193E+01 -0.93472391E-17
    1964 -0.71779964E+01 -0.93472431E-17
    1965 -0.71783825E+01 -0.93472856E-17
    1966 -0.71788115E+01 -0.93472581E-17
    1967 -0.71792061E+01 -0.93473730E-17
    1968 -0.71796102E+01 -0.93474444E-17
    1969 -0.71799870E+01 -0.93474124E-17
    1970 -0.71803423E+01 -0.93473406E-17
    1971 -0.71806231E+01 -0.93473402E-17
    1972 -0.71809458E+01 -0.93473673E-17
    1973 -0.71812669E+01 -0.93474449E-17
    1974 -0.71816058E+01 -0.93474388E-17
    1975 -0.71819346E+01 -0.93473609E-17
    1976 -0.71822801E+01 -0.93473058E-17
    1977 -0.71825809E+01 -0.93472519E-17
    1978 -0.71828881E+01 -0.93472612E-17
    1979 -0.71832123E+01 -0.93472868E-17
    1980 -0.71835298E+01 -0.93472790E-17
    1981 -0.71838875E+01 -0.93472992E-17
    1982 -0.71842701E+01 -0.93472901E-17
    1983 -0.71846450E+01 -0.93474183E-17
    1984 -0.71849356E+01 -0.93473914E-17
    1985 -0.71852965E+01 -0.93474644E-17
    1986 -0.71856599E+01 -0.93474750E-17
    1987 -0.71860209E+01 -0.93475039E-17
    1988 -0.71863943E+01 -0.93475559E-17
    1989 -0.71867117E+01 -0.93475888E-17
    1990 -0.71870461E+01 -0.93475286E-17
    1991 -0.71874699E+01 -0.93475295E-17
    1992 -0.71878316E+01 -0.93476211E-17
    1993 -0.71882348E+01 -0.93476957E-17
    1994 -0.71885974E+01 -0.93476750E-17
    1995 -0.71889578E+01 -0.93476908E-17
    1996 -0.71893344E+01 -0.93477495E-17
    1997 -0.71897011E+01 -0.93478121E-17
    1998 -0.71900223E+01 -0.93477800E-17
    1999 -0.71903443E+01 -0.93478553E-17
    2000 -0.71906790E+01 -0.93479040E-17
    2001 -0.71909776E+01 -0.93478511E-17
    2002 -0.71913271E+01 -0.93478206E-17
    2003 -0.71916300E+01 -0.93477251E-17
    2004 -0.71919762E+01 -0.93476698E-17
    2005 -0.71923495E+01 -0.93476801E-17
    2006 -0.71926849E+01 -0.93476261E-17
    2007 -0.71930280E+01 -0.93475946E-17
    2008 -0.71933858E+01 -0.93475785E-17
    2009 -0.71937243E+01 -0.93475966E-17
    2010 -0.71940436E+01 -0.93475714E-17
    2011 -0.71943332E+01 -0.93476284E-17
    2012 -0.71946448E+01 -0.93476306E-17
    2013 -0.71949901E+01 -0.93476243E-17
    2014 -0.71953033E+01 -0.93476212E-17
    2015 -0.71956194E+01 -0.93476151E-17
    2016 -0.71959246E+01 -0.93476827E-17
    2017 -0.71962597E+01 -0.93477597E-17
    2018 -0.71965700E+01 -0.93477295E-17
    2019 -0.71969263E+01 -0.93478148E-17
    2020 -0.71972698E+01 -0.93479189E-17
    2021 -0.71976805E+01 -0.93479309E-17
    2022 -0.71979880E+01 -0.93479320E-17
    2023 -0.71982860E+01 -0.93479628E-17
    2024 -0.71986421E+01 -0.93479717E-17
    2025 -0.71989736E+01 -0.93479660E-17
    2026 -0.71993352E+01 -0.93480374E-17
    2027 -0.71997066E+01 -0.93481574E-17
    2028 -0.72000175E+01 -0.93481082E-17
    2029 -0.72003213E+01 -0.93481183E-17
    2030 -0.72006428E+01 -0.93480668E-17
    2031 -0.72009788E+01 -0.93480668E-17
    2032 -0.72013264E+01 -0.93481051E-17
    2033 -0.72016860E+01 -0.93480837E-17
    2034 -0.72020461E+01 -0.93481315E-17
    2035 -0.72023481E+01 -0.93481502E-17
    2036 -0.72026666E+01 -0.93481078E-17
    2037 -0.72029552E+01 -0.93481139E-17
    2038 -0.72032892E+01 -0.93481322E-17
    2039 -0.72036465E+01 -0.93482071E-17
    2040 -0.72039722E+01 -0.93480887E-17
    2041 -0.72042974E+01 -0.93481052E-17
    2042 -0.72046321E+01 -0.93481618E-17
    2043 -0.72049835E+01 -0.93482018E-17
    2044 -0.72053264E+01 -0.93483049E-17
    2045 -0.72056568E+01 -0.93482480E-17
    2046 -0.72060090E+01 -0.93481704E-17
    2047 -0.72063741E+01 -0.93482287E-17
    2048 -0.72067575E+01 -0.93482359E-17
