n ch_hole col3 col4 col5
    1000 -0.69113525E+01 -0.10443132E-16 -0.76022393E+01  0.76188636E-17
    1001 -0.69123530E+01 -0.10444086E-16 -0.76022393E+01  0.76188636E-17
    1002 -0.69142828E+01 -0.10445441E-16 -0.76022393E+01  0.76188636E-17
    1003 -0.69158605E+01 -0.10445940E-16 -0.76022393E+01  0.76188636E-17
    1004 -0.69167895E+01 -0.10446374E-16 -0.76022393E+01  0.76188636E-17
    1005 -0.69176814E+01 -0.10447587E-16 -0.76022393E+01  0.76188636E-17
    1006 -0.69188481E+01 -0.10450274E-16 -0.76022393E+01  0.76188636E-17
    1007 -0.69197458E+01 -0.10452787E-16 -0.76022393E+01  0.76188636E-17
    1008 -0.69207573E+01 -0.10454052E-16 -0.76022393E+01  0.76188636E-17
    1009 -0.69218428E+01 -0.10455463E-16 -0.76022393E+01  0.76188636E-17
    1010 -0.69230267E+01 -0.10455613E-16 -0.76022393E+01  0.76188636E-17
    1011 -0.69240640E+01 -0.10456671E-16 -0.76022393E+01  0.76188636E-17
    1012 -0.69257219E+01 -0.10457033E-16 -0.76022393E+01  0.76188636E-17
    1013 -0.69271143E+01 -0.10457923E-16 -0.76022393E+01  0.76188636E-17
    1014 -0.69282503E+01 -0.10457256E-16 -0.76022393E+01  0.76188636E-17
    1015 -0.69294532E+01 -0.10457279E-16 -0.76022393E+01  0.76188636E-17
    1016 -0.69308115E+01 -0.10458465E-16 -0.76022393E+01  0.76188636E-17
    1017 -0.69320105E+01 -0.10458794E-16 -0.76022393E+01  0.76188636E-17
    1018 -0.69329412E+01 -0.10458684E-16 -0.76022393E+01  0.76188636E-17
    1019 -0.69337766E+01 -0.10458871E-16 -0.76022393E+01  0.76188636E-17
    1020 -0.69349302E+01 -0.10458702E-16 -0.76022393E+01  0.76188636E-17
    1021 -0.69361577E+01 -0.10458586E-16 -0.76022393E+01  0.76188636E-17
    1022 -0.69371246E+01 -0.10458230E-16 -0.76022393E+01  0.76188636E-17
    1023 -0.69383077E+01 -0.10458669E-16 -0.76022393E+01  0.76188636E-17
    1024 -0.69392363E+01 -0.10458033E-16 -0.76022393E+01  0.76188636E-17
    1025 -0.69401377E+01 -0.10457526E-16 -0.76022393E+01  0.76188636E-17
    1026 -0.69410954E+01 -0.10456671E-16 -0.76022393E+01  0.76188636E-17
    1027 -0.69418992E+01 -0.10456085E-16 -0.76022393E+01  0.76188636E-17
    1028 -0.69428253E+01 -0.10455190E-16 -0.76022393E+01  0.76188636E-17
    1029 -0.69435963E+01 -0.10455244E-16 -0.76022393E+01  0.76188636E-17
    1030 -0.69445163E+01 -0.10454089E-16 -0.76022393E+01  0.76188636E-17
    1031 -0.69452477E+01 -0.10453862E-16 -0.76022393E+01  0.76188636E-17
    1032 -0.69461810E+01 -0.10454270E-16 -0.76022393E+01  0.76188636E-17
    1033 -0.69471721E+01 -0.10454742E-16 -0.76022393E+01  0.76188636E-17
    1034 -0.69482871E+01 -0.10454717E-16 -0.76022393E+01  0.76188636E-17
    1035 -0.69493455E+01 -0.10454391E-16 -0.76022393E+01  0.76188636E-17
    1036 -0.69503810E+01 -0.10453295E-16 -0.76022393E+01  0.76188636E-17
